,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes
328,Breitbart News Network,Watch–NY Police Union Boss: ‘Stop Treating Us Like Animals and Thugs’,['2020/06/09'],1253 comments,https://www.breitbart.com/politics/2020/06/09/watch-ny-police-union-boss-stop-treating-us-like-animals-and-thugs/,✦ Björn Free ✦,SUGGESTION: ~BLUE FLU!,,133,?
329,Breitbart News Network,WATCH: Al Sharpton Demands NFL ‘Give Colin Kaepernick a Job Back’,['2020/06/09'],1882 comments,https://www.breitbart.com/sports/2020/06/09/watch-al-sharpton-demands-nfl-give-colin-kaepernick-job-back/,✦ Björn Free ✦,......does anyone else REALLY not like this scene?,,17,?
330,Breitbart News Network,Jeff Sessions on Defunding Police: ‘Innocent People Will Die’,['2020/06/09'],275 comments,https://www.breitbart.com/radio/2020/06/09/jeff-sessions-on-defunding-police-innocent-people-will-die/,✦ Björn Free ✦,~ AN INNOCENT President Trump was persecuted ...........for three damned YEARS by your malfeasances!,,23,?
331,Breitbart News Network,"Report: George W. Bush, Mitt Romney Won’t Support Trump’s Re-Election",['2020/06/06'],6071 comments,https://www.breitbart.com/2020-election/2020/06/06/report-george-w-bush-mitt-romney-wont-support-trumps-re-election/,✦ Björn Free ✦,These two elitists-Deep State Jerk-Offs did not support Trump in 2016!....SO! What's gnu?,Johnoforegon,1099,4
332,Breitbart News Network,"Report: George W. Bush, Mitt Romney Won’t Support Trump’s Re-Election",['2020/06/06'],6071 comments,https://www.breitbart.com/2020-election/2020/06/06/report-george-w-bush-mitt-romney-wont-support-trumps-re-election/,✦ Björn Free ✦,They FLOCK together!,Guest,14,1
333,Breitbart News Network,"Watch: Over 1,000 Protesters March Underneath Digital Sign ‘Outside with N…",['2020/06/06'],290 comments,https://www.breitbart.com/politics/2020/06/06/watch-over-1000-protesters-march-underneath-digital-sign-outside-with-no-mask-fuhgeddaboutit/,✦ Björn Free ✦,LUCY & the SHIFTING DIALECTICAL DEMOCRAT GOAL POSTS.,,17,?
334,Breitbart News Network,Schumer: ‘We Could Open up a Lot More Quickly’ with Better Testing – ‘So Proud…,['2020/06/06'],39 comments,https://www.breitbart.com/clips/2020/06/06/schumer-we-could-open-up-a-lot-more-quickly-with-better-testing-so-proud-of-protesters/,✦ Björn Free ✦,"""Protestors"" aka RIOTERS & LOOTERS",,19,?
335,Breitbart News Network,"Broncos Support Black Lives Matter, Lead Denver Protest March",['2020/06/06'],1073 comments,https://www.breitbart.com/sports/2020/06/06/broncos-support-black-lives-matter-lead-denver-protest-march/,✦ Björn Free ✦,~ ALL LIVES MATTER .......to non-Racists!,,151,?
336,Breitbart News Network,Three-Alarm Fire Destroys California Amazon Warehouse,['2020/06/05'],451 comments,https://www.breitbart.com/politics/2020/06/05/fire-destroy-california-amazon-warehouse/,✦ Björn Free ✦,~ KARMA HAPPENS!!!,,30,?
337,The Gateway Pundit,Mike Lindell Donates MyPillows to National Guard Members Sleeping on th…,['2020/06'],168 comments,https://www.thegatewaypundit.com/2020/06/mike-lindell-donates-mypillows-national-guard-members-sleeping-floor-twin-cities/,✦ Björn Free ✦,IF EVER THERE WERE AN AMERICAN DIVIDE!,,15,?
338,Breitbart News Network,"White House Press Secretary: ‘As of Right Now, Secretary Esper Is Still Secretary Es…",['2020/06/03'],311 comments,https://www.breitbart.com/politics/2020/06/03/white-house-press-secretary-as-of-right-now-secretary-esper-is-still-secretary-esper/,✦ Björn Free ✦,Clean (White) House!,,23,?
339,Breitbart News Network,‘A Protester Shot My Sister!’: 22-Year-Old Woman Killed in Iowa,['2020/06/02'],633 comments,https://www.breitbart.com/politics/2020/06/02/a-protester-shot-my-sister-22-year-old-woman-killed-in-iowa/,✦ Björn Free ✦,"~ Apparently, ONLY SOME BLACK LIVES Matter with da DNC!",,42,?
340,Breitbart News Network,Leftists Rage over President Trump’s Church Walk: Trump Is a ‘Fascist’,['2020/06/01'],3357 comments,https://www.breitbart.com/politics/2020/06/01/leftists-rage-over-president-trumps-church-walk-trump-is-a-fascist/,✦ Björn Free ✦,Hallelujah!,,17,?
341,Breitbart News Network,"Watch: Rioters in Washington, DC, Set Fire to AFL-CIO Union Offices",['2020/05/31'],680 comments,https://www.breitbart.com/politics/2020/05/31/watch-rioters-washington-dc-set-fire-afl-cio-union-offices/,✦ Björn Free ✦,Marxists attacking fellow Marxists. Karma.,,27,?
342,Breitbart News Network,Black Lives Matter’s DeRay Mckesson: Curfews in Riot-Plagued Cities ‘a Setup’,['2020/05/30'],300 comments,https://www.breitbart.com/clips/2020/05/30/black-lives-matters-deray-mckesson-curfews-in-riot-plagued-cities-a-setup/,✦ Björn Free ✦,!ENFORCE the Damned LAW!......cuff these sons of witches!,,20,?
343,Breitbart News Network,Blackburn: Senate Judiciary Committee Will Hold Hearings on Policing,['2020/05/30'],133 comments,https://www.breitbart.com/clips/2020/05/30/blackburn-senate-judiciary-committee-will-hold-hearings-on-policing/,✦ Björn Free ✦,.....A Senate Committee who Holds HEARINGS.............and yet REFUSES to HEAR!,,16,?
344,Breitbart News Network,Blackburn: Senate Judiciary Committee Will Hold Hearings on Policing,['2020/05/30'],133 comments,https://www.breitbart.com/clips/2020/05/30/blackburn-senate-judiciary-committee-will-hold-hearings-on-policing/,✦ Björn Free ✦,HEY! Senate 'Judiciary Committee'!.....YOU have better things to investigate..Starting with the FISA warrants.,,15,?
345,OmegaNbc,Omega CHAT ROOM  30/05/2020,[],1554 comments,https://omeganbc.com/omega-chat-room-30-05-2020/,✦ Björn Free ✦,"Filling ingredients in English? Please.....I'm a sound cook. Ingredients, only are sufficient for me..I make a faux-spanakopita with one-layer Turkish pastry. ......less fat and trouble (NOT as good) albeit..Oh Boy!Thank you!",🇬🇷 Θεσσαλονικιός ο Μακεδών 🇬🇷,13,?
346,Breitbart News Network,Watch: George Floyd Protesters Recite Marxist Chant in D.C. ‘Nothing to Lose B…,['2020/05/29'],112 comments,https://www.breitbart.com/politics/2020/05/29/watch-george-floyd-protesters-recite-marxist-chant-in-d-c-nothing-to-lose-but-our-chains/,✦ Björn Free ✦,"These are not 'protesters,..............these are angry rioters!......who want their stuff!",,19,?
347,Breitbart News Network,"Delaware Governor Threatens to Arrest, Fine Spa Owner for Planning to Reopen",['2020/05/29'],31 comments,https://www.breitbart.com/health/2020/05/29/delaware-governor-threatens-to-arrest-fine-spa-owner-for-planning-to-reopen/,✦ Björn Free ✦,There are the Beautiful.......and there are societal UGLY!,,9,?
348,Breitbart News Network,"Biden Underperforming with Black Voters Compared to Obama, Clinton",['2020/05/29'],173 comments,https://www.breitbart.com/2020-election/2020/05/29/biden-underperforming-with-black-voters-compared-to-obama-clinton/,✦ Björn Free ✦,Classic Understatement: Biden Underperforming.foflol,,11,?
349,The Gateway Pundit,BREAKING: Flynn-Kislyak Transcripts + Summaries Released - Shows NO Miscon…,['2020/05'],110 comments,https://www.thegatewaypundit.com/2020/05/breaking-flynn-kislyak-transcripts-summaries-released-shows-no-misconduct-confirms-obama-cabal-railroaded/,✦ Björn Free ✦,.....WE are SO Shocked!.JUSTICE!,,12,?
350,Breitbart News Network,"Michigan Health Official Does Not Know How Many COVID Nursing Home Deaths,…",['2020/05/28'],389 comments,https://www.breitbart.com/politics/2020/05/28/michigan-health-official-does-not-know-how-many-covid-nursing-home-deaths-believes-over-23/,✦ Björn Free ✦," ""OFFICIALS"" only sharpen their pencil when it's expedient. ",,10,?
351,Breitbart News Network,Government Agencies Still Hiring H-1B Visa Employees for American Jobs,['2020/05/27'],348 comments,https://www.breitbart.com/politics/2020/05/27/government-agencies-still-hiring-h-1b-visa-employees-for-american-jobs/,✦ Björn Free ✦, BUILD the WALL!!!,,20,2
352,Breitbart News Network,Fitton: Judicial Watch Lawsuit Forces Release of Infamous FBI Memo Used to L…,['2020/05/27'],37 comments,https://www.breitbart.com/politics/2020/05/27/fitton-judicial-watch-lawsuit-forces-release-of-infamous-fbi-memo-used-to-launch-obama-administrations-spy-operation-on-trumps-2016-campaign/,✦ Björn Free ✦,Lucy and the Football......wake me when there's Equal Justice in American Law!,,20,?
353,The Gateway Pundit,"DOJ Closes Insider-Trading Probe Into Senators Feinstein, Loeffler, Inhofe",['2020/05'],197 comments,https://www.thegatewaypundit.com/2020/05/doj-closes-insider-trading-probe-senators-feinstein-loeffler-inhofe/,✦ Björn Free ✦,~ TWO Tiered Justice System!....just disgusting.,,24,?
354,Breitbart News Network,CNN’s Brian Stelter Denies Network Tries to Deplatform People,['2020/05/26'],198 comments,https://www.breitbart.com/the-media/2020/05/26/brian-stelter-denies-cnn-tries-to-deplatform/,✦ Björn Free ✦,......and what luscious woman would not want to cuddle up to THAT?,,37,?
355,Breitbart News Network,"Charles Hurt: Joe Biden’s Record: 100% Wrong, 100% of the Time",['2020/05/26'],218 comments,https://www.breitbart.com/2020-election/2020/05/26/charles-hurt-joe-bidens-record-100-wrong-100-of-the-time/,✦ Björn Free ✦,".....in an honest, truer world - it mattered if you were wrong & lied 100% of the time.",,18,?
356,Breitbart News Network,Donald Trump: Widespread Vote-by-Mail Will ‘Destroy this Country’,['2020/05/26'],272 comments,https://www.breitbart.com/politics/2020/05/26/donald-trump-widespread-vote-by-mail-will-destroy-this-country/,✦ Björn Free ✦,~ Karl Marx & DNC's strategy: Whatever It Takes!,,20,?
357,Breitbart News Network,Trump Campaign: Twitter ‘Fact Check’ Proof of Silicon Valley Obstruction,['2020/05/26'],353 comments,https://www.breitbart.com/politics/2020/05/26/trump-campaign-twitter-fact-check-proof-of-silicon-valley-obstruction/,✦ Björn Free ✦,"You stated that President Donald Trump creates a lot of income from Twitter..Cite your facts. It's not ambiguous or obscure, man.",Stay_on_target,14,?
358,Breitbart News Network,Trump Campaign: Twitter ‘Fact Check’ Proof of Silicon Valley Obstruction,['2020/05/26'],353 comments,https://www.breitbart.com/politics/2020/05/26/trump-campaign-twitter-fact-check-proof-of-silicon-valley-obstruction/,✦ Björn Free ✦,Cite it.,Stay_on_target,12,?
359,Breitbart News Network,Trump Campaign: Twitter ‘Fact Check’ Proof of Silicon Valley Obstruction,['2020/05/26'],353 comments,https://www.breitbart.com/politics/2020/05/26/trump-campaign-twitter-fact-check-proof-of-silicon-valley-obstruction/,✦ Björn Free ✦,"I don't use Twitter, my friend.",Stay_on_target,20,?
360,Breitbart News Network,Trump Campaign: Twitter ‘Fact Check’ Proof of Silicon Valley Obstruction,['2020/05/26'],353 comments,https://www.breitbart.com/politics/2020/05/26/trump-campaign-twitter-fact-check-proof-of-silicon-valley-obstruction/,✦ Björn Free ✦,",,,,,as are CNN, Google, Wikipedia.",,59,?
361,Breitbart News Network,Trump Campaign: Twitter ‘Fact Check’ Proof of Silicon Valley Obstruction,['2020/05/26'],353 comments,https://www.breitbart.com/politics/2020/05/26/trump-campaign-twitter-fact-check-proof-of-silicon-valley-obstruction/,✦ Björn Free ✦,Twitter .....is everything WRONG with America.,,71,?
362,Breitbart News Network,Biden: Twitter ‘Should Say When Things Are Patently Not True’,['2020/05/26'],426 comments,https://www.breitbart.com/clips/2020/05/26/biden-twitter-should-say-when-things-are-patently-not-true/,✦ Björn Free ✦,~ WHO made Twitter GOD?,,11,?
363,Breitbart News Network,AR Gov. Hutchinson: ‘Projections and Modeling’ Have ‘Lost a Lot of Credibility’,['2020/05/25'],828 comments,https://www.breitbart.com/clips/2020/05/25/ar-gov-hutchinson-projections-and-modeling-have-lost-a-lot-of-credibility/,✦ Björn Free ✦,spam.report and down vote.,huber43545,20,?
364,Breitbart News Network,AR Gov. Hutchinson: ‘Projections and Modeling’ Have ‘Lost a Lot of Credibility’,['2020/05/25'],828 comments,https://www.breitbart.com/clips/2020/05/25/ar-gov-hutchinson-projections-and-modeling-have-lost-a-lot-of-credibility/,✦ Björn Free ✦,GLOBAL WARMING is based on false projection & modeling.,,230,?
365,Breitbart News Network,AR Gov. Hutchinson: ‘Projections and Modeling’ Have ‘Lost a Lot of Credibility’,['2020/05/25'],828 comments,https://www.breitbart.com/clips/2020/05/25/ar-gov-hutchinson-projections-and-modeling-have-lost-a-lot-of-credibility/,✦ Björn Free ✦,Fauci's-False Projections & Modeling ......have destroyed America's robust economy..........and he has destroyed American lives!________________________________________edit:Career Statists KILL more persons than a virus!,,11,?
366,The Gateway Pundit,Video of Biden Looking Very Frail at Veterans Memorial Sparks Concerns Ove…,['2020/05'],699 comments,https://www.thegatewaypundit.com/2020/05/video-biden-looking-frail-veterans-memorial-sparks-concerns-health/,✦ Björn Free ✦,HANG TIGHT Biden!........we're going to flatten you.,,8,?
367,Breitbart News Network,Fashion Notes: Melania Trump Observes Memorial Day in Luxurious Gucci Coat,['2020/05/25'],537 comments,https://www.breitbart.com/entertainment/2020/05/25/fashion-notes-melania-trump-observes-memorial-day-in-luxurious-gucci-coat/,✦ Björn Free ✦,.....LOOK at President Trump's gentlemanly hand of guidance on her back! .What class! - As a woman; I SO love that!,,12,?
368,Breitbart News Network,Report: Trump Administration May Create Official Panel on Big Tech’s Anti-Conserv…,['2020/05/24'],271 comments,https://www.breitbart.com/tech/2020/05/24/report-trump-administration-may-create-official-panel-on-big-techs-anti-conservative-bias/,✦ Björn Free ✦,Panel-Schmanal - ...Lucy and the Football revisited!......BUILD the WALL!,,26,?
369,Breitbart News Network,Poll: Up to 94 Percent of Americans Want Economic Nationalist Overhaul in Wake…,['2020/05/24'],875 comments,https://www.breitbart.com/politics/2020/05/24/poll-up-94-percent-want-economic-nationalist-agenda/,✦ Björn Free ✦, And WHO can disagree with THAT???.....Blazing Saddlers 1974,US Patriot,18,?
370,Breitbart News Network,Donald Trump Calls on Jeff Sessions to Drop Out of Alabama U.S. Senate Race,['2020/05/23'],4097 comments,https://www.breitbart.com/politics/2020/05/23/donald-trump-calls-on-jeff-sessions-to-drop-out-of-alabama-u-s-senate-race/,✦ Björn Free ✦,The actions of Jeff Sessions dragged America through the mud for 3-years!Sessions took our Mighty Country through utter HE!!  without reflection!.GO AWAY TOAD!,,127,54
371,Breitbart News Network,"Jeff Sessions, Donald Trump Trade Barbs on Twitter — ‘I Did My Duty and You’re D…",['2020/05/22'],1769 comments,https://www.breitbart.com/politics/2020/05/22/jeff-sessions-donald-trump-trade-barbs-on-twitter-i-did-my-duty-and-youre-damn-fortunate-i-did/,✦ Björn Free ✦,Sessions is a Trojan Horse!He took this Mighty Country through utter He!! for three years without remorse.. GO AWAY - toad!,,28,5
372,Breitbart News Network,Florida Governor Lifts All Restrictions on Summer and Youth Camps,['2020/05/22'],384 comments,https://www.breitbart.com/politics/2020/05/22/florida-governor-lifts-restrictions-summer-youth-camps/,✦ Björn Free ✦,  ~LET FREEDOM R-I-N-G!!!,,9,?
373,Breitbart News Network,Crayola Launches ‘Colors of the World’ Skin Tone Coloring Set,['2020/05/21'],439 comments,https://www.breitbart.com/politics/2020/05/21/crayola-launches-colors-of-the-world-skin-tone-coloring-set/,✦ Björn Free ✦,"....you would never see THIS line in today's movie theatre.......PINK PANTHER STRIKES BACK.....""Kato! I'm houme. Where are you my little yellow friend?""",,17,?
374,Breitbart News Network,Crayola Launches ‘Colors of the World’ Skin Tone Coloring Set,['2020/05/21'],439 comments,https://www.breitbart.com/politics/2020/05/21/crayola-launches-colors-of-the-world-skin-tone-coloring-set/,✦ Björn Free ✦,"Man, have the crayons I grew up with gone to hades!",,10,?
375,Breitbart News Network,Report: Joe Biden Asks Sen. Amy Klobuchar to Undergo Vetting for Potent…,['2020/05/21'],459 comments,https://www.breitbart.com/politics/2020/05/21/report-joe-biden-asks-sen-amy-klobuchar-to-undergo-vetting-for-potential-vp-position/,✦ Björn Free ✦,Joe Biden needs to 'undergo a vetting process.',,62,?
376,Breitbart News Network,Trump Campaign Ad Marks Cuba’s Independence Day: ‘We Will Defeat Socia…,['2020/05/21'],54 comments,https://www.breitbart.com/politics/2020/05/21/trump-campaign-ad-marks-cubas-independence-day-we-will-defeat-socialism/,✦ Björn Free ✦,"~""We will defeat socialism.....""....both within America & outside America!.....Amen!",,21,?
377,Breitbart News Network,Schumer: Republicans ‘Using Russian Propaganda’ Against Biden,['2020/05/20'],249 comments,https://www.breitbart.com/clips/2020/05/20/schumer-republicans-using-russian-propaganda-against-biden/,✦ Björn Free ✦,"Schumer is a slithering, blithering Gutter Viper!",,20,?
378,Breitbart News Network,Steven Mnuchin Unveils Trump Debit Card to Get Coronavirus Rescue Funds to Ame…,['2020/05/19'],288 comments,https://www.breitbart.com/politics/2020/05/19/steven-mnuchin-unveils-trump-debit-card-to-get-coronavirus-rescue-funds-to-americans/,✦ Björn Free ✦,MNUCHIN is a Trojan Horse!......replace him!,,10,1
379,Breitbart News Network,Vice President Pence Says He’s Not Taking Hydroxychloroquine — ‘My Physician Ha…,['2020/05/19'],204 comments,https://www.breitbart.com/clips/2020/05/19/vice-president-pence-says-hes-not-taking-hydroxychloroquine-my-physician-hasnt-recommended-that/,✦ Björn Free ✦,~Pence distinctly reminds me of the Reagan-Bush dynamic!,,20,1
380,Breitbart News Network,Watch Live: Donald Trump Holds a Cabinet Meeting at the White House,['2020/05/19'],92 comments,https://www.breitbart.com/politics/2020/05/19/watch-live-donald-trump-holds-a-cabinet-meeting-at-the-white-house/,✦ Björn Free ✦,I LOVE DONALD J. TRUMP!.....screw you Bush's & Obamas!,,35,?
381,The Gateway Pundit,'She's a Sick Woman with Mental Problems' - President Trump Hits Back a…,['2020/05'],326 comments,https://www.thegatewaypundit.com/2020/05/sick-woman-mental-problems-president-trump-hits-back-pelosis-morbidly-obese-comment-video/,✦ Björn Free ✦,.....that clef in Pelosi's chin is............is actually her navel. ..........She's had so many Face Lifts!,Diddlysquat,13,?
382,The Gateway Pundit,'She's a Sick Woman with Mental Problems' - President Trump Hits Back a…,['2020/05'],326 comments,https://www.thegatewaypundit.com/2020/05/sick-woman-mental-problems-president-trump-hits-back-pelosis-morbidly-obese-comment-video/,✦ Björn Free ✦,".....ah, has Speaker Bella Pelosi LOOKED at HER Waistline Lately?.......Pelosi's waistline is larger than her jade beads!",,12,?
383,Breitbart News Network,"Michael Flynn Asks D.C. Circuit to Dismiss Case, Replace Judge",['2020/05/19'],1066 comments,https://www.breitbart.com/politics/2020/05/19/michael-flynn-asks-d-c-circuit-to-dismiss-case-replace-judge/,✦ Björn Free ✦,"Sidney Powell.......damn, you are great!",,26,?
384,Breitbart News Network,"Michael Flynn Asks D.C. Circuit to Dismiss Case, Replace Judge",['2020/05/19'],1066 comments,https://www.breitbart.com/politics/2020/05/19/michael-flynn-asks-d-c-circuit-to-dismiss-case-replace-judge/,✦ Björn Free ✦,'Justice' Sullivan IS the INJUSTICE of ALL Justices!,,16,?
385,Breitbart News Network,Connecticut Gov. Ned Lamont Delays Opening Salons to Align with Rhode Isla…,['2020/05/18'],125 comments,https://www.breitbart.com/politics/2020/05/18/connecticut-gov-lamont-delays-opening-hair-salons-align-rhode-island-governor/,✦ Björn Free ✦,This is NOT Political.......RIGHT?,,8,?
386,Breitbart News Network,"Donald Trump: ‘Absolutely No Doubt’ Barack Obama, Joe Biden Involved in Ru…",['2020/05/18'],621 comments,https://www.breitbart.com/politics/2020/05/18/donald-trump-absolutely-no-doubt-barack-obama-joe-biden-involved-in-russia-hoax/,✦ Björn Free ✦, ~ FACTS are FACTS!,,18,?
387,Breitbart News Network,"Donald Trump: ‘Absolutely No Doubt’ Barack Obama, Joe Biden Involved in Ru…",['2020/05/18'],621 comments,https://www.breitbart.com/politics/2020/05/18/donald-trump-absolutely-no-doubt-barack-obama-joe-biden-involved-in-russia-hoax/,✦ Björn Free ✦,Damn these aggressive miscreants & what they've done to AMERICA!....disgusting!,,20,?
388,Breitbart News Network,"Donald Trump: ‘Absolutely No Doubt’ Barack Obama, Joe Biden Involved in Ru…",['2020/05/18'],621 comments,https://www.breitbart.com/politics/2020/05/18/donald-trump-absolutely-no-doubt-barack-obama-joe-biden-involved-in-russia-hoax/,✦ Björn Free ✦,FROG-MARCH!!!,,13,?
389,Breitbart News Network,Blackburn: ‘We Are Really in a Cold War Footing When It Comes to Dealing with C…,['2020/05/17'],146 comments,https://www.breitbart.com/clips/2020/05/17/blackburn-we-are-really-in-a-cold-war-footing-when-it-comes-to-dealing-with-chinablackburn-we-are-really-in-a-cold-war-footing-when-it-comes-to-dealing-with-china/,✦ Björn Free ✦,"China's virus Lost ME $100,000 of my Retirement account....... THIS is not a small matter!.dammit!",,28,?
390,Breitbart News Network,Trump Calls into NBC Golf Broadcast: ‘We Want to Get Sports Back’,['2020/05/17'],426 comments,https://www.breitbart.com/sports/2020/05/17/trump-calls-into-nbc-golf-broadcast-we-want-to-get-sports-back/,✦ Björn Free ✦,.........~Barack Obama was a DUFFER!,,10,?
391,Breitbart News Network,Central California Town Declares Itself a ‘Sanctuary City’ from Lockdown: Open f…,['2020/05/17'],611 comments,https://www.breitbart.com/politics/2020/05/17/central-california-town-declares-itself-sanctuary-city-lockdown-open-business/,✦ Björn Free ✦,HEAR! HEAR!......Y'all.,,18,?
392,Breitbart News Network,Brooks: New Reporting Makes Skepticism of Reade’s Allegation ‘Higher’,['2020/05/16'],23 comments,https://www.breitbart.com/clips/2020/05/16/brooks-new-reporting-makes-skepticism-of-reades-allegation-higher/,✦ Björn Free ✦,"Rather,..........hey Biden!.......submit a valid Lie Detector test 'Buddy!' ",,7,?
393,Breitbart News Network,"Fred Fleitz: Identities of Unmasking Requesters ‘Not Classified,’ Release The…",['2020/05/16'],439 comments,https://www.breitbart.com/radio/2020/05/16/fred-fleitz-identities-of-unmasking-requesters-not-classified-release-them-all/,✦ Björn Free ✦,The only ones wearing masks are Fauci & his Deep State Friends!,,12,?
394,Breitbart News Network,GOP Rep. Palmer: Pelosi $3 Trillion Coronavirus Bill ‘What the Country Woul…,['2020/05/16'],423 comments,https://www.breitbart.com/clips/2020/05/16/gop-rep-palmer-pelosi-3-trillion-coronavirus-bill-what-the-country-would-look-like-if-dems-controlled-white-house-congress/,✦ Björn Free ✦,America was the GREATEST Economy of the World.Biblically it is not mentioned in Prophecy.. Are we seeing THIS as the reason?,,9,?
395,Breitbart News Network,Obama-Appointed State Department Inspector General Fired,['2020/05/15'],1070 comments,https://www.breitbart.com/politics/2020/05/15/obama-appointed-state-department-inspector-general-fired/,✦ Björn Free ✦,WHAT took So Long?,,17,?
396,Breitbart News Network,Donald Trump Unveils Space Force Flag at the White House,['2020/05/15'],328 comments,https://www.breitbart.com/politics/2020/05/15/trump-unveils-space-force-flag-wh/,✦ Björn Free ✦,~May The Force be With President Donald J. Trump & America!,,13,?
397,Breitbart News Network,Rep. Liz Cheney: China Deliberately Exported Global ‘Economic Devastation’…,['2020/05/15'],280 comments,https://www.breitbart.com/politics/2020/05/15/rep-liz-cheney-china-deliberately-exported-global-economic-devastation-via-coronavirus/,✦ Björn Free ✦,WU-FLU is best challenged by President Trump & NOT the Bush administration!,,10,?
398,Breitbart News Network,Coronavirus Era: Inn at Little Washington Reopens with Dining Mannequins to Imp…,['2020/05/13'],122 comments,https://www.breitbart.com/politics/2020/05/13/inn-little-washington-reopens-dining-mannequin-social-distancing/,✦ Björn Free ✦,"Just like Chef O'Connell's menu and wonderful cookbook............this demonstrates his unique wit, creativity, talent and perfect pitch!",,11,?
399,Breitbart News Network,Wisconsin Supreme Court Strikes Down Governor’s Stay-at-Home Order,['2020/05/13'],4481 comments,https://www.breitbart.com/politics/2020/05/13/wisconsin-supreme-court-strikes-down-governors-stay-at-home-order/,✦ Björn Free ✦,~Screw You Fauci!,,32,?
400,Breitbart News Network,DC Mayor Extends Stay-at-Home Order to June 8: ‘I Can Revise This Order at Any Ti…,['2020/05/13'],51 comments,https://www.breitbart.com/politics/2020/05/13/dc-mayor-extends-stay-at-home-order-to-june-8-i-can-revise-this-order-at-any-time/,✦ Björn Free ✦,Based on 'Political Science!....the Democrat Socialists would drive their own mother off a cliff......IF it Hurt President Trump!,,12,?
401,Breitbart News Network,White House to Test Press Pool for Coronavirus Daily,['2020/05/12'],29 comments,https://www.breitbart.com/politics/2020/05/12/white-house-to-test-press-pool-for-coronavirus-daily/,✦ Björn Free ✦,RATHER:.....hook them up to  Lie Detectors!,,15,?
402,Breitbart News Network,Scalise: Top House Dems More Interested in ‘Attacking’ Business Than ‘Holding Chi…,['2020/05/12'],24 comments,https://www.breitbart.com/clips/2020/05/12/scalise-top-house-dems-more-interested-in-attacking-business-than-holding-china-accountable/,✦ Björn Free ✦,Vindictive Democrats would rather destroy America & her People..........IF through the Back Door - THAT Destroys President Trump! ,,7,?
403,Breitbart News Network,Reporters All Wear Masks at White House Outdoor Press Conference,['2020/05/11'],1402 comments,https://www.breitbart.com/politics/2020/05/11/reporters-all-wear-masks-at-white-house-outdoor-press-conference/,✦ Björn Free ✦,"~ DON'T ALL BANDITS, LIARS, and thieves WEAR MASKS???",,14,?
404,Breitbart News Network,Van Drew: Democrats Don’t Want to Hold China Accountable Because of ‘Politics’,['2020/05/09'],329 comments,https://www.breitbart.com/clips/2020/05/09/van-drew-democrats-dont-want-to-hold-china-accountable-because-of-politics/,✦ Björn Free ✦,"The Deep State Love China......ain't dat right Condi, GW and your daddy, GHW Bush?",,20,?
405,The Gateway Pundit,NOW WE KNOW: John Podesta Admits in Testimony Both DNC and Hillary Campai…,['2020/05'],821 comments,https://www.thegatewaypundit.com/2020/05/now-know-john-podesta-admits-testimony-dnc-hillary-campaign-split-cost-bogus-trump-russia-dossier-launched-coup/,✦ Björn Free ✦,"My pitch fork has been ready, American........Gothic.",RightVote,9,?
406,The Gateway Pundit,NOW WE KNOW: John Podesta Admits in Testimony Both DNC and Hillary Campai…,['2020/05'],821 comments,https://www.thegatewaypundit.com/2020/05/now-know-john-podesta-admits-testimony-dnc-hillary-campaign-split-cost-bogus-trump-russia-dossier-launched-coup/,✦ Björn Free ✦,DUE JUSTICE in AMERICA?????,,10,?
407,Breitbart News Network,"Illegal Alien Arrested for Possession, Distribution of Child Pornography",['2020/05/09'],346 comments,https://www.breitbart.com/politics/2020/05/09/illegal-alien-arrested-for-possession-distribution-of-child-pornography/,✦ Björn Free ✦,Trump was RIGHT AGAIN!,,24,1
408,Breitbart News Network,GOP Rep. Aderholt: ‘Cheap Products’ from China Now Costing U.S. ‘Dearly’,['2020/05/08'],468 comments,https://www.breitbart.com/clips/2020/05/08/gop-rep-aderholt-cheap-products-from-china-now-costing-u-s-dearly/,✦ Björn Free ✦,gino russo:  330posts  - 1825 votes.Bumping your own posts?....you skew the algorithms of honest posters.,gino russo,13,2
409,Breitbart News Network,GOP Rep. Aderholt: ‘Cheap Products’ from China Now Costing U.S. ‘Dearly’,['2020/05/08'],468 comments,https://www.breitbart.com/clips/2020/05/08/gop-rep-aderholt-cheap-products-from-china-now-costing-u-s-dearly/,✦ Björn Free ✦,WU-FLU Cost America dearly!......it cost me more than $100K,,69,?
410,Breitbart News Network,State Department: China Using a Twitter Bot Network to Push Disinformation on…,['2020/05/08'],10 comments,https://www.breitbart.com/politics/2020/05/08/state-department-china-using-a-twitter-bot-network-to-push-disinformation-on-coronavirus/,✦ Björn Free ✦,The Chinese are Communists!WU-FLU was inflicted on the Universe by Communist China!!!,,10,?
411,Breitbart News Network,Awkward Silence at Nancy Pelosi Press Conference Due to Video Call Malfunction,['2020/05/07'],357 comments,https://www.breitbart.com/politics/2020/05/07/awkward-silence-at-nancy-pelosi-press-conference-due-to-video-call-malfunction/,✦ Björn Free ✦,"....tap....tap....tap. ""Ah, is this 1960's microphone On?""",,66,?
