,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag?,Responding to,Upvotes,Downvotes
310,Townhall,Video: Trump Event Features Minneapolis Firefighter Whose Sports Bar Was Burne…,['2020/08/19'],72 comments,https://townhall.com/tipsheet/guybenson/2020/08/19/video-trump-rally-features-minneapolis-firefighter-whose-sports-bar-was-burned-down-by-rioters-n2574527,DSMike,So was this attack on this mans livelihood be termed as reparations?,,,,10,?
311,Townhall,Jill Biden's DNC Speech Is Drastically Different Than Michelle Obama's,['2020/08/18'],163 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/18/jill-bidens-dnc-speech-is-drastically-different-than-michelle-obamas-n2574626,DSMike,"He is beholden to the far left now, he is no longer the politician he once was...that is why he can never be a unite people.",,,,0,0
312,Townhall,How the DNC's TV Ratings Compare to 2016,['2020/08/19'],182 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/19/dnc-ratings-n2574631,DSMike,The enthusiasm is not there...and that is a good thing for us.,,,,2,?
313,Townhall,CNN Guest Goes There: ‘How Is It That Bill Clinton Hasn’t Been Canceled?’,['2020/08/19'],144 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/19/cnn-guest-asks-why-bill-clinton-hasnt-been-canceled-n2574634,DSMike,"Exactly...if it is good for your side, then it is good for ours...thanks for understanding.",,,Dawson Dawson,1,?
314,Townhall,CNN Guest Goes There: ‘How Is It That Bill Clinton Hasn’t Been Canceled?’,['2020/08/19'],144 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/19/cnn-guest-asks-why-bill-clinton-hasnt-been-canceled-n2574634,DSMike,You are asking the left to have principles and standards...an impossible task.,,,,7,?
315,Townhall,One Set of Republican National Convention Guests Is Sure to Trigger Left…,['2020/08/18'],176 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/st-louis-couple-who-thwarted-blm-mob-with-guns-will-be-at-gop-convention-n2574536,DSMike,"lol...how did the ""peaceful protestors"" get in?",,,LoudLiberal,3,?
316,Townhall,One Set of Republican National Convention Guests Is Sure to Trigger Left…,['2020/08/18'],176 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/st-louis-couple-who-thwarted-blm-mob-with-guns-will-be-at-gop-convention-n2574536,DSMike,Actually it was not the case...as the torn down gate attests.,,,LoudLiberal,5,?
317,Townhall,One Set of Republican National Convention Guests Is Sure to Trigger Left…,['2020/08/18'],176 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/st-louis-couple-who-thwarted-blm-mob-with-guns-will-be-at-gop-convention-n2574536,DSMike,"That is called aiming a gun, still not wielding it...and no if you are threatened then aiming a gun might just save your life and the life of the person who would do you harm.  Now if you aim it at a person who has not posed a threat to you, then you may be in some legal trouble...in this event the latter was not the case.",,,LoudLiberal,14,?
318,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,I am not bristling...just stating facts.,,,yankee170,0,0
319,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"They make money off of poor decisions...it is OK with me, dictatorship more your style?",,,yankee170,0,0
320,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"lol...truly pathetic child, like most leftists I have found.  you lost, face facts and bow out gracefully.",,,yankee170,0,0
321,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,And yet science tells us that the epochs of greatest biodiversity on earth were during times of greenhouse effects...weird.,,,dostoevsky,2,?
322,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,People choose to do so...personal responsibility plays a role.,,,yankee170,0,0
323,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"lol...now you are being obtuse, insurance companies have to be part of the solution if we are discussing the German model...It is plain that you do not want to have a substantive discussion, probably because you are not equipped to do.  I thought I had a leftists I could actually talk to but it seems not to be the case.",,,yankee170,0,0
324,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,lol...yes they force fed people soda...,,,yankee170,0,0
325,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"Innovations, treatments, education...America has a societal norm of personal freedom and liberty, most of the world does not enjoy this.  Freedom and liberty comes with problems that other societies do not come with.  The problem comes when personal responsibility is removed from the equation, then you get laws like EMTOLA where people who make bad choices in life still have to be taken care of.",,,yankee170,0,0
326,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"Get rid of lobbying and put healthcare into the hands of the medical professionals, trim down government, raise taxes slightly and everyone pays their share....you cannot have the system and not do these things.  The rub comes from the people that want it for free...a problem that Germany is having right now with the immigrant issue, they do not want to work but still want access to the national largess.  Sorry, wife is German and we keep up with their politics as well.",,,yankee170,0,0
327,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"That has more to do with our lifestyles than it does with our medical care.  Those two are wildly different subjects and has to do with personal freedoms and liberties, not health care.",,,yankee170,2,?
328,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"We do not have the same care as the rest of the world, that is an absurd statement, you need to travel much more.  Our system is much better, which is why people come here for treatment.",,,yankee170,1,?
329,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,It can never be free and be good....that is the issue.,,,Oscarisback,2,?
330,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"I am not sure we can in the state our nation is in.  For one thing the German model derives from their whole society where people are trained to work for the good of every citizen, their education system is built for this...where only the best get to go to college, everyone else goes to a trade school of some sort with no stigma attached.  Then we would have to deal with the corrupt institution known as lobbying, which in any other part of the nation outside of DC would be called bribery.  Once those two things occur it would be very simple to go to the German model which is a combination of private insurance and government subsidies where the medical professional has the treatment say...and not an insurance company or government bureaucrats.",,,yankee170,0,0
331,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"In most countries it does not work well to be 100% single payer, excepting those that have an oil based economy with a low population.",,,yankee170,4,?
332,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"It is a bipartisan problem...one wants to throw out the whole baby with the bathwater and the other wants to continue to line their pockets...BTW I sit on the board of a not for profit hospital, so I have expertise in the area.",,,yankee170,1,?
333,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,Again take the leftists at their own words...hard work and family has been described by college professors as a dog whistle of white privilege.,,,yankee170,4,?
334,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"In large part I actually agree, the German system is the one I would vote for because the user still has to fund their own healthcare with help from the government.  Our system at point of sales is broke, but there are ways to fix it without destroying the innovation we possess.  Crony capitalism is the major issue...when politicians get paid to do the bidding of the insurance companies.",,,yankee170,1,?
335,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,Capitalism is still the economic ideology in those countries...what these people want and have said they want is socialism and Marxism.,,,yankee170,5,?
336,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,"True, the proven benefactor of human civilization is not leaving without a fight.",,,NEVERLOST123,2,?
337,Townhall,DNC Panelist Admits: The Green New Deal is About Destroying Capitalism,['2020/08/18'],471 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/dnc-panelist-admits-the-green-new-deal-is-about-destroying-capitalism-n2574526,DSMike,If these spoiled young American idiots had ever witnessed a country before and after socialism or Marxism and looked at the true history of capitalism and the middle class they would not be so eager to want the change...but as I said they are spoiled.,,,,13,?
338,Townhall,Dem Bolstered By Out-of-State Donors Endorses 'Relief' Bill Giving Tax Breaks t…,['2020/08/18'],54 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/18/dem-candidate-bolstered-by-outofstate-donors-supports-heroes-act-n2574560,DSMike,In the end it is that I had to have a higher tax rate to subsidize your high tax rate in a high tax state...sorry it is not conservative to desire a handout at the expense of another person's hard work...that is called redistribution of wealth.,,,Libertarian conservative,0,0
339,Townhall,Dem Bolstered By Out-of-State Donors Endorses 'Relief' Bill Giving Tax Breaks t…,['2020/08/18'],54 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/18/dem-candidate-bolstered-by-outofstate-donors-supports-heroes-act-n2574560,DSMike,Because I should not have to fund your poor choice of living in a state with a high tax rate...what social service do I get for my money?  It is just another handout to those who have made poor life choices.  Why should I have to pay your state taxes for you?,,,Libertarian conservative,0,0
340,Townhall,Dem Bolstered By Out-of-State Donors Endorses 'Relief' Bill Giving Tax Breaks t…,['2020/08/18'],54 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/18/dem-candidate-bolstered-by-outofstate-donors-supports-heroes-act-n2574560,DSMike,"Let the states that have the high tax rate lower the taxes in that state, do not force me to fund another person's state choice.   Not that hard to understand and not a fake conservative.",,,Libertarian conservative,2,?
341,Townhall,Dem Bolstered By Out-of-State Donors Endorses 'Relief' Bill Giving Tax Breaks t…,['2020/08/18'],54 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/18/dem-candidate-bolstered-by-outofstate-donors-supports-heroes-act-n2574560,DSMike,"Never let a crises, even a manufactured one, go to waste....load down leftist agenda items in the fix.",,,,1,?
342,Townhall,Seattle Police Dept. Releases Body Camera Footage Showing Rioters Injuring Officer…,['2020/08/18'],39 comments,https://townhall.com/tipsheet/juliorosas/2020/08/18/seattle-police-releases-body-camera-footage-showing-rioters-injuring-officers-with-fireworks-n2574574,DSMike,"All these things being used by these insurrectionists can be quite deadly, time to use their superior firepower to quell these scum.",,,,11,?
343,Townhall,Senate Intel Cmte: No Trump-Russia Collusion and the FBI Gave 'Unjustifiable…,['2020/08/18'],154 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/senate-intel-committee-no-trumprussia-collusion-n2574572,DSMike,A substantive investigation done by a house of Congress?  Amazing!,,,,1,?
344,Townhall,Hmm: Glimmers of GOP Hope in...Washington State?,['2020/08/18'],90 comments,https://townhall.com/tipsheet/guybenson/2020/08/18/hmm-glimmers-of-hope-for-the-gop-in-washington-state-n2574486,DSMike,"Keep up the violence leftists, since Biden is not really speaking and is holed up in his basement, you all are our best hope...keep it up.",,,,4,?
345,Townhall,One Set of Republican National Convention Guests Is Sure to Trigger Left…,['2020/08/18'],176 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/st-louis-couple-who-thwarted-blm-mob-with-guns-will-be-at-gop-convention-n2574536,DSMike,"No such thing as wielding guns at people, you simply wield a gun...another play of words by the evil left in our nation.  As violent as these events have been, I would protect me and mine as well.  They should be applauded not ridiculed.",,,,18,?
346,Townhall,MT Gov. Steve Bullock Faces #MeToo Allegations as Senate Race Heats Up,['2020/08/18'],42 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/18/steve-bullock-metoo-n2574569,DSMike,Follow the leftist rules as they have been set up...Kav went through it and so should this guy.,,,,17,?
347,Townhall,Photojournalist Writes Twitter Thread That Devastates Liberals' Latest USPS C…,['2020/08/18'],116 comments,https://townhall.com/tipsheet/juliorosas/2020/08/18/photojournalist-makes-twitter-thread-that-devastates-democrats-usps-conspiracy-n2574565,DSMike,"Progressives and other leftist types lie, it is in their DNA...after all, if someone said we are going to make you a faceless drone in a society based on mediocrity with no way to improve your station...how many Americans would vote for them?",,,,5,?
348,Townhall,Michelle Obama Gets Fact Checked Over Issue 'Democrats Have Persistently Disto…,['2020/08/18'],219 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/michelle-obama-gets-fact-checked-over-who-really-put-kids-in-cages-n2574561,DSMike,"An Obama lying, that never happened in the scandal free administration, did it?",,,,44,?
349,Townhall,Democrat Congressman Says Violent Rioters are 'White Supremacists' Disguis…,['2020/08/18'],190 comments,https://townhall.com/tipsheet/elliebufkin/2020/08/18/democrat-congressman-suggests-violent-rioters-are-white-supremacists-disguised-as-protesters-n2574556,DSMike,"Well done Kilmeade...take his narrative based on one idiot and turn it around on him with many, hundreds of examples of the opposite...that is true journalism and getting the real news, without the spin, to we the people.",,,,5,?
350,Townhall,Is This Real? Why Some Are Calling the DNC Outro Monday Night 'The Moment Trum…,['2020/08/18'],1243 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/this-cant-be-real-did-you-catch-the-dncs-outro-monday-night-n2574550,DSMike,My esteemed left?  You have not been here very long have you.,,,Bill,0,0
351,Townhall,First Day of the DNC Wanted You to Ignore the Country's Violent Riots,['2020/08/18'],224 comments,https://townhall.com/tipsheet/juliorosas/2020/08/18/first-day-of-dnc-highlights-peaceful-protests-ignores-the-violent-riots-n2574557,DSMike,"All they can do is try to lie about events and hope that the American people are blind to the left wing violence going on around them...the people who have and are protesting peacefully are largely being left to do just that, the rioters and the insurrectionists have been met with force, and not enough force for the human suffering and death they are dealing out.  That is the stark, naked truth,",,,,6,?
352,Townhall,Did Kasich Backtrack on One of His Main Arguments for Voting for Biden?,['2020/08/18'],171 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/18/kasich-backtracks-on-one-of-his-main-arguments-for-voting-for-biden-n2574554,DSMike,The danger is that he will resign and let the left wreak havoc on our great nation.,,,,6,?
353,Townhall,President Trump Pardons One of America's Most Important Women,['2020/08/18'],451 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/18/trump-pardon-n2574533,DSMike,"But, But, he is racist and misogynistic and ...right?  Trump, always ten steps ahead of the infantile left.",,,,2,1
354,Townhall,"Analysis: Cuomo's Appalling DNC Speech, and Biden's Endorsement of It, Is an Opp…",['2020/08/18'],107 comments,https://townhall.com/tipsheet/guybenson/2020/08/18/analysis-cuomos-appalling-dnc-speech-and-bidens-endorsement-of-it-is-a-huge-opening-for-republicans-n2574545,DSMike,"The evil left has set the table, time to serve them up what they attempted to serve us...the GOP needs to go to NY and find people who lost loved ones thanks to Cuomo's handling of the virus and parade them next week...it will be devastating to them and their evil policies.",,,,1,?
355,Townhall,WATCH: Michelle Obama Seems to Think People Failed to Show Up to Vote for Hill…,['2020/08/17'],276 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/17/watch-michelle-obama-seems-to-think-people-failed-to-show-up-to-vote-for-hillary-clinton-in-2016-n2574544,DSMike,"You lost because of....Hillary, that is the hard fact.  And now you have chosen yet another mainstream DC swamp denizen...and the results will be the same.",,,,2,?
356,Townhall,Whoa: Michelle Obama Filmed Her DNC Speech How Far In Advance?,['2020/08/17'],282 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/17/whoa-michelle-obama-filmed-her-dnc-speech-how-far-in-advance-n2574548,DSMike,lol...Joe does nt even warrant an in person speech...the ads write themselves.,,,,0,0
357,Townhall,Is This Real? Why Some Are Calling the DNC Outro Monday Night 'The Moment Trum…,['2020/08/18'],1243 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/this-cant-be-real-did-you-catch-the-dncs-outro-monday-night-n2574550,DSMike,"I do actually, my opinion counts just as much as any leftists...your side has attempted to define me for many years, about time we turned those tables.",,,Uncle_Pinko,4,?
358,Townhall,Is This Real? Why Some Are Calling the DNC Outro Monday Night 'The Moment Trum…,['2020/08/18'],1243 comments,https://townhall.com/tipsheet/mattvespa/2020/08/18/this-cant-be-real-did-you-catch-the-dncs-outro-monday-night-n2574550,DSMike,"Watched some of it, then got sick to my stomach and had to stop...if Americans were watching then they love another country rather than our own.",,,,5,?
359,Townhall,"Claire McCaskill Admits to Pushing Misinformation About Locked Mailboxes,…",['2020/08/17'],77 comments,https://townhall.com/tipsheet/juliorosas/2020/08/17/claire-mccaskill-caught-pushing-misinformation-about-locked-mailboxes-n2574502,DSMike,"So yet another misinformation campaign and obfuscation lie...par for the progressive fascist course, when you have no popular agenda to run on, trot out the lies.",,,,8,?
360,Townhall,'A Sight I Thought I'd Never See' -- Trump Campaign Hits the Road in Nevada,['2020/08/17'],173 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/17/turning-nevada-red-trump-campaign-storms-the-western-state-n2574495,DSMike,Cannot campaign like that from the basement...Americans do not like cowards.,,,,8,?
361,Townhall,Can You Blame What a Seattle Police Officer Did After Weeks of Leftist Violence?,['2020/08/17'],192 comments,https://townhall.com/tipsheet/mattvespa/2020/08/17/can-you-blame-what-a-seattle-police-officer-did-after-weeks-of-leftist-violence-n2574504,DSMike,"There you have it...they do not want to talk or have love for your neighbor, they just want to hate.  The leftist ideology in a nutshell.",,,,39,?
362,Townhall,Janice Dean Finally Gets Her Chance to Testify,['2020/08/17'],342 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/17/janice-dean-finally-gets-her-chance-to-testify-n2574461,DSMike,"And the dems answer to this...meh.  Their ideology is rife with historical human death and suffering, why do sane people keep electing them to office?",,,,10,?
363,Townhall,Does Anyone Really Think Such a Policy Will Curb Gun Violence in Philadelphia?,['2020/08/17'],126 comments,https://townhall.com/tipsheet/mattvespa/2020/08/17/does-anyone-really-think-such-a-policy-will-curb-gun-violence-in-philadelphia-n2574478,DSMike,"I like...Save a life, ventilate a criminal...as a motto much better.",,,,18,?
364,Townhall,Carter Page: My Life Was Put at Risk Because of the FBI's Witch Hunt Against…,['2020/08/17'],66 comments,https://townhall.com/tipsheet/mattvespa/2020/08/17/carter-page-my-life-was-at-risk-due-to-fbi-witch-hunt-n2574412,DSMike,"Weaponizing the federal government against American citizens just because they are political rivals, something Nixon dreamed about but the Obama administration actually did.",,,,12,?
365,Townhall,Total Losers: Anti-Trump Group Caught Stealing Content from Others...And They…,['2020/08/17'],20 comments,https://townhall.com/tipsheet/mattvespa/2020/08/17/lincoln-project-stealing-content-n2574457,DSMike,"Just crony capitalists that want to continue to get rich off of the DC swamp denizens and the tax payers...scum, no matter their ideology.",,,,3,?
366,Townhall,Group of NYPD Sergeants Call de Blasio an 'Idiot' for His Latest Take,['2020/08/17'],129 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/17/group-of-nypd-sergeants-call-de-blasio-an-idiot-for-his-latest-take-n2574431,DSMike,"The left voted for him, let them deal with the consequences of their vote.",,,,1,?
367,Townhall,Rioters In Portland Savagely Beat Up Driver After Crashing His Car,['2020/08/17'],118 comments,https://townhall.com/tipsheet/juliorosas/2020/08/17/rioters-in-portland-savagely-beat-driver-n2574472,DSMike,"Always be armed, you never know when you will have to ventilate an American leftists...not want to trolls, have to.",,,,14,?
368,Townhall,Joe Biden: Nuns Inspired Me to Run for President...And I'm Going to Royally Scr…,['2020/08/17'],230 comments,https://townhall.com/tipsheet/mattvespa/2020/08/17/joe-biden-nuns-inspired-me-to-run-for-presidentand-im-going-to-royally-screw-them-if-elected-n2574475,DSMike,"Far worse than any Russian use of social media to interfere with elections is the leftist censorship of social media to interfere with elections...both are evil, but the American left's actions are much more evil.",,,,9,?
369,Townhall,College Football Star Launches Petition to Reinstate Big Ten Season,['2020/08/17'],90 comments,https://townhall.com/tipsheet/elliebufkin/2020/08/17/college-football-star-launches-petition-to-reinstate-big-10-season-n2574474,DSMike,Football...meh.,,,,0,0
370,Townhall,Biden Finally Does Another Interview...With a Surprising Host,['2020/08/17'],248 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/17/biden-finally-does-another-interviewwith-a-surprising-host-n2574477,DSMike,"No intellectual discussions, nothing learned.",,,,4,?
371,Townhall,WATCH: Portland Rioter Gets Hit With Instant Karma After He Charges the Polic…,['2020/08/17'],360 comments,https://townhall.com/tipsheet/juliorosas/2020/08/17/portland-rioter-instantly-regrets-charging-the-police-three-times-n2574468,DSMike,"Do stupid things, win stupid prizes.",,,,18,?
372,Townhall,Sunday Show Blackout: Team Biden Fully Embraces 'Basement Strategy',['2020/08/17'],507 comments,https://townhall.com/tipsheet/guybenson/2020/08/17/the-damnedest-thing-could-bidens-basement-strategy-backfire-n2574445,DSMike,Hopefully the American electorate are not that stupid...hopefully.,,,,1,?
373,Townhall,Feel the Exciting Excitement of Kamalamania,['2020/08/17'],875 comments,https://townhall.com/columnists/kurtschlichter/2020/08/17/feel-the-exciting-excitement-of-kamalamania-n2574436,DSMike,The left blew up their own misogyny argument in the way they treated Palin...turn about is very fair play.,,,,4,?
374,Townhall,Mark Levin Breaks Down Kamala Harris' Extreme Record,['2020/08/17'],116 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/17/mark-levin-breaks-down-kamala-harris-extreme-record-n2574471,DSMike,"Pence needs to draw her views out during his debates...he will destroy her, based on her record.",,,,6,?
375,Townhall,WATCH: Unhinged Democratic Politician Leads Angry Mob Outside Home of Minne…,['2020/08/16'],360 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/16/angry-mob-targets-home-of-n2574456,DSMike,"Buy a weapon and ammo and be ready, this will get much, much worse should Trump win the election...protect you and yours.",,,,4,?
376,Townhall,WATCH: Mad Maxine Has a Suggestion for Ousting Trump – and It's Not Impeachment,['2020/08/16'],1418 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/16/watch-mad-maxine-has-a-suggestion-for-ousting-trump-and-its-not-impeachment-n2574447,DSMike,"Can happen, if a president is truly unable to execute his duties...he is able, so it will never happen.",,,,2,?
377,Townhall,President Trump Makes Up Major Ground Against Biden in New CNN Polling,['2020/08/17'],400 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/17/president-trump-makes-up-major-ground-in-new-polling-n2574470,DSMike,The violence of the left and the economy recovering well...we shall see.,,,,4,?
378,Townhall,Prominent Belarusian Figures Resign Amidst Protests Against Dictatorship,['2020/08/14'],4 comments,https://townhall.com/tipsheet/micaelaburrow/2020/08/14/6700-arrested-and-two-dead-as-belarusians-protest-against-dictatorship-n2574320,DSMike,"The citizens of Belarus want freedom and liberty, while the progressive in America want a dictatorship...only one has the right idea.",,,,3,?
379,Townhall,President Trump Leaves to Visit Younger Brother Who Is 'Very Ill',['2020/08/14'],59 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/14/president-trump-leaves-to-visit-younger-brother-who-suddenly-took-ill-n2574368,DSMike,"And here comes the evil scumbag left's comments, most of which will be vile and disgusting.",,,,7,?
380,Townhall,WATCH: Black Man Stands Up for the DC Police During BLM Protest,['2020/08/14'],78 comments,https://townhall.com/tipsheet/juliorosas/2020/08/14/watch-blm-showed-up-to-dc-neighborhood-some-werent-too-happy-with-their-presence-n2574361,DSMike,DC is a chocolate only city...and we are the racists and racial supremacists?,,,,7,?
381,Townhall,NYT Reporter Compares US Postal Controversy to...Beirut Explosion,['2020/08/14'],24 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/14/nyt-reporter-compares-us-postal-controversy-tobeirut-explosion-n2574358,DSMike,"Mail in voting is ripe for abuse and voter fraud...but, but...the signatures...how many vote counters are trained hand writing experts?  Is our vote not as important as standards of evidence in a court, more even?",,,,0,0
382,Townhall,"Fact Check: Harris Peddles Unserious, Inaccurate Attack Lines on Economy and…",['2020/08/14'],281 comments,https://townhall.com/tipsheet/guybenson/2020/08/14/fact-check-harris-cant-resist-unserious-inaccurate-attack-lines-on-economy-coronavirus-n2574289,DSMike,"Good for the goose, good for the gander, turn about is fair play.",,,Guest,0,0
383,Townhall,"Fact Check: Harris Peddles Unserious, Inaccurate Attack Lines on Economy and…",['2020/08/14'],281 comments,https://townhall.com/tipsheet/guybenson/2020/08/14/fact-check-harris-cant-resist-unserious-inaccurate-attack-lines-on-economy-coronavirus-n2574289,DSMike,Not a surprise...progressives have to lie because their policies have always historically failed.,,,,2,1
384,Townhall,'Absolutely Unacceptable': Decision to Cancel 9/11 Memorial Lights Excoriated…,['2020/08/14'],137 comments,https://townhall.com/tipsheet/elliebufkin/2020/08/14/there-is-no-reason-to-cancel-the-911-tribute-in-light-other-than-despicable-politics-n2574356,DSMike,"It will make the squad quite happy, them and their equally evil followers.",,,,1,?
385,Townhall,Is Mitt Romney the One Blocking Russian Collusion Subpoenas For James Comey a…,['2020/08/14'],854 comments,https://townhall.com/tipsheet/mattvespa/2020/08/14/is-mitt-romney-the-one-blocking-russian-collusion-subpoenas-for-james-comey-and-j-n2574301,DSMike,Them up.,,,NOWYOUDIDIT,5,?
386,Townhall,Is Mitt Romney the One Blocking Russian Collusion Subpoenas For James Comey a…,['2020/08/14'],854 comments,https://townhall.com/tipsheet/mattvespa/2020/08/14/is-mitt-romney-the-one-blocking-russian-collusion-subpoenas-for-james-comey-and-j-n2574301,DSMike,"DC swamp denizens will protect their own, no matter the ideology.",,,,22,?
387,Townhall,What Minneapolis Was Doing to Those Who Lost Their Businesses Should’ve Led to A…,['2020/08/14'],119 comments,https://townhall.com/tipsheet/mattvespa/2020/08/14/what-minneapolis-was-doing-to-those-who-lost-their-businesses-shouldve-led-to-another-riot-n2574355,DSMike,"When government is all about the power and money and no longer represents the people it is a tyranny, exactly what the progressives want for America.",,,,12,?
