,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag??,Responding to,Upvotes,Downvotes
389,The Gateway Pundit,Video Surfaces of ‘Teen Boy’ From DC Officer Involved Shooting Who Brandish…,['2020/09'],416 comments,https://www.thegatewaypundit.com/2020/09/video-surfaces-teen-boy-dc-officer-involved-shooting-brandished-weapon-police-chase/,HT,Our ancestors did not practice segregation to treat blacks poorly.  It was done because there was no other way to maintain a civilization.,,,,1,?
390,The Gateway Pundit,Video Surfaces of ‘Teen Boy’ From DC Officer Involved Shooting Who Brandish…,['2020/09'],416 comments,https://www.thegatewaypundit.com/2020/09/video-surfaces-teen-boy-dc-officer-involved-shooting-brandished-weapon-police-chase/,HT,Another black role model.,,,Churchillis1,0,0
391,The Gateway Pundit,Video Surfaces of ‘Teen Boy’ From DC Officer Involved Shooting Who Brandish…,['2020/09'],416 comments,https://www.thegatewaypundit.com/2020/09/video-surfaces-teen-boy-dc-officer-involved-shooting-brandished-weapon-police-chase/,HT,"Hannity calls them ""part of our American family"".",,,,1,?
392,The Daily Wire,NFL Will Call To ‘End Racism’ In Giant End Zone Messages,[],323 comments,https://www.dailywire.com/news/nfl-will-call-to-end-racism-in-giant-end-zone-messages,HT,"Call you a racist but then expect you to watch so overpaid thugs, who otherwise would be lucky to work on a garbage truck, can make millions of dollars?  No thanks.",,,,1,?
393,The Daily Wire,NFL Will Call To ‘End Racism’ In Giant End Zone Messages,[],323 comments,https://www.dailywire.com/news/nfl-will-call-to-end-racism-in-giant-end-zone-messages,HT,But how can they do that and still punish people for being white?,,,kalt,2,?
394,The Daily Wire,NFL Will Call To ‘End Racism’ In Giant End Zone Messages,[],323 comments,https://www.dailywire.com/news/nfl-will-call-to-end-racism-in-giant-end-zone-messages,HT,If I was in charge my end zone message would be APARTHEID NOW.,,,,0,0
395,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Allowing Democrats to win because of some idiots voting third party is still allowing Democrats to win.  GOP lost the governor's seat in 2019 in Kentucky because some Libertarian dip wad took votes from the sitting GOP governor.,,,HeirsofPatHenry,0,0
396,American Renaissance,Pro Sports Go All-Out BLM,['2020/08'],180 comments,https://www.amren.com/blog/2020/08/pro-sports-go-all-out-black-lives-matter/,HT,The problem with some of them is they have become some of the leading activists and supporters of BLM.  Ryan Tannehill was happy to recite 1619 Project lies and propaganda at a news conference.  He is doing much more than just quietly complying.  I think he believes that crap.,,,DrunkBobby,0,0
397,American Renaissance,FBI-Chicago Warns That Gang Cabal May Be Targeting CPB Officers,['2020/09'],24 comments,https://www.amren.com/news/2020/09/fbi-chicago-warns-that-gang-cabal-may-be-targeting-cpb-officers/,HT,Black gang members should have been exterminated years ago.  Until that is done they will continue to be a plague on society.,,,,2,?
398,The Daily Wire,UNC Professor/Author: ‘They Have Deputized All White People To Murder Us’,[],525 comments,https://www.dailywire.com/news/unc-professor-author-they-have-deputized-all-white-people-to-murder-us,HT,And the white father and teen daughter in South Carolina shot and killed by a black savage after a minor fender bender.,,,ImaHippyBurning,5,?
399,The Daily Wire,UNC Professor/Author: ‘They Have Deputized All White People To Murder Us’,[],525 comments,https://www.dailywire.com/news/unc-professor-author-they-have-deputized-all-white-people-to-murder-us,HT,I don't but many blacks and left tarded whites do.,,,JustMe,2,?
400,The Daily Wire,UNC Professor/Author: ‘They Have Deputized All White People To Murder Us’,[],525 comments,https://www.dailywire.com/news/unc-professor-author-they-have-deputized-all-white-people-to-murder-us,HT,Meanwhile there are over 10 times as many black on white attacks which is really amazing considering blacks are just 13% of the population.,,,,18,?
401,American Renaissance,DC Mayor Muriel Bowser Says She Fears the US Is ‘Descending Into a Race War’,['2020/09'],104 comments,https://www.amren.com/news/2020/09/dc-mayor-muriel-bowser-says-she-fears-the-us-is-descending-into-a-race-war/,HT,We will have to defeat almost as many whites as blacks.,,,DonReynolds,12,?
402,American Renaissance,DC Mayor Muriel Bowser Says She Fears the US Is ‘Descending Into a Race War’,['2020/09'],104 comments,https://www.amren.com/news/2020/09/dc-mayor-muriel-bowser-says-she-fears-the-us-is-descending-into-a-race-war/,HT,My fear is that most whites are too conditioned and brainwashed to realize it when it happens.,,,,7,?
403,The Daily Wire,WATCH: Chicago Police Release Wild Video Of Looters Ransacking Store On City’s W…,[],181 comments,https://www.dailywire.com/news/watch-chicago-police-release-wild-video-of-looters-ransacking-store-on-citys-west-side,HT,Some are too fat.  They need to start looting veggies.,,,Cynical Optimist,0,0
404,The Daily Wire,WATCH: Chicago Police Release Wild Video Of Looters Ransacking Store On City’s W…,[],181 comments,https://www.dailywire.com/news/watch-chicago-police-release-wild-video-of-looters-ransacking-store-on-citys-west-side,HT,Obama knows blacks as well as us.  He knows 90% of them aren't capable of being civilized.,,,John Truman,1,?
405,The Daily Wire,WATCH: Chicago Police Release Wild Video Of Looters Ransacking Store On City’s W…,[],181 comments,https://www.dailywire.com/news/watch-chicago-police-release-wild-video-of-looters-ransacking-store-on-citys-west-side,HT,Let's agree nearly all are black.,,,Dave W,6,?
406,The Daily Wire,WATCH: Chicago Police Release Wild Video Of Looters Ransacking Store On City’s W…,[],181 comments,https://www.dailywire.com/news/watch-chicago-police-release-wild-video-of-looters-ransacking-store-on-citys-west-side,HT,That's sort of racist.  Illegals are just immigrants now so looters are just shoppers.,,,fingerroll,2,?
407,The Daily Wire,WATCH: Chicago Police Release Wild Video Of Looters Ransacking Store On City’s W…,[],181 comments,https://www.dailywire.com/news/watch-chicago-police-release-wild-video-of-looters-ransacking-store-on-citys-west-side,HT,Is segregation and apartheid now finally starting to make sense?,,,,1,?
408,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,It all makes sense to Bill Barr who only goes after whites and not blacks.,,,Freedom620,0,0
409,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,They never did.  That is why globalists like the Koch's consider themselves libertarians. That is why they did not support Trump.  Legalized drugs and open borders are who the libertarians are.  People who vote for them are fools and only help Democrats.,,,Arsenic and Old Lace,0,0
410,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,"No one was stopping them from getting an education.  Look at our schools 60 years later after blacks were allowed access to them.  Every large school district was destroyed.  Schools with large numbers of blacks have murders, rapes, shootings, assaults, drugs, etc.  The tyranny of the courts destroyed our education system.  Those schools were excellent before blacks came into them.",,,Kahless,0,0
411,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Of course he can.  Kill all the rioters and looters and let God sort it out.,,,Chucky,0,0
412,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Eisenhower sent the 101st to Little Rock to kill peaceful white people who were trying to save their schools.  Why can't Trump send them to stop violent savages?,,,The_Reclaimer,0,0
413,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,"I am blaming Barr for doing nothing to stop them.  If it was a white group, he would already have them locked up.",,,doc_who_cuts,3,?
414,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,"What are you talking about?  I favor declaring BLM a terror group, shutting down their corporate money supply and putting their leaders in prison for terrorism.  Does that sound Leftist?",,,doc_who_cuts,4,?
415,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,You said you were voting Libertarian which means you believe in open borders so there is no such thing as an illegal alien to you.,,,Hollis from the cornfield,3,1
416,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Just like a vote for the Democrats.,,,Hollis from the cornfield,1,?
417,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Regardless of Barr's big talk he is doing zero to shut down BLM.,,,iac4357 .,1,?
418,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,There are actually a couple of places in Western Europe and several in Eastern Europe plus a couple of places in the Far East that would be better than living under black rule in America.   Chile is not a bad choice either.,,,Die.Leit,3,?
419,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,There are still a couple of places there that would currently be safe to relocate to.,,,1984,0,0
420,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,There is nothing racist about anything I have said.  You just don't want to hear the truth.,,,barefooted_rascal,0,0
421,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,"Once again, I am stating facts that are inconvenient to your narrative.",,,barefooted_rascal,0,0
422,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,I am for tougher sentences for all criminals.,,,barefooted_rascal,0,0
423,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,I stated facts that you can't dispute.  So to save face you play the race card.,,,barefooted_rascal,0,0
424,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Was that not the law in place when she was dealing drugs?  I think career criminals should be removed from society.,,,barefooted_rascal,0,0
425,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,You are just reciting talking points.  Those cities that blacks have now destroyed were GOP controlled 50 years ago but the more important fact is they were still WHITE.  Vermont is completely controlled by Democrats yet it is the safest place in America.  Why?  It is 98% WHITE.  Race matters.,,,barefooted_rascal,0,0
426,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Your reply is just like a liberal.  Stating facts about race is not racist.,,,barefooted_rascal,0,0
427,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,That just proves you are in denial.  Can you point out a predominantly black city that is anything but a crap hole of crime and misery and chaos?,,,barefooted_rascal,0,0
428,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,"Don't be a sheep.  ""Criminal justice reform"" (letting black criminals out of prison) was pandering to blacks.  Also having numerous black speakers at the RNC was pandering to blacks.  Listen, if Trump loses this election it will be because he listened to Kushner and wasted time trying to garner black votes instead of focusing on the white Democrats in places like Michigan and Pennsylvania who won the election for him in 2016.  Blacks are not going to vote GOP.  No, you won't see that on Hannity but it is the truth.",,,barefooted_rascal,0,0
429,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Blacks vote consistently 90% Democrat.  No other race or group votes for one party at that rate.  You are in denial.,,,barefooted_rascal,0,0
430,American Renaissance,Pro Sports Go All-Out BLM,['2020/08'],180 comments,https://www.amren.com/blog/2020/08/pro-sports-go-all-out-black-lives-matter/,HT,There is some truth there but that is their problem.  I still won't support them.,,,DrunkBobby,0,0
431,The Daily Wire,Lawyer Posts Phone Message From Kyle Rittenhouse From Jail,[],309 comments,https://www.dailywire.com/news/lawyer-posts-phone-message-from-kyle-rittenhouse-from-jail,HT,"If I was the AG, I would arrest this prosecutor for violation of Kyle's civil rights but Bill Barr won't even declare BLM a terror group.",,,,1,?
432,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,"Once again, you are buying a false narrative from Hannity and others.  There is zero proof of a shift in black votes.  Zero.  Answering poll questions is not voting.  Unfortunately Trump listened to his son in law and pandered to blacks trying to get their votes but it won't happen.",,,Mr Washy,2,?
433,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Don't buy the Hannity crap.  Blacks voted 90% Democrat in 2018 and 2019 and will do so in 2020.  Poll questions don't determine votes.,,,Mr Washy,0,0
434,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,They are fighting on behalf of BLM a racist Marxist group.  This isn't that hard except for people who don't understand what BLM is.,,,Mr Washy,0,0
435,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Unfortunately he is what our current education system and culture is producing by the millions.,,,,4,?
436,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,"Dude, they are fighting on behalf of BLM which has the support of 90% of blacks.",,,Back from the dead,3,?
437,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,$100 million you mean.,,,Canuknucklehead,2,?
438,The Gateway Pundit,Wisconsin Leftist Protester Cries Like a Baby in Fetal Position after Police Catch…,['2020/09'],566 comments,https://www.thegatewaypundit.com/2020/09/wisconsin-leftist-protester-cries-like-baby-fetal-position-police-catch-flame-thrower-smoke-grenades-antifa-flag-way-riot/,HT,Probably already back on the street.,,,,0,0
439,The Daily Wire,"AG Barr: Feds, National Guard Were Ready To Go Into Kenosha Immediately After Po…",[],365 comments,https://www.dailywire.com/news/ag-barr-feds-national-guard-were-ready-to-go-into-kenosha-immediately-after-police-shooting-extremists-came-from-out-of-town,HT,Yet Barr refuses to officially label BLM a terror organization so we can shut down their flow of corporate money and put their leaders in prison.  Barr is a fraud and has proven it by not indicting the traitors from the Obama administration.,,,,0,0
440,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,Obama lies and says black violence is white people's fault while you lie and claim it doesn't even exist.,,,Aristobulus,0,0
441,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,Ignoring reality and the statistical evidence of black crime and violence means you are delusional and probably mentally ill.,,,Aristobulus,1,?
442,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,Those numbers represent actual convictions of individuals who comprise various groups.  No group is even close to blacks in terms of violent crimes committed.,,,Aristobulus,0,0
443,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,99.99999999% of blacks are not like Thomas Sowell and Larry Elder.,,,Scott Todd,0,0
444,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,"That's silly.  Black American cities and black countries are far and away the most dangerous places because of violent crime.  On the other hand, white places are the safest.",,,Aristobulus,1,?
445,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,Being around blacks is dangerous for everyone.,,,BaconLovingInfidel,1,?
446,The Daily Wire,Stabbing Suspect Said He ‘Felt The Need To Find A White Male To Kill’ After Watchi…,[],326 comments,https://www.dailywire.com/news/stabbing-suspect-said-he-felt-the-need-to-find-a-white-male-to-kill-after-watching-cop-videos-report,HT,You seriously don't see the obvious correlation between insane levels of violence and race?,,,Aristobulus,0,0
447,The Gateway Pundit,"Suspect Gaige Grosskreutz Who Has a Record, Carried a Gun and Regrets Not S…",['2020/09'],277 comments,https://www.thegatewaypundit.com/2020/09/suspect-gaige-grosskreutz-record-carried-gun-regrets-not-shooting-rittenhouse-runs-free-wisconsin-come/,HT,"Only if we can exile about 150,000,000 worthless idiots after we win.",,,Oklahoma Lady,0,0
448,The Gateway Pundit,"Suspect Gaige Grosskreutz Who Has a Record, Carried a Gun and Regrets Not S…",['2020/09'],277 comments,https://www.thegatewaypundit.com/2020/09/suspect-gaige-grosskreutz-record-carried-gun-regrets-not-shooting-rittenhouse-runs-free-wisconsin-come/,HT,"Soros isn't a ""white supremacist"".",,,Oklahoma Lady,1,?
449,The Gateway Pundit,"Suspect Gaige Grosskreutz Who Has a Record, Carried a Gun and Regrets Not S…",['2020/09'],277 comments,https://www.thegatewaypundit.com/2020/09/suspect-gaige-grosskreutz-record-carried-gun-regrets-not-shooting-rittenhouse-runs-free-wisconsin-come/,HT,Bill Barr could easily charge him with some type of criminal charge but once again stays on the sidelines unless of course a black complains about a pull down cord that looks like a noose.,,,,1,?
450,American Renaissance,One Author’s Argument ‘In Defense of Looting’,['2020/09'],92 comments,https://www.amren.com/news/2020/09/one-authors-argument-in-defense-of-looting/,HT,Lunacy is now in big demand.,,,IstvanIN,3,?
451,American Renaissance,52 Black Ex-Franchisees File a $1 Billion Racial-Discrimination Lawsuit Against M…,['2020/09/52'],118 comments,https://www.amren.com/news/2020/09/52-black-ex-franchisees-file-a-1-billion-racial-discrimination-lawsuit-against-mcdonalds/,HT,I forgot about those but then we don't have bail bondsmen here.,,,rls976,1,?
452,American Renaissance,52 Black Ex-Franchisees File a $1 Billion Racial-Discrimination Lawsuit Against M…,['2020/09/52'],118 comments,https://www.amren.com/news/2020/09/52-black-ex-franchisees-file-a-1-billion-racial-discrimination-lawsuit-against-mcdonalds/,HT,"Putting any kind of business in a black area that isn't a check cashing operation, a low grade liquor store, or a wig shop is very risky.",,,,20,?
453,American Renaissance,52 Black Ex-Franchisees File a $1 Billion Racial-Discrimination Lawsuit Against M…,['2020/09/52'],118 comments,https://www.amren.com/news/2020/09/52-black-ex-franchisees-file-a-1-billion-racial-discrimination-lawsuit-against-mcdonalds/,HT,How many times do I have to say Negroes destroy everything they come into contact with?,,,,19,?
454,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,"Yup and the Soviets are a big reason why our institutions like the media, Hollywood and academia have become far Left.",,,Die.Leit,7,?
455,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,People who thought the military would save us from a Marxist takeover are not seeing the big picture.  The military is now largely a reflection of our new diverse society.  That don't care about preserving the real America.  That is why I am looking at countries that might be better options to live out my life in peace than being ruled by BLM and the Left here.,,,Die.Leit,8,?
456,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,Most of our military probably supports BLM and will do whatever they need to do to serve the blacks including maintain our weapons systems.  They are already in full support of the anti-white social justice agenda in the military.  No one is saying blacks will manage things.  They don't have the ability but they will run wild and do as they please and our institutions will serve them.  We are not that far away now.,,,Dr. Rieux,3,?
457,American Renaissance,Why America Has Gone Mad,['2020/09'],185 comments,https://www.amren.com/features/2020/09/why-america-has-gone-mad/,HT,We are well on the road to South Africa.  Mandela will eventually replace George Washington and the young brainwashed whites will kneel and obey their black masters.,,,,17,?
458,American Renaissance,How Can You Check Facts When There Are No Facts?,['2020/09'],67 comments,https://www.amren.com/blog/2020/09/terrorism-media-bias-center-for-strategic-and-international-studies/,HT,"Stalin and the Soviets did a great job infiltrating our education system including journalism schools and creating the media we have today.  Like Patton said, we defeated the wrong enemy.",,,Fed Up,4,?
459,American Renaissance,How Can You Check Facts When There Are No Facts?,['2020/09'],67 comments,https://www.amren.com/blog/2020/09/terrorism-media-bias-center-for-strategic-and-international-studies/,HT,Only when they are telling you something.,,,Sally Burnett,0,0
460,American Renaissance,How Can You Check Facts When There Are No Facts?,['2020/09'],67 comments,https://www.amren.com/blog/2020/09/terrorism-media-bias-center-for-strategic-and-international-studies/,HT,"When you have the media on your side, you don't need facts.",,,Fed Up,1,?
461,American Renaissance,How Can You Check Facts When There Are No Facts?,['2020/09'],67 comments,https://www.amren.com/blog/2020/09/terrorism-media-bias-center-for-strategic-and-international-studies/,HT,Kind of hard to generate legitimate data when you have a government that classifies Muslim terror attacks like Ft. Hood as workplace violence.,,,,8,?
462,American Renaissance,As if You Needed More Reasons to Despise the Times,['2020/09'],178 comments,https://www.amren.com/blog/2020/09/andrew-sullivan-new-york-times-bell-curve/,HT,"Unfortunately, mainstream conservatives are just as blind and dismissive about Charles Murray's findings on race and IQ as these Leftists.",,,,21,?
463,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1506 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,HT,Separation means voluntarily dividing up the country with both sides agreeing to do so.  Easy to say but obviously complex details.  There is no other viable option because we have irreconcilable differences.  If you want the old USA back with the rule of law and real rights there is no choice.  The Left is creating a totalitarian one party state here and we can't stop it.  If we wait too long then we won't have the power to demand it because we will already be enslaved.,,,BS,0,0
464,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1506 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,HT,Remove the people who vote for them.,,,Skay,1,?
465,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1506 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,HT,If I sound defeated it is because I realize that few people actually understand the depth of the problem.  Separation simply means allowing those who wish to create a new country that is more like the old America to peacefully leave and do so.  That would involve dividing up the existing country geographically in some fashion.  Yes the details would be complex but the basic premise is simple.  There is no way we can continue much longer having two countries within one border.  If we wait too long then we won't have the numbers to demand it.,,,BS,0,0
466,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1506 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,HT,Yes it is.  Either they allow secession or we will fight a war that no one will win.  You can't save this country.  What are you saving if you try?  You are trying to save people who hate you for your skin and want to destroy you and they will if we don't act.  Europe is finding this out too.,,,deplorablebklynboy,0,0
467,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1506 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,HT,"LOL.  They control the media, education, government at all levels, the courts, entertainment, etc.  Conservatives control NOTHING.  Conservatives have been losing ground for 60 years.  They have conserved nothing because they won't accept reality.",,,BS,0,0
