,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag??,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive,
103,Twitchy,"‘Oh snap!’ After getting Trump’s endorsement, GOP House hopeful Kimberly Klacik makes racist lemons into delicious Biden-busting lemo…",['2020/09/03'],188 comments,https://twitchy.com/sarahd-313035/2020/09/03/oh-snap-after-getting-trumps-endorsement-gop-house-hopeful-kimberly-klacik-makes-racist-lemons-into-delicious-biden-busting-lemonade/,"MAGADeplorable, too",Waiting for anyone to post any way the kenyan made life better for his inner city peeps who reside at the bottom of the economic ladderAnd how did the kenyun's promise to rebuild detoilet and baltimorgue work out?,2,,,3,?,,
104,Hot Air,Pelosi salon owner now receiving death threats,['2020/09/03'],95 comments,https://hotair.com/archives/jazz-shaw/2020/09/03/pelosi-salon-owner-now-receiving-death-threats/,"MAGADeplorable, too",So nutsy sends out her mafia muscle to punish the lady who embarrassed the botox queen,0,?,,4,?,,
105,Townhall,Van Jones Calls for 'National Moratorium' on Evening BLM Marches,['2020/09/03'],363 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/03/van-jones-calls-for-national-moratorium-on-evening-blm-marches-n2575573,"MAGADeplorable, too","Does the Vampire Jarrett's pool boy, van jones, have any credibility with the blm race scammers",2,,,1,?,,
106,Townhall,Van Jones Calls for 'National Moratorium' on Evening BLM Marches,['2020/09/03'],363 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/03/van-jones-calls-for-national-moratorium-on-evening-blm-marches-n2575573,"MAGADeplorable, too",The problem being the message is months too lateMeanwhile who doubts the blm race scam thugs don't have their sights on more social unrest under the lunacy they is winning,2,,David Kight,0,0,,
107,Townhall,Pelosi's Hairstylist Chimes in on the Speaker's Decision to Break COVID Rules,['2020/09/02'],465 comments,https://townhall.com/tipsheet/bethbaumann/2020/09/02/pelosis-hairstylist-chimes-in-on-the-speakers-decision-to-break-covid-rules-n2575570,"MAGADeplorable, too",Nutsy rules over her commiecrat caucus of stepford wives and de-nutted beta males who must raise their hands before going to the toilet,2,,,2,?,,
108,Townhall,Pelosi's Hairstylist Chimes in on the Speaker's Decision to Break COVID Rules,['2020/09/02'],465 comments,https://townhall.com/tipsheet/bethbaumann/2020/09/02/pelosis-hairstylist-chimes-in-on-the-speakers-decision-to-break-covid-rules-n2575570,"MAGADeplorable, too",Leftist insanity always means making excuses for nutsy's hypocrisy and bad behaviorMeanwhile who does nutsy think she is fooling that at 80 years old the botox and the hair dye are her personal fountain of youth,2,,,1,?,,
109,The Daily Caller,Portland Mayor Ted Wheeler Is Moving Out Of His $800K Condo After Rioters Ransack His Home,['2020/09/02'],526 comments,https://dailycaller.com/2020/09/02/portland-mayor-ted-wheeler-rioters-home/,"MAGADeplorable, too","Odd that those who hate President Trump celebrate the looting, vandalism and arson that is happening in cities with commiecrat mayors",2,,,1,?,,
110,Townhall,It Looks Like Biden Is Listening to Those Who Don't Want Him to Debate Trump,['2020/09/02'],403 comments,https://townhall.com/tipsheet/bronsonstocking/2020/09/02/it-looks-like-biden-is-listening-to-those-who-dont-want-him-to-debate-trump-n2575557,"MAGADeplorable, too",Tell joey b the debate includes a push-up contest where he can demonstrate he is a better physical speciman then President Trump,0,,,0,0,,
111,Townhall,It Looks Like Biden Is Listening to Those Who Don't Want Him to Debate Trump,['2020/09/02'],403 comments,https://townhall.com/tipsheet/bronsonstocking/2020/09/02/it-looks-like-biden-is-listening-to-those-who-dont-want-him-to-debate-trump-n2575557,"MAGADeplorable, too",He has been called stinky fingers,2,,Earnest T. Bass,1,?,,
112,Townhall,It Looks Like Biden Is Listening to Those Who Don't Want Him to Debate Trump,['2020/09/02'],403 comments,https://townhall.com/tipsheet/bronsonstocking/2020/09/02/it-looks-like-biden-is-listening-to-those-who-dont-want-him-to-debate-trump-n2575557,"MAGADeplorable, too","Only after he gets a clean diaper, a warm bottle of milk, his Deputy Dog jammies and his favorite ba-ba",2,?,42NYY7,2,?,,
113,Townhall,It Looks Like Biden Is Listening to Those Who Don't Want Him to Debate Trump,['2020/09/02'],403 comments,https://townhall.com/tipsheet/bronsonstocking/2020/09/02/it-looks-like-biden-is-listening-to-those-who-dont-want-him-to-debate-trump-n2575557,"MAGADeplorable, too",Joey B has agreed to the debates and all 3 will be run by certified Trump hatersJoey B is running ads of how he is fighting for American workersYet his handlers want him to punk out of the debates,0,,,3,?,,
114,Twitchy,Black Lives Matter mob spray-paints San José mayor’s home despite the BLM sign in his window,['2020/09/02'],155 comments,https://twitchy.com/brettt-3136/2020/09/02/black-lives-matter-mob-spray-paints-san-jose-mayors-home-despite-the-blm-sign-in-his-window/,"MAGADeplorable, too",A case where home invasion should mandate a lead poisoning solution,2,?,,0,0,,
115,Townhall,New 'Absolutely Shocking' Evidence Presented in the George Floyd Case,['2020/09/02'],1188 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/new-evidence-in-the-george-floyd-case-that-could-change-everything-n2575428,"MAGADeplorable, too","For BLM race scam terrorists drug od and suicide of ghetto thugs, justifies looting and vandalism",2,,,1,?,,
116,Twitchy,Shocker! Guess what Joe Biden was NOT asked about during his press conference,['2020/09/02'],116 comments,https://twitchy.com/dougp-3137/2020/09/02/shocker-guess-what-joe-biden-was-not-asked-about-during-his-press-conference/,"MAGADeplorable, too",Did anyone dare ask Joey B what day it is?,0,,,1,?,,
117,Hot Air,"Black candidates are now winning in mostly white districts, opening path to higher office",['2020/09'],46 comments,https://hotair.com/headlines/archives/2020/09/black-candidates-now-winning-mostly-white-districts-opening-path-higher-office/,"MAGADeplorable, too",Affirmative action is systemic racism,0,?,,1,?,,
118,Hot Air,"Black candidates are now winning in mostly white districts, opening path to higher office",['2020/09'],46 comments,https://hotair.com/headlines/archives/2020/09/black-candidates-now-winning-mostly-white-districts-opening-path-higher-office/,"MAGADeplorable, too",At what point will these woke whites comprehend skin color ain't a resume enhancerEspecially when dark skinned commiecrats all embrace the blm race scam,2,,,0,0,,
119,Hot Air,"Black candidates are now winning in mostly white districts, opening path to higher office",['2020/09'],46 comments,https://hotair.com/headlines/archives/2020/09/black-candidates-now-winning-mostly-white-districts-opening-path-higher-office/,"MAGADeplorable, too",Name one ghetto maggut in the commiecrat party that isn't a racist and doesn't play the victim card,2,,mfbel,0,0,,
120,Townhall,President Trump Demolishes Nancy Pelosi Over Wuhan Coronavirus Hypocrisy,['2020/09/02'],565 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/president-trump-demolishes-nancy-pelosi-over-wuhan-coronavirus-hypocrisy-n2575515,"MAGADeplorable, too",Don't overlook the most illegals and the most welfare magguts in AmericaAlong with a crumbling infrastructure,2,,Arliss,1,?,,
121,Townhall,President Trump Demolishes Nancy Pelosi Over Wuhan Coronavirus Hypocrisy,['2020/09/02'],565 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/president-trump-demolishes-nancy-pelosi-over-wuhan-coronavirus-hypocrisy-n2575515,"MAGADeplorable, too","GAyboy, Judge Napolitano is pushing for a nutsy Presidency should there be no official results to the ballot countingSeems nappy discounts the reality nutsy won't be Speaker after the November electionsOr better yetShe strokes out during one of her rages",2,,DelHeerus,1,?,,
122,Townhall,President Trump Demolishes Nancy Pelosi Over Wuhan Coronavirus Hypocrisy,['2020/09/02'],565 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/president-trump-demolishes-nancy-pelosi-over-wuhan-coronavirus-hypocrisy-n2575515,"MAGADeplorable, too",Nutsy's daughter's can't understand why mommie won't die so they can inherit her estate and seat in congress,0,?,,0,0,,
123,Townhall,President Trump Demolishes Nancy Pelosi Over Wuhan Coronavirus Hypocrisy,['2020/09/02'],565 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/president-trump-demolishes-nancy-pelosi-over-wuhan-coronavirus-hypocrisy-n2575515,"MAGADeplorable, too",Hey nutsyThe botox and the hair dye ain't fooling no oneYou are still an 80 year old suffering from dementia,2,?,,3,?,,
124,Townhall,President Trump Demolishes Nancy Pelosi Over Wuhan Coronavirus Hypocrisy,['2020/09/02'],565 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/02/president-trump-demolishes-nancy-pelosi-over-wuhan-coronavirus-hypocrisy-n2575515,"MAGADeplorable, too",We saw this same hypocrisy when the marxist gov of New Mexico ordered a jewelry store she ordered closed had to open just so she could buy a new piece of bling,2,,,2,?,,
125,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too","Poopie goldbrick in the past has said she looks forward to her favorite MD, ""dr"" jill being appointed Surgeon General",2,,wiselatina,1,?,,
126,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too","Of course former lineblacker and heavy weight body guard, sim ian sanders will be there holding joey b's hand",0,,Jeff,0,0,,
127,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too",Isn't is comforting to know joey b has yankee170 orally serving him,2,,Deplorable Pelosi Schmelosi,2,?,,
128,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too",You are if you are a blm or antifa terrorist rioting and looting in a marxist run city,2,,Deplorable Pelosi Schmelosi,0,0,,
129,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too",Questions and answers will be provided before his talk with the peasants begin,0,?,Chris,0,0,,
130,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too","With ""dr"" Jill on boardJoey B has all the medical care he will need",0,,Deplorable Pelosi Schmelosi,3,?,,
131,Townhall,Biden to Visit Kenosha After Criticizing President Trump's Trip,['2020/09/02'],379 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/02/biden-to-visit-kenosha-n2575525,"MAGADeplorable, too","Mebbe joey b can now clue America in why he is suddenly concerned about the destruction done by the antifa and blm terrorists done in joey b's name to stop President Trump from a second termStill waiting for joey b to clue us in why blm race terrorists are justified to loot, vandalize anf burn buildings to honor dead criminal ghetto thugs who died resisting arrestOr how in chicongo the ghetto trash rioted and looted when a ghetto thug offed hisself before being arrested",2,?,,0,0,,
132,The Daily Caller,"Joe Biden Will Visit Kenosha, Wisconsin Following Trump’s Trip",['2020/09/02'],95 comments,https://dailycaller.com/2020/09/02/joe-biden-kenosha-trump-riots/,"MAGADeplorable, too",The fix is inThe questions and the answers will be handed to joey b before the event beginsHe has proven how easily he is confused,0,?,,0,0,,
133,The Daily Caller,‘I Am Antifa’: Antifa Supporter Sarah Iannarone Could Be Portland’s Next Mayor,['2020/09/01'],629 comments,https://dailycaller.com/2020/09/01/sarah-iannarone-portland-antifa-ted-wheeler/,"MAGADeplorable, too",The only good antifa terrorist thug is one laid out on a slab at the morgue,2,,Conservative in CA,1,?,,
134,The Daily Caller,‘I Am Antifa’: Antifa Supporter Sarah Iannarone Could Be Portland’s Next Mayor,['2020/09/01'],629 comments,https://dailycaller.com/2020/09/01/sarah-iannarone-portland-antifa-ted-wheeler/,"MAGADeplorable, too",Wunder how those who live in portlandistan who still believe in law and order feel about the continued destruction of their city no matter which antifa slug is elected mayorAnd are they aware of how much worst things will get w/o law enforcement,2,,,2,?,,
135,The Daily Caller,‘I Am Antifa’: Antifa Supporter Sarah Iannarone Could Be Portland’s Next Mayor,['2020/09/01'],629 comments,https://dailycaller.com/2020/09/01/sarah-iannarone-portland-antifa-ted-wheeler/,"MAGADeplorable, too",So the destruction of portlandistan will continueThe idiots voting in the city brought about the coming death of their city,2,,,0,0,,
136,Hot Air,Nancy Pelosi’s trip to the hair salon did not end well,['2020/09/02'],89 comments,https://hotair.com/archives/karen-townsend/2020/09/02/nancy-pelosis-trip-hair-salon-not-end-well/,"MAGADeplorable, too",It won't happen in progressive-marxist san franscatsco,2,,thepolynesian,6,?,,
137,Hot Air,Nancy Pelosi’s trip to the hair salon did not end well,['2020/09/02'],89 comments,https://hotair.com/archives/karen-townsend/2020/09/02/nancy-pelosis-trip-hair-salon-not-end-well/,"MAGADeplorable, too",Did nutsy also get another botox shot while she lies to herself that she ain't 80?,2,,,2,?,,
138,Twitchy,‘YOU LIE!’ PBS NewsHour journo Yamiche Alcindor’s take on Donald Trump’s response to BLM violence ‘is nowhere near accurate’ [video],['2020/09/02'],96 comments,https://twitchy.com/sarahd-313035/2020/09/02/you-lie-pbs-newshour-journo-yamiche-alcindors-take-on-donald-trumps-response-to-blm-violence-is-nowhere-near-accurate-video/,"MAGADeplorable, too",Mebbe this haitian porker can clue us in who are those dark skinned thugs doing the looting and vandalism,2,,,0,0,,
139,Townhall,Police Say Antifa 'Commander' Cried in Fetal Position After Getting Caught,['2020/09/02'],481 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/02/antifa-fetal-position-n2575505,"MAGADeplorable, too","When the antifa/blm war beginsWearing a black hoodie a mask and a bike helmet , marks these terrorists as a target",0,,,1,?,,
140,Townhall,Police Say Antifa 'Commander' Cried in Fetal Position After Getting Caught,['2020/09/02'],481 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/02/antifa-fetal-position-n2575505,"MAGADeplorable, too",They don'tBut do come out playing wide receiver,0,,Sandy,1,?,,
141,Townhall,Police Say Antifa 'Commander' Cried in Fetal Position After Getting Caught,['2020/09/02'],481 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/02/antifa-fetal-position-n2575505,"MAGADeplorable, too",Once in the big house he will learn the joys of prison romance as he is passed around for a pack of smokes,2,?,BarrDouu,3,?,,
142,Townhall,Police Say Antifa 'Commander' Cried in Fetal Position After Getting Caught,['2020/09/02'],481 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/02/antifa-fetal-position-n2575505,"MAGADeplorable, too",Beyond all understanding why these supposed adult woke whites are enabling the terrorists to loot and burn their citiesAn article posted at RCP from Time fagazine shows a blond haired woman holding a sign proclaiming she is a suburban white woman who supports BLMProving leftist insanity is contagious,2,,,4,?,,
143,Townhall,"Rules for Thee But Not for Me: How Pelosi Violated Coronavirus Rules, All for a Vain Reason",['2020/09/01'],608 comments,https://townhall.com/tipsheet/bethbaumann/2020/09/01/rules-for-thee-but-not-for-me-how-pelosi-violated-coronavirus-rules-all-for-a-vain-reason-n2575502,"MAGADeplorable, too",THe botox queen can't give up her drug addiction and thinks the hair dye completes her fantasy she ain't 80 years old,2,?,,2,?,,
144,Hot Air,Joy Reid: All of the violence in American cities is all Trump’s fault,['2020/09/01'],126 comments,https://hotair.com/archives/john-s-2/2020/09/01/joy-reid-violence-americas-cities-trumps-fault/,"MAGADeplorable, too",Impossible to plumb the depths of ignorance of this America hating knee gahWho collects a huge paycheck from the whites who run bsdnc,1,,,0,0,,
145,Townhall,The Joe Biden Riots,['2020/09/01'],370 comments,https://townhall.com/columnists/derekhunter/2020/09/01/the-joe-biden-riots-n2575396,"MAGADeplorable, too",Remind us again maggut who is looting the businesses and then burning them to the ground,2,???,HandsomeMrToad,1,?,,
146,Townhall,WaPo's 'Conservative' Blogger Makes a Very Wrong Assumption About Suburban White Women,['2020/09/01'],618 comments,https://townhall.com/tipsheet/bethbaumann/2020/09/01/wapos-conservative-blogger-makes-a-very-wrong-assumption-about-suburban-white-women-n2575409,"MAGADeplorable, too",Rubin is the poster twit for playing with oneself,2,,,0,0,,
147,Townhall,WaPo's 'Conservative' Blogger Makes a Very Wrong Assumption About Suburban White Women,['2020/09/01'],618 comments,https://townhall.com/tipsheet/bethbaumann/2020/09/01/wapos-conservative-blogger-makes-a-very-wrong-assumption-about-suburban-white-women-n2575409,"MAGADeplorable, too",I thought Rubin couldn't even get a date at hoggin timeIt's 3 minutes to closing time and the drunks are deciding which pig to go home with,2,,Huskee11,1,?,,
148,The Daily Caller,"Biden’s Reported $300 Million August Haul Would Shatter 1-Month Record — More Than Trump And Hillary Raised In August 2016, Combined",['2020/09/01'],2698 comments,https://dailycaller.com/2020/09/01/joe-biden-august-fundraising-300-million-record/,"MAGADeplorable, too",No surprise pervo's broadcast their proclivitiesNo surprise teabagr teabags,2,,Mike Bossman,1,1,,
149,The Daily Caller,"Biden’s Reported $300 Million August Haul Would Shatter 1-Month Record — More Than Trump And Hillary Raised In August 2016, Combined",['2020/09/01'],2698 comments,https://dailycaller.com/2020/09/01/joe-biden-august-fundraising-300-million-record/,"MAGADeplorable, too",Pathetic mitch thinks being a catamite is a great life's choice,2,,O M,2,?,,
150,The Daily Caller,"Biden’s Reported $300 Million August Haul Would Shatter 1-Month Record — More Than Trump And Hillary Raised In August 2016, Combined",['2020/09/01'],2698 comments,https://dailycaller.com/2020/09/01/joe-biden-august-fundraising-300-million-record/,"MAGADeplorable, too",The hag also out raised President Trump and had the entire pravda media licking her behind and she still lostWhy would the voters elect sleepy time joe because the banks and the elites own him,0,?,,3,?,,
151,The Daily Caller,"Biden’s Reported $300 Million August Haul Would Shatter 1-Month Record — More Than Trump And Hillary Raised In August 2016, Combined",['2020/09/01'],2698 comments,https://dailycaller.com/2020/09/01/joe-biden-august-fundraising-300-million-record/,"MAGADeplorable, too",Those on the left fully recognize Biden's time above ground is limited and they think that should the joey b/willie brown ho ticket win they will have an even more compliant maggut in the oval office then the kenyun  in wllie brown's ho,2,?,,1,?,,
152,Twitchy,April Ryan says President Trump has ‘instigated a race war’ and ground zero is…Portland?,['2020/09/01'],149 comments,https://twitchy.com/gregp-3534/2020/09/01/april-ryan-says-president-trump-has-instigated-a-race-war-and-ground-zero-is-portland/,"MAGADeplorable, too",Bizarre how the whites who fund the welfare handout programs are the enemyIf these ghetto magguts had to survive on their marginal skill setsMillions would die of starvation and exposure to the elements,1,,,1,?,,
153,Twitchy,April Ryan says President Trump has ‘instigated a race war’ and ground zero is…Portland?,['2020/09/01'],149 comments,https://twitchy.com/gregp-3534/2020/09/01/april-ryan-says-president-trump-has-instigated-a-race-war-and-ground-zero-is-portland/,"MAGADeplorable, too",Another mindless ghetto maggut screaming fire in a crowded theaterThese ghetto losers continue to play the raceWhere no proof is required to back up their chargesBut photo's from Portlandistan with it's 6% poc population always show close to 100% of the rioting terrorists to be woke whiteMeanwhile where are the stories of life improving for the Portlandistan poc's because of the blm inspired race/civil war,2,,,5,1,,
154,Townhall,You Cannot Make This UP: DC Wants to Remove...the Washington Monument,['2020/09/01'],777 comments,https://townhall.com/tipsheet/mattvespa/2020/09/01/dc-wants-to-removethe-washington-monument-n2575460,"MAGADeplorable, too",When was mayor bow wow make diktator of DC?,2,,,0,0,,
155,Hot Air,"Gov. Brown asked for help policing Portland, suburban sheriffs said no thanks",['2020/09/01'],144 comments,https://hotair.com/archives/john-s-2/2020/09/01/gov-brown-asked-help-policing-portland-suburban-sheriffs-said-no-thanks/,"MAGADeplorable, too",Lesbian gov brown could have stopped the terrorists months ago but must have thought they would be her meal ticket to a future re-electionOregon deserves better but it remains to be seen if the voters smarten up,2,,,0,0,,
156,Townhall,DOJ Officially Investigating Who is Behind Coordinated Riots,['2020/09/01'],309 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/01/doj-officially-investigating-coordinated-riots-n2575449,"MAGADeplorable, too","And force their mommies to hire a bail bondsman who requires, as I understand it a 10% service chargeAnd if mommy has to put up her house for collateral and her terrorist brat runs away, mommy can join the homelessThe penalty  for raising terrorists",2,,Alyson E Smith,4,?,,
157,Townhall,DOJ Officially Investigating Who is Behind Coordinated Riots,['2020/09/01'],309 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/01/doj-officially-investigating-coordinated-riots-n2575449,"MAGADeplorable, too",How many cars have been burned and how many businesses have been looted and then burned to the ground by these marxist terrorists?And still the moronic woke whites talk of racial reconciliation with the blm terrorists who can't stop trashing citiesTHe BLM race scam terrorists have declared war on white America and the woke white idiots rushed to signal their surrender,2,,,7,?,,
158,Townhall,Fed Up Taxpayers Demand Elimination of Public Funding for Heavily Biased NPR,['2020/09/01'],481 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/01/fed-up-taxpayers-demand-elimination-of-public-funding-for-heavily-biased-npr-n2575432,"MAGADeplorable, too",When doesn't NPR pimp it's overpriced and out of date products with it's endless fundraisers begging for dollars?,2,?,,0,0,,
159,Townhall,Fed Up Taxpayers Demand Elimination of Public Funding for Heavily Biased NPR,['2020/09/01'],481 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/01/fed-up-taxpayers-demand-elimination-of-public-funding-for-heavily-biased-npr-n2575432,"MAGADeplorable, too",Still waiting for the left's vision for the future when their antifa and blm terrorist armies trash and burn the cities and steal whatever bling they can find,,,,1,?,,
160,Townhall,What Happened in LA to Prompt the Latest Protests,['2020/09/01'],239 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/01/what-happened-in-la-to-prompt-the-latest-protests-n2575419,"MAGADeplorable, too",Make sure you grab a bose sound system too,0,,usawatching,1,?,,
161,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",The local rag here in Phoenix is calling President Trump a divider claiming he is going to Kenosha to support a racist murdererGannet is the same level of indoctrinated trash as is the ny slimes and the wapo,,,,3,?,,
162,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Or the arkansas rapist who fled to England to escape the draft,,,69/89 MGR 1 Alpha,3,?,,
163,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Mocking imbeciles is momentary funUsing logic on them is wasted time,,,Chris,1,?,,
164,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Isn't Portland Maine being trashed by invading Somali's?,0,,Cugger,6,?,,
165,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",I don't patronize mindless ho's who deny realityGuess you are having breakfast before returning home after a night working the streets,,,Deb Bailey,3,?,,
166,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",When will joey b and willie brown's ho visit the cities trashed by the antifa and blm terrorists to prove no vandalism occurred?Both could visit commieapolis and portlandistan and provide video's no vandalism took place,,,,2,?,,
167,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Pathetic DebAnother loser denying downtown Portland was trashed by the thugs she has been servicingYour heroes don't leave mommies basement until after dark,,,Deb Bailey,7,?,,
168,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",The President visiting the terrorist destruction of Kenosha is essentially the same as visiting states where mother nature destroyed propertyThe only difference being the mayor of kenosha and the wimpy gov surrendered to the terrorists and stood by why the city business district was trashed and businesses were looted and destroyed by the antifa and blm terrorists,,,,5,?,,
169,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Cleveland used to have a children's show hosted by Captain Penny,,,David Kight,3,?,,
170,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",But it gets tiresome bee-atch slapping the same imbeciles,,,69/89 MGR 1 Alpha,2,?,,
171,Townhall,What Happened in LA to Prompt the Latest Protests,['2020/09/01'],239 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/01/what-happened-in-la-to-prompt-the-latest-protests-n2575419,"MAGADeplorable, too",When will it sink into the empty heads of these woke white idiots they have accomplished nothing more then encouraging further violence from the blm race pimps,,,,0,0,,
172,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Obviously captn larry ain't no Captain Kangaroo,,,69/89 MGR 1 Alpha,2,?,,
173,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Side noteRedstate has a photo of joey b in Pittsburgh yesterdayHe is standing at a podium and there are 6 reporters in socially distancing circles in front of himThe clown show keeps getting more pathetic,,,,3,?,,
174,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",The commie left knows the cannon fodder they are using in the riots may serve a better purpose as martyred useless idiotsAnd even better if they are ghetto trash,,,69/89 MGR 1 Alpha,1,?,,
175,Townhall,WATCH: President Trump Has a Message for His Supporters Who Are Staring Down Rioting Thugs,['2020/08/31'],962 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/31/watch-president-trump-has-a-message-for-his-supporters-who-are-staring-down-rioting-thugs-n2575410,"MAGADeplorable, too",Thank you President Trump for putting the onus for the violence on the leftist terrorist armies,,,,4,?,,
