,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Hate?,
168,Mediaite,"WATCH Maskless Bikers Party Down as 250,000 Expected For Sturgis Rally Amid…",[],1766 comments,https://www.mediaite.com/news/watch-maskless-bikers-party-down-as-250000-expected-for-sturgis-rally-amid-coronavirus-pandemic/,Acaciavet,Like I said you go tell them to put a mask on! I just realized you are A canuck! Case closed !,Seahawk,0,0,2,
169,Mediaite,"WATCH Maskless Bikers Party Down as 250,000 Expected For Sturgis Rally Amid…",[],1766 comments,https://www.mediaite.com/news/watch-maskless-bikers-party-down-as-250000-expected-for-sturgis-rally-amid-coronavirus-pandemic/,Acaciavet,Tell ya what snow flakes you go tell those bikers to wear a Mask. Just be sure you have denta insurance,,1,?,2,
170,The Gateway Pundit,HORROR! Iranian-Backed Hezbollah Forces Open Fire on Lebanese Protesters in Beir…,['2020/08'],118 comments,https://www.thegatewaypundit.com/2020/08/horror-iranian-backed-hezbollah-forces-open-fire-lebanese-protesters-beirut-video/,Acaciavet,This is how the clowns in Portalnd need to be handled!,,7,?,2,
171,The Gateway Pundit,Sleazy Democrat Rep. Eric Swalwell Attacks Republican Senators – Accuses T…,['2020/08'],367 comments,https://www.thegatewaypundit.com/2020/08/sleazy-democrat-rep-eric-swalwell-attacks-republican-senators-accuses-working-russia/,Acaciavet,Eric is the Lead ball washer at the all nude male bathhouse so whats his point?,,1,?,2,
172,The Gateway Pundit,Fake News Hack Nicolle Wallace Asks if GOP Sen. Ron Johnson is Conspiring wit…,['2020/08'],258 comments,https://www.thegatewaypundit.com/2020/08/fake-news-hack-nicolle-wallace-asks-gop-sen-ron-johnson-conspiring-vladimir-putin-denigrate-joe-biden-following-release-bs-intel-report-video/,Acaciavet,Some one needs to shove a Charlie Oscar Charlie Kilo in her mouth,,1,?,2,
173,The Gateway Pundit,Rape Suspect Murders His Accuser After Being Freed From Jail Over Coronavirus…,['2020/08'],456 comments,https://www.thegatewaypundit.com/2020/08/rape-suspect-murders-accuser-freed-jail-coronavirus-concerns/,Acaciavet,Oh well,,0,0,0,
174,The Gateway Pundit,MUST READ: We Just Heard the Fake News NY Times Is Running a Hit Piece on Gate…,['2020/08'],313 comments,https://www.thegatewaypundit.com/2020/08/must-read-just-heard-fake-news-ny-times-running-hit-piece-gateway-pundit-challenge/,Acaciavet,Gateway Rules NYT sucks Charlie Oscar Charlie Kilo,,4,?,2,
175,The Gateway Pundit,NRA Files Lawsuit Against New York State Attorney General Letitia James,['2020/08'],243 comments,https://www.thegatewaypundit.com/2020/08/nra-files-lawsuit-new-york-state-attorney-general-letitia-james/,Acaciavet,Foxtrot Uniform Charlie Kilo you dumb Charlie Uniform  november tago!,,2,?,2,
176,The Gateway Pundit,Missouri Republican Congressional Candidate Anthony Rogers Wins Primary…,['2020/08'],299 comments,https://www.thegatewaypundit.com/2020/08/missouri-republican-congressional-candidate-anthony-rogers-wins-primary-spending-total-28-bucks/,Acaciavet,Love it when A guy with a beard beats a black broad,,0,0,2,
177,The Gateway Pundit,BREAKING: LA Mayor Garcetti Authorizes City to Shut Off Water and Power to HOM…,['2020/08'],399 comments,https://www.thegatewaypundit.com/2020/08/breaking-la-mayor-garcetti-authorizes-city-shut-off-water-power-homes-throw-large-parties/,Acaciavet,The folks in California need to read the IRA hand book! Its time to start handing out the punishment,,0,0,2,
178,The Gateway Pundit,Antifa-Apologist Mazie Hirono Refuses to Denounce Antifa – Then Walks Out of Bri…,['2020/08'],282 comments,https://www.thegatewaypundit.com/2020/08/antifa-apologist-mazie-hirono-refuses-denounce-antifa-walks-briefing-video/,Acaciavet,How did some Marine Miss Her Grandfather on IWO?,,1,?,0,
179,The Gateway Pundit,Check Out Melbourne’s Crazy New Stage 4 Cononavirus Lockdown Rules,['2020/08'],237 comments,https://www.thegatewaypundit.com/2020/08/check-melbournes-crazy-new-stage-4-cononavirus-lockdown-rules/,Acaciavet,"Their There Toamtoe Tomato,Oh  Blo me @",ExAfricaSemperAliquidStultum,0,0,2,
180,The Gateway Pundit,Check Out Melbourne’s Crazy New Stage 4 Cononavirus Lockdown Rules,['2020/08'],237 comments,https://www.thegatewaypundit.com/2020/08/check-melbournes-crazy-new-stage-4-cononavirus-lockdown-rules/,Acaciavet,And these clowns handed in there guns. Good move mates,,0,0,2,
181,The Gateway Pundit,"NYC Mayor Bill de Blasio: I'm Laying Off 22,000 City Workers if the Feds Don't Giv…",['2020/08'],1175 comments,https://www.thegatewaypundit.com/2020/08/nyc-mayor-bill-de-blasio-laying-off-22000-city-workers-feds-dont-give-us-bailout-video/,Acaciavet,I love this stuff,,0,0,0,
182,The Gateway Pundit,It’s All Political – New Mexico Dem Governor Says Protests Are OK but Knoc…,['2020/08'],150 comments,https://www.thegatewaypundit.com/2020/08/political-new-mexico-dem-governor-says-protests-ok-knocking-doors-registering-voters-not-video/,Acaciavet,So many douches not enough bags,,0,0,2,
183,The Gateway Pundit,"""Why Are You Going Out of State? I Can See It at the Airports!"" -Ugh- Watch NM Gove…",['2020/08'],673 comments,https://www.thegatewaypundit.com/2020/08/going-state-can-see-airports-ugh-watch-nm-governor-grisham-lecture-constituents-like-mom-video/,Acaciavet,Have it and God bless,HalfPint74,0,0,0,
184,The Gateway Pundit,"""Why Are You Going Out of State? I Can See It at the Airports!"" -Ugh- Watch NM Gove…",['2020/08'],673 comments,https://www.thegatewaypundit.com/2020/08/going-state-can-see-airports-ugh-watch-nm-governor-grisham-lecture-constituents-like-mom-video/,Acaciavet,Thanks for your service mate,FLFLYER228,0,0,0,
185,The Gateway Pundit,"""Why Are You Going Out of State? I Can See It at the Airports!"" -Ugh- Watch NM Gove…",['2020/08'],673 comments,https://www.thegatewaypundit.com/2020/08/going-state-can-see-airports-ugh-watch-nm-governor-grisham-lecture-constituents-like-mom-video/,Acaciavet,Foxtrot Unioform Charlie Kilo This Charlie Uniform November Tango,,21,?,2,
186,The Gateway Pundit,Crazy Mask Karen Goes Berserk in Walmart – Screams at and Punches Teen Boy For…,['2020/08'],682 comments,https://www.thegatewaypundit.com/2020/08/crazy-mask-karen-goes-berserk-walmart-screams-punches-teen-boy-not-wearing-face-mask-video/,Acaciavet,I hate the mask but this family is the Clampets.I watched the interview and all I could hear was Banjo Music,,4,?,0,?
187,The Gateway Pundit,Teen Activist Who Rallied to Defund Police and Remove Police from Schools Is Shot…,['2020/08'],1652 comments,https://www.thegatewaypundit.com/2020/08/teen-activist-rallied-defund-police-remove-police-schools-shot-dead-chicago/,Acaciavet,I love it thining the troop,sailcat_the_banned,3,?,0,
188,The Gateway Pundit,Teen Activist Who Rallied to Defund Police and Remove Police from Schools Is Shot…,['2020/08'],1652 comments,https://www.thegatewaypundit.com/2020/08/teen-activist-rallied-defund-police-remove-police-schools-shot-dead-chicago/,Acaciavet,CalebReed was a 17y/o Freedom Fighter. The big question after hearing him speak I wonder if he was A MENSA member? That Hair doo is real fly for sure. Another Idiot not breathing my free air!,,0,0,2,
189,The Gateway Pundit,"Minneapolis Police Department Tells Residents to Cooperate with Criminals, '…",['2020/08'],679 comments,https://www.thegatewaypundit.com/2020/08/minneapolis-police-department-tells-residents-cooperate-criminals-say-give-wallet-purse-cell-phone/,Acaciavet,F U I wold be carrieng And I wiould blow the bastardss head off,,0,0,1,
190,The Gateway Pundit,"Antifa Terrorists Are Now Being Donated ""Riot Gear"" From Out of State Donors to…",['2020/08'],256 comments,https://www.thegatewaypundit.com/2020/08/antifa-terrorists-now-donated-riot-gear-state-donors-assist-nightly-mob-violence/,Acaciavet,Live rounds need to be used.Kill a few of thes clowns and see what happens,,1,?,1,
191,The Gateway Pundit,“Wrong!” – Trump Blasts Fauci For Claiming US is Seeing Surge in Covid Cas…,['2020/08'],548 comments,https://www.thegatewaypundit.com/2020/08/wrong-trump-blasts-fauci-claiming-us-seeing-surge-covid-cases-didnt-completely-shut-economy/,Acaciavet,Dr Mengela Sucks Cork,,1,?,2,
192,The Gateway Pundit,"VIDEO: Ami Horowitz Goes To Portland; Rioters Promote Violence, Say It’s Time…",['2020/07'],336 comments,https://www.thegatewaypundit.com/2020/07/video-ami-horowitz-goes-portland-rioters-promote-violence-say-time-end-american-experiment/,Acaciavet,I for one am ready to start exterminating thes left wing clowns !,,2,?,1,
193,The Gateway Pundit,EXCLUSIVE: St. Charles Health Department officials will be SPYING on local bars and…,['2020/07'],215 comments,https://www.thegatewaypundit.com/2020/07/exclusive-st-charles-health-department-officials-will-spying-local-bars-restaurants-weekend-list/,Acaciavet,Find a Health Inspector and rearange his smile.,,3,?,2,
194,The Gateway Pundit,Ocasio-Cortez Refers to St. Father Damien Who Served Lepers and Died of Leprosy…,['2020/08'],328 comments,https://www.thegatewaypundit.com/2020/08/ocasio-cortez-refers-st-father-damien-served-lepers-died-leprosy-white-supremacist-culture/,Acaciavet,AOC is one dumb Charlie Uniform November Tango!,,2,?,2,
195,The Gateway Pundit,Portland IED Bomber Outed by His Grandmother Turns Himself In to Police,['2020/07'],546 comments,https://www.thegatewaypundit.com/2020/07/portland-ied-bomber-outed-grandmother-turns-police/,Acaciavet,Post of the Day .I love it,Hauser Slot,2,?,0,
196,The Gateway Pundit,Radical St. Louis County Prosecutor Wesley Bell Reopened Michael Brown Ca…,['2020/07'],169 comments,https://www.thegatewaypundit.com/2020/07/radical-st-louis-county-prosecutor-wesley-bell-reopened-michael-brown-case-not-find-enough-evidence-charge-officer-darren-wilson/,Acaciavet,Affirmative Action the great Equalizer! Dumb Ghetto rat one day Attorney the next!,,13,?,2,
197,The Gateway Pundit,Disgruntled Democrat Volunteer Returns to Party Headquarters and Burns It to th…,['2020/07'],366 comments,https://www.thegatewaypundit.com/2020/07/disgruntled-democrat-volunteer-returns-party-headquarters-burns-ground/,Acaciavet,Now this is A Dem I can get behind!,,1,?,0,
198,The Gateway Pundit,It's Official: America Is Following China's Lead - Contact Tracing Is Here - Say Good…,['2020/07'],358 comments,https://www.thegatewaypundit.com/2020/07/official-america-following-chinas-lead-contact-tracing-say-goodbye-freedom-hello-state-control/,Acaciavet,"Dera Cotract Tracer,I am a supporter of the IRA connect the dots!",,0,0,0,
199,The Gateway Pundit,Former Presidential Candidate Herman Cain Is Dead from Coronavirus,['2020/07'],348 comments,https://www.thegatewaypundit.com/2020/07/former-presidential-candidate-herman-cain-dead-coronavirus/,Acaciavet,So gald they planted that bastardd,HalfPint74,4,?,2,
200,The Gateway Pundit,Former Presidential Candidate Herman Cain Is Dead from Coronavirus,['2020/07'],348 comments,https://www.thegatewaypundit.com/2020/07/former-presidential-candidate-herman-cain-dead-coronavirus/,Acaciavet,Rip Sir ! Thank you for working for good,,2,?,0,
201,The Gateway Pundit,Is Dr. Fauci to Blame for Herman Cain’s Death?,['2020/07'],218 comments,https://www.thegatewaypundit.com/2020/07/dr-fauci-blame-herman-cains-death/,Acaciavet,Sometime ! This year for me its every day!,The Mirror,8,?,0,
202,The Gateway Pundit,"Biden Doesn’t Know Where He Is, Welcomes People to the Wrong Commun…",['2020/07'],214 comments,https://www.thegatewaypundit.com/2020/07/biden-doesnt-know-welcomes-people-wrong-community-center-claims-joking-video/,Acaciavet,Joe you are one senile prik,,1,?,2,
203,The Gateway Pundit,"NFL End Zones Will Read ""End Racism"" and ""It Takes All of Us"" in Home Openers -- Al…",['2020/07'],645 comments,https://www.thegatewaypundit.com/2020/07/nfl-end-zones-will-read-end-racism-takes-us-home-openers-along-black-national-anthem/,Acaciavet,I have not watche the Negro Football Leauge in five years I aint startin now.,,0,0,1,
204,The Gateway Pundit,BREAKING: Antifa Throws What Appears To Be a Bomb At Federal Courthouse (VIDEO),['2020/07'],258 comments,https://www.thegatewaypundit.com/2020/07/breaking-antifa-throws-appears-bomb-federal-courthouse-video/,Acaciavet,I see you have one of those Antifa Profiles .,discus warrior,0,0,0,
205,The Gateway Pundit,BREAKING: Antifa Throws What Appears To Be a Bomb At Federal Courthouse (VIDEO),['2020/07'],258 comments,https://www.thegatewaypundit.com/2020/07/breaking-antifa-throws-appears-bomb-federal-courthouse-video/,Acaciavet,Now that is an act of war.This Justifies the use of 5.56 rounds,,0,0,2,?
206,The Gateway Pundit,Wow! Nasty Mask Freak Tells Mother and Her Young Children She Hopes They All D…,['2020/07'],599 comments,https://www.thegatewaypundit.com/2020/07/wow-nasty-mask-freak-tells-mother-young-children-hopes-die-not-wearing-masks-video/,Acaciavet,I would have dropped that Fat Foxtrot Uniform Charlie Kilo in a heart beat,,1,?,2,
207,The Gateway Pundit,"Swarm of Police Officers with K-9 Units Burst Through New Jersey Gym Door, Arr…",['2020/07'],745 comments,https://www.thegatewaypundit.com/2020/07/swarm-police-officers-k-9-units-burst-new-jersey-gym-door-arrest-owners-violating-gov-murphys-shutdown-order-video/,Acaciavet,Screw Murphy,,0,0,2,
208,The Gateway Pundit,Man with Medical Condition Harassed by Multiple 'Covid Karens' For Entering Rite…,['2020/07'],732 comments,https://www.thegatewaypundit.com/2020/07/man-medical-condition-harassed-multiple-covid-karens-entering-rite-aid-without-face-mask-video/,Acaciavet,Check out the last Broad she had a 50lb box of Tampons in her hand.I feel for her Husband,,0,0,2,
209,The Gateway Pundit,They See This as a Win: Black Lives Matter Mob of Young White Kids Block Elderly C…,['2020/07'],462 comments,https://www.thegatewaypundit.com/2020/07/see-win-black-lives-matter-mob-young-white-kids-block-elderly-couple-car-crossing-bridge-hour/,Acaciavet,Find that little broad and beat the crap out of her,,0,0,2,
210,The Gateway Pundit,"Terrified Woman Mobbed by Violent Protesters, Hits Gas to Escape -- Police W…",['2020/07'],893 comments,https://www.thegatewaypundit.com/2020/07/terrified-woman-mobbed-violent-protesters-hits-gas-escape-police-wont-arrest-let-drive-home/,Acaciavet,Julia Clark🇧🇷: Kiss my assssssss Buck whaet,,1,?,2,
211,The Gateway Pundit,WATCH: Rapper T.I. Says He Wants $1 Million In Reparations For Every African-…,['2020/07'],610 comments,https://www.thegatewaypundit.com/2020/07/watch-rapper-t-says-wants-1-million-reparations-every-african-american-video/,Acaciavet,What the Foxtrot Uniform Charlie Kilo is a TI,,0,0,2,
212,The Gateway Pundit,"Driver and Antifa-BLM Protester in Armed Standoff in Eugene, Oregon (Video)",['2020/07'],501 comments,https://www.thegatewaypundit.com/2020/07/driver-antifa-blm-protester-armed-standoff-eugene-oregon-video/,Acaciavet,So many asssssholess  not enough time,,1,?,2,
213,The Gateway Pundit,"Man Fires at 4 St. Louis Police Officers with Sawed-Off Shotgun, Then Rams Police Cr…",['2020/07'],477 comments,https://www.thegatewaypundit.com/2020/07/man-fires-4-st-louis-police-officers-sawed-off-shotgun-rams-police-cruiser-pursuit/,Acaciavet,Start Killing these Animals,,2,?,1,
214,The Gateway Pundit,Black Militia Vows to ‘Burn Down’ Louisville in Four Weeks if Cops Involved…,['2020/07'],562 comments,https://www.thegatewaypundit.com/2020/07/black-militia-vows-burn-louisville-four-weeks-cops-involved-death-breonna-taylor-arent-arrested/,Acaciavet,So the Zulus are talking trash.Well lets take the Trash out,,2,?,1,
215,The Gateway Pundit,"BREAKING: Protestor Shot in Austin By Someone Driving Through Crowd, ‘Appe…",['2020/07'],568 comments,https://www.thegatewaypundit.com/2020/07/breaking-protestor-shot-austin-someone-driving-crowd-appears-fatal-video/,Acaciavet,Another clown not breathing my free Air,,0,0,2,
216,The Gateway Pundit,BREAKING: Austin Police Confirm ‘Protester’ Shot and Killed By Motorist W…,['2020/07'],400 comments,https://www.thegatewaypundit.com/2020/07/breaking-austin-police-confirm-protester-shot-killed-motorist-carrying-rifle-may-approached-vehicle/,Acaciavet,Good shoot I say,,2,?,2,
217,The Gateway Pundit,BLM Protester Fatally Shot in Austin: 'People Who Hate Us' Are 'Too Big of P-ss…,['2020/07'],2207 comments,https://www.thegatewaypundit.com/2020/07/blm-protester-fatally-shot-austin-people-hate-us-big-p-ssies-actually-anything/,Acaciavet,Rambo Jr kind of got it shoved up his Nose,,1,?,0,
218,The Gateway Pundit,SATURDAY: Antifa Cells Announce Day Of Retribution Across US After Feds Quell Ri…,['2020/07'],1691 comments,https://www.thegatewaypundit.com/2020/07/saturday-antifa-cells-announce-day-retribution-across-us-feds-quell-riots-portland/,Acaciavet,Like I said I see A black hoody and a Bandana I shoot it.,Ron Hiel,4,?,2,
219,The Gateway Pundit,SATURDAY: Antifa Cells Announce Day Of Retribution Across US After Feds Quell Ri…,['2020/07'],1691 comments,https://www.thegatewaypundit.com/2020/07/saturday-antifa-cells-announce-day-retribution-across-us-feds-quell-riots-portland/,Acaciavet,I am so sick of that Fist thing. In 1974 I ran an Auto PArts Store near the Ghetto in Buffalo.Some novility company came out with the fist and A Crown that both fit on the dashboards. Let me tell next to the Porta Wall Sales these moved like hot cakes.All the Bros back then Loved the Caddy and the Buick 225,,0,0,0,
220,The Gateway Pundit,SATURDAY: Antifa Cells Announce Day Of Retribution Across US After Feds Quell Ri…,['2020/07'],1691 comments,https://www.thegatewaypundit.com/2020/07/saturday-antifa-cells-announce-day-retribution-across-us-feds-quell-riots-portland/,Acaciavet,Dear Punks i see a black Hoddie and A Mask I shoot it.You aint going to mess up my peacfull town here in the 308 Area code,,1,?,2,
221,The Gateway Pundit,America-Hating WNBA Players from NY Liberty and Seattle Storm Walk Off Cour…,['2020/07'],598 comments,https://www.thegatewaypundit.com/2020/07/america-hating-wnba-players-ny-liberty-seattle-storm-walk-off-court-protest-national-anthem-played-video/,Acaciavet,She coones make me laugh. Da play Basset Ball Just axe one of those MENSA mebers da tell you dat da smart,,0,0,1,
222,The Gateway Pundit,"All-Black Armed ""Not F**king Around Coalition"" Holds Rally in Memphis -- Me…",['2020/07'],820 comments,https://www.thegatewaypundit.com/2020/07/black-armed-not-fking-around-coalition-holds-rally-memphis-member-gets-shot-members-start-fking-around/,Acaciavet,ya got to love the negro,,1,?,1,
223,The Gateway Pundit,Black Trump Supporter Shot to Death in Milwaukee Hours After Pro-Trump Interv…,['2020/07'],632 comments,https://www.thegatewaypundit.com/2020/07/black-trump-supporter-shot-death-milwaukee-hours-pro-trump-interview-motive-not-clear/,Acaciavet,BLM does suck Charlie Oscar Charlie  Kilo,,3,?,2,
224,The Gateway Pundit,"Antifa in Portland Plays Dress-Up Again: First They Were ""Moms"" Out at 2 in the…",['2020/07'],330 comments,https://www.thegatewaypundit.com/2020/07/antifa-portland-plays-dress-first-moms-2-morning-last-night-pretended-us-veterans/,Acaciavet,A real Veteran stands for law and Order a fake prk is a douche with out a bag.,,1,?,2,
225,The Gateway Pundit,"Antifa in Portland Plays Dress-Up Again: First They Were ""Moms"" Out at 2 in the…",['2020/07'],330 comments,https://www.thegatewaypundit.com/2020/07/antifa-portland-plays-dress-first-moms-2-morning-last-night-pretended-us-veterans/,Acaciavet,A real Veteran stands for law and Order a fake prick is a douche with out a bag.,,0,0,2,
226,The Gateway Pundit,"Antifa in Portland Plays Dress-Up Again: First They Were ""Moms"" Out at 2 in the…",['2020/07'],330 comments,https://www.thegatewaypundit.com/2020/07/antifa-portland-plays-dress-first-moms-2-morning-last-night-pretended-us-veterans/,Acaciavet,Stolen Valor is and now I am pissed,hatsylady,0,0,0,
227,The Gateway Pundit,Oregon Attorney General Loses Court Motion To Restrain Feds From Stopping…,['2020/07'],535 comments,https://www.thegatewaypundit.com/2020/07/oregon-attorney-general-loses-court-motion-restrain-feds-stopping-rioters-portland/,Acaciavet,Blo me you ugly piece of trash,,1,?,2,
228,The Gateway Pundit,Special Education Teacher Who Encouraged Black Lives Matter Supporte…,['2020/07'],409 comments,https://www.thegatewaypundit.com/2020/07/special-education-teacher-encouraged-black-lives-matter-supporter-kill-white-baby-viral-photo-no-longer-employed-school-district/,Acaciavet,"Listen to super coone,please come to the 308 area code!",,0,0,1,
229,The Gateway Pundit,"DOJ: 18 Arrested, Face Federal Charges After Week of Riots at Federal Courthous…",['2020/07'],164 comments,https://www.thegatewaypundit.com/2020/07/doj-18-arrested-face-federal-charges-week-riots-federal-courthouse-portland/,Acaciavet,Send them to Gitmo,,5,?,2,
230,The Gateway Pundit,WATCH LIVE: Multiple Arrests as Black Lives Matter Tries to Protest in Ultra-Lib…,['2020/07'],422 comments,https://www.thegatewaypundit.com/2020/07/watch-live-multiple-arrests-black-lives-matter-tries-protest-ultra-liberal-beverly-hills/,Acaciavet,Listen to the Douche talking about organ donnor.I would not give that black clown anything,,0,0,2,
231,The Gateway Pundit,WATCH LIVE: Multiple Arrests as Black Lives Matter Tries to Protest in Ultra-Lib…,['2020/07'],422 comments,https://www.thegatewaypundit.com/2020/07/watch-live-multiple-arrests-black-lives-matter-tries-protest-ultra-liberal-beverly-hills/,Acaciavet,True Rebel Dress wearers I see,,0,0,0,
232,The Gateway Pundit,WATCH LIVE: Multiple Arrests as Black Lives Matter Tries to Protest in Ultra-Lib…,['2020/07'],422 comments,https://www.thegatewaypundit.com/2020/07/watch-live-multiple-arrests-black-lives-matter-tries-protest-ultra-liberal-beverly-hills/,Acaciavet,Look At The Douce with the note pad real bad assssss,,0,0,0,?
233,The Gateway Pundit,WATCH LIVE: Multiple Arrests as Black Lives Matter Tries to Protest in Ultra-Lib…,['2020/07'],422 comments,https://www.thegatewaypundit.com/2020/07/watch-live-multiple-arrests-black-lives-matter-tries-protest-ultra-liberal-beverly-hills/,Acaciavet,Look At The Douce with the note pad real bad ass,,0,0,0,?
234,The Gateway Pundit,All Yankees and Nationals Players and Coaches Take a Knee Before National Ant…,['2020/07'],1250 comments,https://www.thegatewaypundit.com/2020/07/yankees-nationals-players-coaches-take-knee-national-anthem-opening-night/,Acaciavet,Baseball like football will never be on my TV,,2,?,2,?
235,The Gateway Pundit,"Maryland County Police Chief Resigns Citing Reforms, 'I Will Not Be a Part of a…",['2020/07'],176 comments,https://www.thegatewaypundit.com/2020/07/maryland-county-police-chief-resigns-citing-reforms-will-not-part-movement-endangers-law-enforcement/,Acaciavet,Blue Lives matter the most  Foxtrot Uniform Charlie  KLilo   BLM,,1,?,2,
236,The Gateway Pundit,Mayor Lori Lightfoot Calls on the People of Chicago to Snitch on DHS/Border Patrol…,['2020/07'],827 comments,https://www.thegatewaypundit.com/2020/07/mayor-lori-lightfoot-calls-people-chicago-snitch-dhs-border-patrol-etc-ordered-city-drive-violent-crime/,Acaciavet,Right On My Brother,Guest,0,0,0,
237,The Gateway Pundit,Mayor Lori Lightfoot Calls on the People of Chicago to Snitch on DHS/Border Patrol…,['2020/07'],827 comments,https://www.thegatewaypundit.com/2020/07/mayor-lori-lightfoot-calls-people-chicago-snitch-dhs-border-patrol-etc-ordered-city-drive-violent-crime/,Acaciavet,Foxtrot Uniform Charlie Kilo Buckwheat,,3,?,2,
238,The Gateway Pundit,"WHAT IS A ‘MEAL’? The New Rules For Bars And Restaurants In CA, NY Are Unbelieva…",['2020/07'],340 comments,https://www.thegatewaypundit.com/2020/07/meal-new-rules-bars-restaurants-ca-ny-unbelievable/,Acaciavet,Foxtrot Uniform Charlie Kilo Cuomo,,0,0,2,
239,The Gateway Pundit,UPDATE: Navy Is Investigating Uniformed Sailor Sarah Dudrey for Busting into Pro-…,['2020/07'],1140 comments,https://www.thegatewaypundit.com/2020/07/update-navy-investigating-uniformed-sailor-sarah-dudrey-busting-pro-trump-rally-harassing-protesters-screaming-fk-trump/,Acaciavet,Article 15 the whoree,,2,?,2,
240,The Gateway Pundit,Man in His 20s Killed in Double Shooting at Galleria Mall in St. Louis,['2020/07'],164 comments,https://www.thegatewaypundit.com/2020/07/man-20s-killed-double-shooting-galleria-mall-st-louis/,Acaciavet,Black ones I see.Yes sir BLM,,0,0,2,
241,The Gateway Pundit,Boston Red Sox Unveil Ridiculous 250 Foot Black Lives Matter Mural Next to Fenway…,['2020/07'],523 comments,https://www.thegatewaypundit.com/2020/07/boston-red-sox-unveil-ridiculous-250-foot-black-lives-matter-mural-next-fenway-park/,Acaciavet,I tossed out football years ago see ya later baseball.Foxtrot Uniform Charlie Kilo  BLM,,1,?,2,
242,The Gateway Pundit,"Joe Biden Gets Confused, Forgets What He’s Saying, Has to Be Prompted by Staff…",['2020/07'],235 comments,https://www.thegatewaypundit.com/2020/07/joe-biden-gets-confused-forgets-what-hes-saying-has-to-be-prompted-by-staffer-during-livestream-video/,Acaciavet,So many Douches and not enough bags!,,4,?,2,
243,The Gateway Pundit,DISGUSTING! Navy Aviation Boatswain's Mate 2nd Class Sarah Dudrey Busts into…,['2020/07'],958 comments,https://www.thegatewaypundit.com/2020/07/disgusting-navy-aviation-boatswains-mate-2nd-class-sarah-dudrey-busts-pro-trump-rally-screaming-fck-trump-discharged/,Acaciavet,This broads carrer is over Guarantee it,,2,?,2,
244,The Gateway Pundit,These People Are Nuts: Broward County Officials Now Require Citizens Wear Mas…,['2020/07'],1052 comments,https://www.thegatewaypundit.com/2020/07/people-nuts-broward-county-officials-now-require-citizens-wear-masks-within-homes/,Acaciavet,How they going to enforce that!,,0,0,0,
245,The Gateway Pundit,"Antifa and Black Lives Matter Rioters Smash Amazon Store in Seattle, Attack T…",['2020/07'],447 comments,https://www.thegatewaypundit.com/2020/07/antifa-black-lives-matter-rioters-smash-amazon-store-seattle-attack-tv-news-crew-police-precinct-video/,Acaciavet,Ok Chump whats the other Alternative? I will  await  your reply,Our Bloody Mary Hospital,0,0,0,
246,The Gateway Pundit,"Antifa and Black Lives Matter Rioters Smash Amazon Store in Seattle, Attack T…",['2020/07'],447 comments,https://www.thegatewaypundit.com/2020/07/antifa-black-lives-matter-rioters-smash-amazon-store-seattle-attack-tv-news-crew-police-precinct-video/,Acaciavet,"Dont worry sweetheart,We do our own recon!",Vitaly Goji,0,0,0,
247,The Gateway Pundit,"Antifa and Black Lives Matter Rioters Smash Amazon Store in Seattle, Attack T…",['2020/07'],447 comments,https://www.thegatewaypundit.com/2020/07/antifa-black-lives-matter-rioters-smash-amazon-store-seattle-attack-tv-news-crew-police-precinct-video/,Acaciavet,You folks need to start killing these Animals now.Hunt them get them alone and eliminate them!,,10,?,1,
248,The Gateway Pundit,Michelle Malkin Attacked by Antifa and Black Lives Matter Thugs at Denver Back…,['2020/07'],1416 comments,https://www.thegatewaypundit.com/2020/07/michelle-malkin-attacked-antifa-black-lives-matter-thugs-denver-back-blue-rally-sends-law-order-sos-president-trump/,Acaciavet,Live rounds make these bastardss disapear.,,3,?,2,
249,The Gateway Pundit,Roger Stone Responds To Racial Smear From Leftwing Radio Host,['2020/07'],185 comments,https://www.thegatewaypundit.com/2020/07/roger-stone-responds-racial-smear-leftwing-radio-host/,Acaciavet,Has this clown looked in the Mirror? I vote Negro,,1,?,1,
250,The Gateway Pundit,"Violent Portland Rioters Chant 'Every City, Every Town, Burn the Precincts to the Gr…",['2020/07'],239 comments,https://www.thegatewaypundit.com/2020/07/portland-rioters-chant-every-city-every-town-burn-precincts-ground-51st-day-protests/,Acaciavet,Tell ya what  Antifa  A holes when we start making you prickss disapear and we will stand  by for A Ram! God bless IRA tactics,,0,0,,
251,The Gateway Pundit,CNN Pushes Joe Biden As A 'Man Of Faith' Who Can Win Over Evangelical Voters,['2020/07'],418 comments,https://www.thegatewaypundit.com/2020/07/cnn-pushes-joe-biden-man-faith-can-win-evangelical-voters/,Acaciavet,Blo me Joe! Isnt that what they all say down at the all nude male bath house?,,0,0,,
252,The Gateway Pundit,“F*** THE PEACEFUL PROTESTS” Shouts Angry BLM Leader At Portland Rally (VID…,['2020/07'],287 comments,https://www.thegatewaypundit.com/2020/07/f-peaceful-protests-shouts-angry-blm-leader-portland-rally-video/,Acaciavet,Dear Charlie Uniform November Tango.Come to the 308 area code and try that stuff and I promise A 180 Grain Lobotomy!,,1,?,,
