,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive?,
148,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,A slow death by tickling from Hillary in Victoria's Secret lingerie?I apologize.I crossed the line....ha ha ha,Contra1,0,0,0,
149,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Jumbo shrimp and military intelligence????,Postmaster General John_33 🐼,2,?,0,
150,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,As real as the mini Stonehenge.oi oi,Mine Goes To Eleven,2,?,0,
151,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,sssshhhhhhh,Deplorable MolonLabeSC,1,?,,
152,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Somebodys left the phone off the hook.An accident I'm sure.,SisterMary,0,0,,
153,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"Wasting time,useless articles however intriguing,misinformation,faulty and misleading info and a lot of reverse psychology and psychobabble Mike.Never ever the truth.It just wouldn't do.Having worked at or near Foggy Bottom as a Colibri rep.for a short hitch confusion,malfeasance and ego seemed to be the order of the day.",Mike Lu,1,?,,
154,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Justkillem,Q Smyth,1,?,,
155,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Great minds eh?I've a feeling we're not the only ones ha haAnd you know the freaks we go up against are cowards but ruthless.Like fighting your way out of the ghetto.As hyenas isolate and pick off the week this is what to expect....that and the unexpected.It's probably the one time we'll not be complaining about how inept the government really is.Your avatar a Blackbird?Good on ya.Can't sée too good.Peace,Contra1,0,0,,
156,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,I don't believe it's as regular as some may think but Op.J ade Helm is and has been a failure and unpopular.It's about as effective and reliable as their failed M anchurian Candidate.They keep holding my posts.And God bless you Patriot,Sunislocal,1,?,,
157,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,A very good doc.Op.M ockingbirdHillar y is a child and product of that program.That proves how defective and imperfect it is.GIGO,Gerardo estevez,1,?,,
158,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"That type of optimism is one of the biggest reasons we'll win Mark.Besides the fact we have God on our side which means God is against them and the fact that we are righteous...not perfect by any means but that they court evil and choose the devil and bad over good.This is all pre determined,we must stay the course and not waver in our determination and optimism.Praise God and pass the ammo please.",Mark Garlington,1,?,,
159,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"It's a two horse raceThere's always the chance of a broken leg...or two.Ingenious AlGoreithims or not,Right will always win out.The shoot horses,don't they?Peace",cashills,0,0,,
160,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Executed not prosecuted.,Sunislocal,0,0,,
161,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Excellent summation counselor.Bravo.,Contra1,2,?,,
162,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,When they see their leaders abandoning them and being cut down in front of them it will start to fall apart.It's not near as well planned out as you might think.Large stockpiles are useless without willing hands.We citizens have half a billion guns and most are familiar with how to use them and many are skilled beyond the scope of the Lefts hopes and expectations.They're afraid to give live rounds to troops and guardsmen ffs.,Sunislocal,0,0,,
163,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"Maybe the generals Obama installed but like the police,the rank and file are with Patriots all of the way.The Left has overplayed it's hand once again and tho it won't be pretty or easy they have self identified all the way up and down so when the hammer falls we'll know exactly who is who which is already pretty clear.God being on our side is what's truly important to me.I wouldn't want to be in their shoes when this goes down cuz I'm giving no quarter nor expecting none.Peace",Sunislocal,9,?,,
164,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"We may have to take a more ""hands on"" approach to citizens interacting in government.😇",Julie,4,?,,
165,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,Thank you Mr. Hank Johnson.He is epic in his stupidity.,Shilo1958,6,?,,
166,The Gateway Pundit,UPDATE: After TGP Report This Morning on 'Defeat DisInfo' Using US Military AI to T…,['2020/09'],189 comments,https://www.thegatewaypundit.com/2020/09/update-tgp-report-morning-defeat-disinfo-using-us-military-ai-target-trump-supporters-website-suddenly-vanishes-internet/,Feel Lucky?,"I'm sure he's still keeping his uh...""hand"" in there.",BigFoot,4,?,,
167,The Hill,Biden vows to be 'strongest labor president you've ever had',[],3465 comments,https://thehill.com/regulation/labor/515386-biden-vows-to-be-strongest-labor-president-youve-ever-had,Feel Lucky?,Have a nice gay.,ERISIAN DISCORD,0,0,,
168,The Hill,Biden vows to be 'strongest labor president you've ever had',[],3465 comments,https://thehill.com/regulation/labor/515386-biden-vows-to-be-strongest-labor-president-youve-ever-had,Feel Lucky?,YeahObama sucked.But he's gone now and we've got the best president in our history.Live it up.,ERISIAN DISCORD,0,0,,
169,Vidmax,"Man Tells Another To Wear A Mask In The Store, Man Walks Away, Gets Sucker Pun…",[],168 comments,https://vidmax.com/video/198167-man-tells-another-to-wear-a-mask-in-the-store-man-walks-away-gets-sucker-punched-into-next-week,Feel Lucky?,Works for me.,Dale Harris,0,0,,
170,Vidmax,"Man Tells Another To Wear A Mask In The Store, Man Walks Away, Gets Sucker Pun…",[],168 comments,https://vidmax.com/video/198167-man-tells-another-to-wear-a-mask-in-the-store-man-walks-away-gets-sucker-punched-into-next-week,Feel Lucky?,"Gesundheit.Dammit,I had to use goggle just to spell that.In the immortal words of someone""Can't we all just get along?""",George Penwell,2,?,,
171,Vidmax,"Man Tells Another To Wear A Mask In The Store, Man Walks Away, Gets Sucker Pun…",[],168 comments,https://vidmax.com/video/198167-man-tells-another-to-wear-a-mask-in-the-store-man-walks-away-gets-sucker-punched-into-next-week,Feel Lucky?,What a surprise.A sucker punch from a man of colour....YELLOW.What a piece of shit.He'll die in an alley way getting shot in the head in a drug deal gone good.,George Penwell,13,?,,
172,theamericanconservative,"After Trump Loss, 'Deplorables' Will Be the Democrats' First Target",[],875 comments,https://www.theamericanconservative.com/articles/after-trump-loss-deplorables-will-be-the-democrats-first-target/,Feel Lucky?,I'm with you.The Left has no idea of our capabilities and is in for a rude awakening.I wish it weren't so but we'll travel the path we must.To judge us by the Left's standards is a fatal flaw in their thinking.The Left ALWAYS overplays their hand.Peace,Guest,2,1,,
173,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,"""We'll all swing from nooses""Almost makes me giddy with anticipation.",extra salt,3,?,,
174,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,"May Job's wife and he both turn into pillars of salt....along w Bezos,S oros and sons and Bill and Melinda Gates.That's all I've got to say about that.....til I think of something else to say...about those lying,treasonous weaselzippers.KAG TRUMP",Czechster,5,?,,
175,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,"I appreciate your modesty badlands,but you know the pain and sensation.Like yours,I felt mine were nothing compared to Bobby's.I lost 3 fingers on my right hand(but kept my trigger finger..ha) The prosthetic legs served me well tho as I age they're much harder to use.My sergeant Pete was burnt over 90% of his body and still lived a full life with his wife and kids taking it in stride and he showed me the path as mine were minor compared to losing nose,ears,hair and plumbing.He passed just 2 years ago and I'm forever grateful for his friendship and courage.We took that round 26 years before he passed and I never once heard him complain,only to praise God for all he did have.Thanks for your kind words.RIP Pete",badlands,4,?,,
176,The Gateway Pundit,State Officials Confirm El Derado Fire of 7050 Acres Was Started by Pyrotechnics…,['2020/09'],199 comments,https://www.thegatewaypundit.com/2020/09/state-officials-confirm-el-derado-fire-7050-acres-started-pyrotechnics-gender-reveal-party/,Feel Lucky?,"Mommy,was I an accident?No honey,you were a catastrophe.",US_Auslander,25,?,,
177,The Gateway Pundit,State Officials Confirm El Derado Fire of 7050 Acres Was Started by Pyrotechnics…,['2020/09'],199 comments,https://www.thegatewaypundit.com/2020/09/state-officials-confirm-el-derado-fire-7050-acres-started-pyrotechnics-gender-reveal-party/,Feel Lucky?,Yes,Infinite79,0,0,,
178,Vidmax,Louisiana Police On Leave After Donkey Punching 16 Year Old During Rough Arrest,[],20 comments,https://vidmax.com/video/198166-louisiana-police-on-leave-after-donkey-punching-16-year-old-during-rough-arrest,Feel Lucky?,"One cannot ""donkey punch"" a primate.He should have used his baton until the ""youth"" complied.Cops have to anticipate being attacked whilst making lawful arrests because Black Live Kill if Popeye's run out of chicken.Musta been a typo where the article said he was released to his parents.",TheyHateMe,4,?,,
179,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,"Yes sir,He is a true hero.He went through hell on earth and came out the other side.Skin debridement is a horrible procedure and to have it on one's face??!!The Hell the Left is going to has no exits or anesthetics.Peace",Marx’s Credit Card,4,?,,
180,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,A bunch of REMFs in need of a blanket party.MSM are unindicted co-conspritors in the ongoing coup attempt on President Trump.KAG,Michael Myers,0,0,,
181,The Gateway Pundit,“It’s Not True! People Stop Using Me… Stop Using My Image!” – US Veteran Tells…,['2020/09'],302 comments,https://www.thegatewaypundit.com/2020/09/not-true-people-stop-using-stop-using-image-us-veteran-tells-liberal-media-far-left-groups-quit-using-face-trump-hit-pieces-video/,Feel Lucky?,"Bobby Henline is no loser.4 tours is an incredible achievement.He is a brave patriot who should be held up as the Left has none of these heroes just wannabes,has beens and also rans.White phosphorus is no joke.#RESPECT",Marx’s Credit Card,17,?,,
182,Vidmax,Rochester HS Assistant Principles Chants 'F*ck The Police' During BLM Protest,[],58 comments,https://vidmax.com/video/198142-rochester-hs-assistant-principles-chants-f-ck-the-police-during-blm-protest,Feel Lucky?,Or my Sportster.My wife can do.My balls hurt for days afterwards.If this phag has any balls it's a bet his boyfriend carries them in his murse.,KingOfAllAnimals,0,0,,
183,The Gateway Pundit,"Congratulations John, You Raised a Terrorist! -- Antifa Son of Hollywood Act…",['2020/09'],313 comments,https://www.thegatewaypundit.com/2020/09/congratulations-john-raised-terrorist-antifa-son-hollywood-actor-john-malkovich-arrested-portland/,Feel Lucky?,Those facial tattoos.WTH are they thinking doing that.They need to be removed with a sledgehammer.imo,Lottacats,2,?,,
184,The Gateway Pundit,White House Economic Advisor Larry Kudlow Shares a Personal Story About H…,['2020/09'],86 comments,https://www.thegatewaypundit.com/2020/09/white-house-economic-advisor-larry-kudlow-shares-personal-story-recovery-alcoholism-past-25-years/,Feel Lucky?,"In the scheme of things,it won't be long for any of us.Pelosi could possibly outlive you or any of us.",2020doc,0,0,,
185,The Gateway Pundit,White House Economic Advisor Larry Kudlow Shares a Personal Story About H…,['2020/09'],86 comments,https://www.thegatewaypundit.com/2020/09/white-house-economic-advisor-larry-kudlow-shares-personal-story-recovery-alcoholism-past-25-years/,Feel Lucky?,I also enjoyed drinking...too much.Been quit 21 years with God's grace this year and though I despise Pelosi I pray she too finds God in her life and helps America and stops hurting us and herself.I not only found sobriety but some humility but lost so many good people on the way.,toca m4n,5,?,,
186,Vidmax,"Armed Black Radical Militia, NFAC, Show Up To Kentucky Derby, Chant BLACK PO…",[],28 comments,https://vidmax.com/video/198134-armed-black-radical-militia-nfac-show-up-to-kentucky-derby-chant-black-power,Feel Lucky?,"That must be their""fat formation"".They didn't have that when I served.Did any friendly fire occur?",BRN TYL,0,0,,
187,Vidmax,"ANTIFA Member Tosses Molotov At Cops, Ends Up Lighting BLM Activist On Fire Ins…",[],87 comments,https://vidmax.com/video/198136-antifa-member-tosses-molotov-at-cops-ends-up-lighting-blm-activist-on-fire-instead,Feel Lucky?,It makes my pants want to get up and dance.Old Dr.Hook and the Medicine Show I think.,Formally,1,?,,
188,Vidmax,"ANTIFA Member Tosses Molotov At Cops, Ends Up Lighting BLM Activist On Fire Ins…",[],87 comments,https://vidmax.com/video/198136-antifa-member-tosses-molotov-at-cops-ends-up-lighting-blm-activist-on-fire-instead,Feel Lucky?,"Trump may just render the Soros family to Gitmo or back to Hungary.They would like to ""talk"" to them.",Mike Ehrmantraut,2,?,,
189,Vidmax,Just Another Day In Florida - Videos,[],9 comments,https://vidmax.com/video/197221-just-another-day-in-florida,Feel Lucky?,You dirty mushroom.,Gabe,0,0,,
190,Vidmax,ANTIFA Tough Guy Spills The Beans On Who Is Backing And Bailing Them Out Of Jail,[],36 comments,https://vidmax.com/video/197149-antifa-tough-guy-spills-the-beans-on-who-is-backing-and-bailing-them-out-of-jail,Feel Lucky?,It's a real thing.Believe me.,George Penwell,0,0,,
191,Vidmax,ANTIFA Tough Guy Spills The Beans On Who Is Backing And Bailing Them Out Of Jail,[],36 comments,https://vidmax.com/video/197149-antifa-tough-guy-spills-the-beans-on-who-is-backing-and-bailing-them-out-of-jail,Feel Lucky?,ObamaTrump will clean it up.,Rev180,0,0,,
192,Vidmax,Trump Supporter Gets Knocked Out Bloody After Unhinged BLM Woman Threw Her D…,[],33 comments,https://vidmax.com/video/198155-trump-supporter-gets-knocked-out-bloody-after-unhinged-blm-woman-threw-her-drink-on-him,Feel Lucky?,And repeatedly chitters the same sounds and obscene gestures over and over ad nauseam whilst flinging and eating their own poo.Disgusting creatures wot.One must realise that with the abilities of a retarded child they are easily overwhelmed as my esteemed colleague mentioned moments ago.,Undertow,6,?,,
193,Vidmax,Tempe Police Officer In Hot Water For Hold A Black Man At Gunpoint While Searchin…,[],12 comments,https://vidmax.com/video/198156-tempe-police-officer-in-hot-water-for-hold-a-black-man-at-gunpoint-while-searching-for-white-suspect,Feel Lucky?,"He shoulda shot the guy on his knees for being a little bitch and the punk boy in the hall ""ain't got nothin' to do with me"" for being a dick.",,1,?,,
194,Vidmax,RACIST BLM Thugs Terrorize White People At Pittsburg Eatery,[],61 comments,https://vidmax.com/video/198146-racist-blm-thugs-terrorize-white-people-at-pittsburg-eatery,Feel Lucky?,I thought you were a crack baby the way you cry alla time Piggy.,Wigga Pigga Mockery,2,?,,
195,Vidmax,RACIST BLM Thugs Terrorize White People At Pittsburg Eatery,[],61 comments,https://vidmax.com/video/198146-racist-blm-thugs-terrorize-white-people-at-pittsburg-eatery,Feel Lucky?,You were never here you piece of shit.Go flush yourself.Don't forget to wipe.,Wigga Pigga Mockery,5,?,,
196,Vidmax,RACIST BLM Thugs Terrorize White People At Pittsburg Eatery,[],61 comments,https://vidmax.com/video/198146-racist-blm-thugs-terrorize-white-people-at-pittsburg-eatery,Feel Lucky?,"No,I think their grace period is near up.The smart blacks and whites now know that Nadler's Myth was a lie all along.When the middle class snaps then it'll be like Adm.Yamamoto said after Pearl Harbour...""I fear we have awakened a sleeping giant""When the hammer falls you'll see women like my wife who is finally convinced black lives don't matter cuz they sure don't matter to blacks and the white lackeys she said she loathes even more.She's sweet and didn't want to think like this.""Behind every blade of grass...is a pissed off suburban woman w a Glock .40 and knows how to use it.",Just another ni..black person.,4,?,,
197,Vidmax,ANTIFA Chick Learns About Gender Equality When She Punches Back The Bl…,[],100 comments,https://vidmax.com/video/197872-antifa-chick-learns-about-gender-equality-when-she-punches-back-the-blue-supporter-gets-ktfo,Feel Lucky?,"Don't know how I missed this one.You just whistle and I'll be there Charlie.Car or no.I gotta make a move soon buddy.Besides,who wouldn't pick up a one legged hitch hiker?Peace",c.brown,0,0,,
198,Vidmax,ANTIFA Chick Learns About Gender Equality When She Punches Back The Bl…,[],100 comments,https://vidmax.com/video/197872-antifa-chick-learns-about-gender-equality-when-she-punches-back-the-blue-supporter-gets-ktfo,Feel Lucky?,"Tension increasing.The air is crackling with electricity.If it keeps on rainin',levee's goin' to breakMean ol' levee,taught me to weep and moanIt's got what it takes to make this mountain man leave his homeOh well,oh well,oh wellI hope you're well and wife and her dad are okay.I hope the old boy is gaining strength.It's a bitch keepin your head on a swivel 24/7/365 eh?Semper Fi Charlie my brother.Peace",c.brown,1,?,,
199,Vidmax,"BLM Spokesman Calls For Ripping Trump From Office Now, Burn Down City",[],41 comments,https://vidmax.com/video/198003-blm-spokesman-calls-for-ripping-trump-from-office-now-burn-down-city,Feel Lucky?,I crack myself up.,Gabe,0,0,,
200,Vidmax,"WHITE BLM Protester Uses The N Word, Then Blames Hip Hop For His Stupidity",[],32 comments,https://vidmax.com/video/198152-white-blm-protester-uses-the-n-word-then-blames-hip-hop-for-his-stupidity,Feel Lucky?,Let's make that 2 stupid fucking self loathing white assholes licking the asses of BLMers.,,4,?,,
201,Vidmax,"BLM In Rochester: 'Let's Direct This Energy At White Folks Tonight, Cous'",[],9 comments,https://vidmax.com/video/198147-blm-in-rochester-let-s-direct-this-energy-at-white-folks-tonight-cous,Feel Lucky?,"I have some muzzle energy I'm waiting to direct back at them.We'll have a blast....well,they will.",Just another ni..black person.,4,?,,
202,Vidmax,"Wild Shootout At Massive Parking Lot Party In Kalamazoo, 2 Shot",[],5 comments,https://vidmax.com/video/198148-wild-shootout-at-massive-parking-lot-party-in-kalamazoo-2-shot,Feel Lucky?,Enough to keep an Agnostic dyslexic up all night wondering if there really is a dog.,,0,0,,
203,Vidmax,3 On 1 Fight Is South Philly Didn't Seem Fair So Big Homie Jumps In To Equalize!,[],31 comments,https://vidmax.com/video/198150-3-on-1-fight-is-south-philly-didn-t-seem-fair-so-big-homie-jumps-in-to-equalize,Feel Lucky?,I thought the big one ripped the little ones tail off.,,4,?,,
204,Vidmax,"The MOST INSANE Street Fight Included Fists, Chairs, Tables, Bicycles And Massiv…",[],16 comments,https://vidmax.com/video/198151-the-most-insane-street-fight-included-fists-chairs-tables-bicycles-and-massive-wood-beams,Feel Lucky?,I saw a Turk get nailed in the head by an Ottoman.,,2,?,,
205,Vidmax,Armed Standoff With SWAT Ends With Suspect Shot In The Ass,[],12 comments,https://vidmax.com/video/198149-armed-standoff-with-swat-ends-with-suspect-shot-in-the-ass,Feel Lucky?,Shot in the ass I told my wife.Rectum she said.Wrecked him?Damn near killed him.,,2,?,,
206,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,"No,you're not.But if that gets you to sleep at night then you just keep telling yourself that Mr.Bone.",Herring Bone,0,0,,
207,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,"I love Sturgis and the ride there,the Black Hills and living near Daytona all my life it's a great change of pace.The people and police in Sturgis were more than hospitable.The women...phenomenal...Leftist women must be what inspired Billy Shakespeare's ""Taming of the Shrew"". Yes,you're correct too as the women there could easily clean those soi boi's clocks and send them home in a cardboard box.Real women.Peace",Liberius Lucanus,2,?,,
208,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,"Insightful,concise comment.Thank you.I agree.",HillaryIsALoser,2,?,,
209,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,"See Kyle Rittenhouse.That was  no fist fight that Patriot was in.It was a fight for freedom,private property,inalienable rights and the continued pursuit of happiness.FREE SAINT KYLE",Liberius Lucanus,3,?,,
210,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,Operation Mockingbird in particular.Excellent comments...thank youPeaceKAG TRUMP,Sunislocal,3,?,,
211,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,Which comment above in particular blames Muslims as you say.I'll wait kid......,Yankee Lampshade,2,?,,
212,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,He's not that smart.,Tenacious Deplorable,2,?,,
213,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,I'm with you.He's a Blamer and complainer and is talking out his tailpipe.,Draugr Hessler,2,?,,
214,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,Better a Boomer than a Blamer like Herring Bonehead.He needs to get his mind right.Good to see you sweetie.I know you're a true patriot.Peace,Pelatiah Adams,1,?,,
215,The Gateway Pundit,EXCLUSIVE: Militant Leftist Attempts to Kill Conservative Activist After Memorial for…,['2020/09'],980 comments,https://www.thegatewaypundit.com/2020/09/exclusive-militant-leftist-attempts-kill-conservative-activist-memorial-trump-supporter-murdered-portland-antifa-videos/,Feel Lucky?,WelcomeYou lost nothing good and you have gained life and most importantly a seed of the truth.Good luck.,ruser,13,?,,
216,The Gateway Pundit,"America-Hating Democrat Ilhan Omar Praises Violent ""Uprisings"" in Minneapol…",['2020/09'],489 comments,https://www.thegatewaypundit.com/2020/09/america-hating-democrat-ilhan-omar-praises-violent-uprisings-minneapolis-kenosha-fundamentally-change-america-video/,Feel Lucky?,And enrich themselves at our expense whilst biting the hand.,Sunislocal,1,?,,
