,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Comments,Misinformation?,Ordinary/Hate/Offensive?,"Political vs other, insinuations, "
67,RedState.com - Conservative Blog & Conservative News Source,House Democrats Still Trying to Save Chubby Resistance Hero MISTER Alexand…,['2020/07/22'],41 comments,https://www.redstate.com/streiff/2020/07/22/house-democrats-still-trying-to-save-chubby-resistance-hero-mister-alexander-vindman/,patriot45,"Vindman is a participant in a coup against a duly elected POTUS and as such should not only not get a promotion but be hanged for treason, plain and simple.  He should be indicted, tried and hung ASAP.",,7,?,"Vindman is a participant in a coup against a duly elected POTUS and as such should not only not get a promotion but be hanged for treason, plain and simple.  He should be indicted, tried and hung ASAP.",1,1,
68,RedState.com - Conservative Blog & Conservative News Source,Judicial Watch Founder Has an Ominous Prediction About the Durham Investigation,['2020/07/21'],87 comments,https://www.redstate.com/bonchie/2020/07/21/judicial-watch-founder-has-an-ominous-prediction-about-the-durham-report/,patriot45,"Should Durham conclude no action be taken against these obvious traitors then our responsibility as citizens must be to realize our justice system is corrupt and we must remove the current system ASAP, we have no choice.",,3,?,"Should Durham conclude no action be taken against these obvious traitors then our responsibility as citizens must be to realize our justice system is corrupt and we must remove the current system ASAP, we have no choice.",0,2,
69,RedState.com - Conservative Blog & Conservative News Source,Walmart’s Big Announcement on Thanksgiving 2020 Could Leave America…,['2020/07/21'],32 comments,https://www.redstate.com/beccalower/2020/07/21/walmarts-big-announcement-thanksgiving-2020-could-leave-americans-scrambling-on-black-friday/,patriot45,"who cares, the main items are essentials and we should already have them in house by now so close for years we are prepared whether these globalist operators are open or not.",,0,0,"who cares, the main items are essentials and we should already have them in house by now so close for years we are prepared whether these globalist operators are open or not.",0,0,
70,RedState.com - Conservative Blog & Conservative News Source,Community Leaders in Portland Call Out Anarchist Violence: We’ve ‘Had Enough’,['2020/07/20'],31 comments,https://www.redstate.com/nick-arama/2020/07/20/community-leaders-in-portland-call-out-anarchist-violence-weve-had-enough/,patriot45,"when the so called ""mothers"" left and the attack started then the shooting should have begun and then the attack would stop, damn the sobs and anarchists.",,1,?,"when the so called ""mothers"" left and the attack started then the shooting should have begun and then the attack would stop, damn the sobs and anarchists.",0,2,
71,RedState.com - Conservative Blog & Conservative News Source,BREAKING: St. Louis Circuit Attorney Weighs in on Charging the McCloskeys in…,['2020/07/20'],79 comments,https://www.redstate.com/nick-arama/2020/07/20/breaking-st.-louis-circuit-attorney-weighs-in-on-charging-the-mccloskeys-in-unreal-statement/,patriot45,shoot em lizbeth!,,2,?,shoot em lizbeth!,0,1,
72,RedState.com - Conservative Blog & Conservative News Source,Anthony Fauci Just Praised Andrew Cuomo’s Slaughter of Vulnerable New Yo…,['2020/07/19'],69 comments,https://www.redstate.com/streiff/2020/07/19/is-anthony-fauci-just-a-partisan-hack-or-is-he-actually-an-idiot/,patriot45,Fauci was compromised way before this virus was brought here by the democrats and his buddies Gates and Soros with the help and their collusion with the Chinese.  Trump has some plan or purpose to keep this obvious liar close by and i am sure takes any recommendations from him with much scrutiny and suspicion.,,0,0,Fauci was compromised way before this virus was brought here by the democrats and his buddies Gates and Soros with the help and their collusion with the Chinese.  Trump has some plan or purpose to keep this obvious liar close by and i am sure takes any recommendations from him with much scrutiny and suspicion.,1,2,
73,RedState.com - Conservative Blog & Conservative News Source,"Watch: Veterans Put Up Flags at Portland Federal Courthouse, Try to Defend It Fro…",['2020/07/19'],50 comments,https://www.redstate.com/nick-arama/2020/07/19/876627/,patriot45,shoot em lizbeth.,,1,?,shoot em lizbeth.,0,1,
74,RedState.com - Conservative Blog & Conservative News Source,"Pelosi Blames Trump for ‘Kidnapping Protesters,’ Paints Violent Antifa as ‘First…",['2020/07/18'],41 comments,https://www.redstate.com/nick-arama/2020/07/18/pelosi-blames-trump-for-kidnapping-protesters-paints-violent-antifa-as-first-amendment-speech/,patriot45,"shoot em, Lizbeth!",,0,0,"shoot em, Lizbeth!",0,1,
75,RedState.com - Conservative Blog & Conservative News Source,"Portland Organizer Reveals the Real Goal of the Actions There, and People Need to…",['2020/07/18'],76 comments,https://www.redstate.com/nick-arama/2020/07/18/portland-organizer-reveals-the-real-goal-of-the-actions-there-and-people-need-to-hear-it/,patriot45,These globalist pawns and fools will die believing they have done a great service for their cause and yet they only died because the people they claim to hate are the globalist's using them to do exactly what they claim to be against.,,1,?,These globalist pawns and fools will die believing they have done a great service for their cause and yet they only died because the people they claim to hate are the globalist's using them to do exactly what they claim to be against.,0,2,
76,RedState.com - Conservative Blog & Conservative News Source,"Dozens of BLM and Antifa Full On Attack Police in Chicago, Police Reinforcements…",['2020/07/17'],314 comments,https://www.redstate.com/nick-arama/2020/07/17/dozens-of-blm-and-antifa-full-on-attack-police-in-chicago-police-reinforcements-make-them-regret-it/,patriot45,they will see war everyday until these traitors are removed or we are removed.,boone1,0,0,they will see war everyday until these traitors are removed or we are removed.,0,2,
77,RedState.com - Conservative Blog & Conservative News Source,"Dozens of BLM and Antifa Full On Attack Police in Chicago, Police Reinforcements…",['2020/07/17'],314 comments,https://www.redstate.com/nick-arama/2020/07/17/dozens-of-blm-and-antifa-full-on-attack-police-in-chicago-police-reinforcements-make-them-regret-it/,patriot45,"regardless of this playtime in the cities under dem control come November reality of 2 options will play out, Trump gets 4 more and the left starts their war or Trump loses and the right start a war.  its a bad situation and the reality is the left will not tolerate 4 more years of Trump and his America first policies.  we as conservatives put up with 8 years of the Obamanation and 4 years of stop Trump with this anarchist ploy by the globalists of Russian collusion, Ukraine and all the lies and accusations.   so we ain't gonna put up with Biden and Michelle the IT tranny especially with Biden going out quick and michelle the IT tranny being POTUS.   there will be a confrontation of who will rule America and 30+ million armed pissed off patriot citizens many ex military will not allow these perverted globalists take our country, period.  we don't want it but it is inevitable.",riderdan,1,?,"regardless of this playtime in the cities under dem control come November reality of 2 options will play out, Trump gets 4 more and the left starts their war or Trump loses and the right start a war.  its a bad situation and the reality is the left will not tolerate 4 more years of Trump and his America first policies.  we as conservatives put up with 8 years of the Obamanation and 4 years of stop Trump with this anarchist ploy by the globalists of Russian collusion, Ukraine and all the lies and accusations.   so we ain't gonna put up with Biden and Michelle the IT tranny especially with Biden going out quick and michelle the IT tranny being POTUS.   there will be a confrontation of who will rule America and 30+ million armed pissed off patriot citizens many ex military will not allow these perverted globalists take our country, period.  we don't want it but it is inevitable.",1,1,
78,RedState.com - Conservative Blog & Conservative News Source,"Dozens of BLM and Antifa Full On Attack Police in Chicago, Police Reinforcements…",['2020/07/17'],314 comments,https://www.redstate.com/nick-arama/2020/07/17/dozens-of-blm-and-antifa-full-on-attack-police-in-chicago-police-reinforcements-make-them-regret-it/,patriot45,"then it looks like if they stay in the cities they may be ok with a few bruises and burning eyes, they come to the countryside and these small towns and they face stark fatal reality.",Skyguy51,1,?,"then it looks like if they stay in the cities they may be ok with a few bruises and burning eyes, they come to the countryside and these small towns and they face stark fatal reality.",0,2,
79,RedState.com - Conservative Blog & Conservative News Source,"Dozens of BLM and Antifa Full On Attack Police in Chicago, Police Reinforcements…",['2020/07/17'],314 comments,https://www.redstate.com/nick-arama/2020/07/17/dozens-of-blm-and-antifa-full-on-attack-police-in-chicago-police-reinforcements-make-them-regret-it/,patriot45,when they leave the cities they will not make it.,Laocoon,0,0,when they leave the cities they will not make it.,0,2,
80,RedState.com - Conservative Blog & Conservative News Source,"Dozens of BLM and Antifa Full On Attack Police in Chicago, Police Reinforcements…",['2020/07/17'],314 comments,https://www.redstate.com/nick-arama/2020/07/17/dozens-of-blm-and-antifa-full-on-attack-police-in-chicago-police-reinforcements-make-them-regret-it/,patriot45,"We here in the rural countryside do not have a police supervisor or a mayor telling us to hold back and stand down, we have no tolerance for these fools and they will start dying with buckshot and rifle rounds since there will be not be fighting hand to hand with marxist pawns of the democrats.",Randall011,3,?,"We here in the rural countryside do not have a police supervisor or a mayor telling us to hold back and stand down, we have no tolerance for these fools and they will start dying with buckshot and rifle rounds since there will be not be fighting hand to hand with marxist pawns of the democrats.",0,1,
81,RedState.com - Conservative Blog & Conservative News Source,North Carolina Town Makes the Move: City Council Votes to Award Black Residents ‘…,['2020/07/15'],69 comments,https://www.redstate.com/alexparker/2020/07/15/asheville-north-carolina-community-reparations-resolution/,patriot45,"Now Asheville has shown its true colors and it will be given over to its perversion and stupidity and those citizens and businesses who made this small town what it is today will leave due to favoritism and racism.  It will become a haven for the progressives an lgbt community even more so than it has been, good luck they will ruin its appeal to straight conservatives and its revenue will decline.",,2,?,"Now Asheville has shown its true colors and it will be given over to its perversion and stupidity and those citizens and businesses who made this small town what it is today will leave due to favoritism and racism.  It will become a haven for the progressives an lgbt community even more so than it has been, good luck they will ruin its appeal to straight conservatives and its revenue will decline.",0,2,
82,RedState.com - Conservative Blog & Conservative News Source,The Left’s Anti-Reality – To Which We All Must Submit,['2020/07/14'],32 comments,https://www.redstate.com/setonmotley/2020/07/14/the-left%e2%80%99s-anti-reality-to-which-we-all-must-submit/,patriot45,"They can pack all the courts they want they will not take our weapons of self defense nor the right to defend family and home.  God gave me the right to defend my home, family and country and i will do exactly that and die a free man.",pennypooch,1,?,"They can pack all the courts they want they will not take our weapons of self defense nor the right to defend family and home.  God gave me the right to defend my home, family and country and i will do exactly that and die a free man.",0,0,
83,RedState.com - Conservative Blog & Conservative News Source,The Left’s Anti-Reality – To Which We All Must Submit,['2020/07/14'],32 comments,https://www.redstate.com/setonmotley/2020/07/14/the-left%e2%80%99s-anti-reality-to-which-we-all-must-submit/,patriot45,If someone in Congress does not step up and help Trump then the American patriots will and then this mess will be cleaned up after the bloody job of removing these damn criminals and traitors.  Somebody better step up or things will change quickly and permanently.,,0,0,If someone in Congress does not step up and help Trump then the American patriots will and then this mess will be cleaned up after the bloody job of removing these damn criminals and traitors.  Somebody better step up or things will change quickly and permanently.,0,2,
84,RedState.com - Conservative Blog & Conservative News Source,More Florida Covid Craziness – One Local News Station Finds Multiple Clinics Erra…,['2020/07/14'],90 comments,https://www.redstate.com/bradslager/2020/07/14/more-florida-covid-craziness-one-local-news-station-finds-multiple-clinics-errantly-reporting-100-%e2%80%98positive%e2%80%99-test-results/,patriot45,the dems colluded with China to bring this virus here and they intend on using it to ruin the country so more collusion and lies are par for the traitors.,blh,0,0,the dems colluded with China to bring this virus here and they intend on using it to ruin the country so more collusion and lies are par for the traitors.,1,2,
85,RedState.com - Conservative Blog & Conservative News Source,More Florida Covid Craziness – One Local News Station Finds Multiple Clinics Erra…,['2020/07/14'],90 comments,https://www.redstate.com/bradslager/2020/07/14/more-florida-covid-craziness-one-local-news-station-finds-multiple-clinics-errantly-reporting-100-%e2%80%98positive%e2%80%99-test-results/,patriot45,This rabid madness from the dems and their cohorts in crime the MSM will continue their lies and deceptions all the way and up to the start of the purge when they all will be made to leave or hang.  Their decision is very soon to come as the conservative right has just about had enough of this stupidity and outright treason.,,0,0,This rabid madness from the dems and their cohorts in crime the MSM will continue their lies and deceptions all the way and up to the start of the purge when they all will be made to leave or hang.  Their decision is very soon to come as the conservative right has just about had enough of this stupidity and outright treason.,1,2,
86,RedState.com - Conservative Blog & Conservative News Source,VIDEO: Detroit Police Shoot And Kill Someone Shooting at Them And Protest…,['2020/07/14'],30 comments,https://www.redstate.com/tladuke/2020/07/14/video-detroit-police-shoot-and-kill-someone-shooting-at-them-and-protests-still-ensue./,patriot45,"These ""protests "" are just an excuse for changing the country so no matter what happened these anarchists will do what they came to do , try to change America.  It will not end well for those who believe patriotic Americans will allow their change without resistance.",,2,?,"These ""protests "" are just an excuse for changing the country so no matter what happened these anarchists will do what they came to do , try to change America.  It will not end well for those who believe patriotic Americans will allow their change without resistance.",0,2,
87,RedState.com - Conservative Blog & Conservative News Source,"Richard Grenell: 1, Serial Liar Adam Schiff: 0 — Grenell Burns Schiff to Ashes in One…",['2020/07/11'],30 comments,https://www.redstate.com/mike_miller/2020/07/11/richard-grenell-1-serial-liar-adam-schiff-0-%e2%80%94-grenell-burns-schiff-to-ashes-in-one-tweet/,patriot45,rope.,andrew_curlutu,0,0,rope.,0,0,
88,RedState.com - Conservative Blog & Conservative News Source,Lindsey Graham Makes Loud Grunting Noises After Robert Mueller Writes Op-Ed,['2020/07/12'],43 comments,https://www.redstate.com/bonchie/2020/07/12/lindsey-graham-makes-loud-grunting-noises-after-robert-mueller-writes-op-ed/,patriot45,Miss Lindsey says a lot but does very little so when it comes to questioning deep state operatives like the traitor Mueller it will be limited or postponed with no date set and everyone will forget.  Miss Lindsey is afraid too much questioning may get too close for comfort to her closet full of skeletons and bring her some serious problems so deflecting for the deep state is her job and she is good at it.,,4,?,Miss Lindsey says a lot but does very little so when it comes to questioning deep state operatives like the traitor Mueller it will be limited or postponed with no date set and everyone will forget.  Miss Lindsey is afraid too much questioning may get too close for comfort to her closet full of skeletons and bring her some serious problems so deflecting for the deep state is her job and she is good at it.,1,2,
89,RedState.com - Conservative Blog & Conservative News Source,Jonathan Turley Injects Sanity Into Discussion on Roger Stone Commutation…,['2020/07/12'],19 comments,https://www.redstate.com/sister-toldjah/2020/07/12/jonathan-turley-injects-sanity-into-discussion-on-roger-stone-commutation-after-romney-media-pearl-clutching/,patriot45,Obviously Pierre Romney the Rino is compromised by something and by someone just like Roberts on the Supremes so he is going to bash any action from Trump to satisfy his blackmailers ( Hillary or the Globalist Soros) and the people of Utah should consider his removal ASAP since he was elected as a Republican and not a liberal democrat.,,1,?,Obviously Pierre Romney the Rino is compromised by something and by someone just like Roberts on the Supremes so he is going to bash any action from Trump to satisfy his blackmailers ( Hillary or the Globalist Soros) and the people of Utah should consider his removal ASAP since he was elected as a Republican and not a liberal democrat.,1,2,
90,RedState.com - Conservative Blog & Conservative News Source,Attorney General Barr Acknowledges ‘Widespread Phenomenon’ Of Unfair Pol…,['2020/07/11'],52 comments,https://www.redstate.com/jeffc/2020/07/11/attorney-general-barr-acknowledges-widespread-phenomenon-of-unfair-policing-of-black-americans/,patriot45,"I would be interested to see the increase in force used on black arrests since the obamanation was elected and why blacks think if they commit a crime they have the option to resist or run.  It seems black criminals believe they are not subject to arrest after or during a crime by police and after obama was elected it seems to be a much bigger problem like maybe obama emboldened them since he said ""that could of been my son"" and it changed their attitude about police.",,0,0,"I would be interested to see the increase in force used on black arrests since the obamanation was elected and why blacks think if they commit a crime they have the option to resist or run.  It seems black criminals believe they are not subject to arrest after or during a crime by police and after obama was elected it seems to be a much bigger problem like maybe obama emboldened them since he said ""that could of been my son"" and it changed their attitude about police.",0,2,
91,RedState.com - Conservative Blog & Conservative News Source,"Sports Illustrated Swimsuit Issue Features Its First Transgender Model, Who ‘Embo…",['2020/07/11'],47 comments,https://www.redstate.com/alexparker/2020/07/11/valentina-sampaio-sports-illustrated-transgender-model-swimsuit-issue/,patriot45,"very sickening to see this has been accepted by this publication, so bye bye SI.",,4,?,"very sickening to see this has been accepted by this publication, so bye bye SI.",0,2,
92,RedState.com - Conservative Blog & Conservative News Source,Mitt Romney Goes Full Mitt Romney In Response to Trump Commutation of Rog…,['2020/07/11'],83 comments,https://www.redstate.com/bonchie/2020/07/11/mitt-romney-responds-to-trump-commutation-of-roger-stone-historic-corruption/,patriot45,Pierre Romney the traitor Rino is a scumbag who is actually a progressive idiot democrat and obviously compromised by money and power.  He seeks to be the image of a McCain and a Miss Lindsey by brokering his vote to get back at Trump who is a real American president and patriot so may his actions remove him from office.,kehvan,5,?,Pierre Romney the traitor Rino is a scumbag who is actually a progressive idiot democrat and obviously compromised by money and power.  He seeks to be the image of a McCain and a Miss Lindsey by brokering his vote to get back at Trump who is a real American president and patriot so may his actions remove him from office.,0,2,
93,RedState.com - Conservative Blog & Conservative News Source,Catherine Herridge Highlights British Court Docs: Steele’s ‘Ultimate Client Was…,['2020/07/10'],31 comments,https://www.redstate.com/nick-arama/2020/07/10/catherine-herridge-highlights-british-court-docs-steeles-%e2%80%98ultimate-client-was-dnc%e2%80%99-and-hillary-knew/,patriot45,"unfortunately, it would seem We The People will have to deliver justice through a rebellion and clean out DC and restore our Constitution to its rightful status.",writeofcenter,2,?,"unfortunately, it would seem We The People will have to deliver justice through a rebellion and clean out DC and restore our Constitution to its rightful status.",0,2,
94,RedState.com - Conservative Blog & Conservative News Source,Catherine Herridge Highlights British Court Docs: Steele’s ‘Ultimate Client Was…,['2020/07/10'],31 comments,https://www.redstate.com/nick-arama/2020/07/10/catherine-herridge-highlights-british-court-docs-steeles-%e2%80%98ultimate-client-was-dnc%e2%80%99-and-hillary-knew/,patriot45,"exactly and we find out today that Durham may wait till after the election to turn loose his findings, unbelievable to see all these investigations come up with nothing despite all the evidence that shows these people broke the law and committed treason and sedition at the highest levels of Obama's administration.",fbks,2,?,"exactly and we find out today that Durham may wait till after the election to turn loose his findings, unbelievable to see all these investigations come up with nothing despite all the evidence that shows these people broke the law and committed treason and sedition at the highest levels of Obama's administration.",1,0,
95,RedState.com - Conservative Blog & Conservative News Source,Catherine Herridge Highlights British Court Docs: Steele’s ‘Ultimate Client Was…,['2020/07/10'],31 comments,https://www.redstate.com/nick-arama/2020/07/10/catherine-herridge-highlights-british-court-docs-steeles-%e2%80%98ultimate-client-was-dnc%e2%80%99-and-hillary-knew/,patriot45,"So much evidence and yet no prosecution for anyone, obviously the 2 tier justice system is alive and well in DC and the Durham investigation will end up being the same if the results come after the election, crazy.",,3,?,"So much evidence and yet no prosecution for anyone, obviously the 2 tier justice system is alive and well in DC and the Durham investigation will end up being the same if the results come after the election, crazy.",1,0,
96,RedState.com - Conservative Blog & Conservative News Source,"Woke: As Crime Surges, Seattle Votes to Defund the Police By ‘At Least’ 50%",['2020/07/10'],55 comments,https://www.redstate.com/bonchie/2020/07/10/as-crime-surges-seattle-votes-to-cut-50-of-police-budget-to-perform-woke-theater/,patriot45,"You are correct but consider this, if a black person breaks into your home and threatens you and your family and you shoot them will you face charges of murder or maiming and be imprisoned or have to pay for medical costs.  With this ""woke"" mob and from the evidence we see so far you may be breaking that person's right to steal or kill you by stopping them even though you are within your rights to do so.  Its crazy but then again this whole movement is based on idiocy.",steve_miller,1,?,"You are correct but consider this, if a black person breaks into your home and threatens you and your family and you shoot them will you face charges of murder or maiming and be imprisoned or have to pay for medical costs.  With this ""woke"" mob and from the evidence we see so far you may be breaking that person's right to steal or kill you by stopping them even though you are within your rights to do so.  Its crazy but then again this whole movement is based on idiocy.",1,2,
97,RedState.com - Conservative Blog & Conservative News Source,Report: John Durham May ‘Punt’ On Obama-Gate Investigation Until After th…,['2020/07/09'],166 comments,https://www.redstate.com/bonchie/2020/07/09/report-john-durham-may-punt-on-investigation-until-after-the-election/,patriot45,The DOJ has been given an opportunity to correct the criminal actions of the Obamanation's administration and his agencies on numerous occasions (INTERNAL REVENUE) and nothing has happened and now we find with enough evidence to convict numerous actors the DOJ squats and does nothing. We the People have given this corrupt and utterly incompetent justice system its time and if nothing happens before Nov. then we will as per the Constitution do it ourselves and clean up DC and its swamp.  The system will not change until the patriots who love America restore order and remove the traitors in DC and bring back common sense and responsibility to Washington and the Congress.,,2,?,The DOJ has been given an opportunity to correct the criminal actions of the Obamanation's administration and his agencies on numerous occasions (INTERNAL REVENUE) and nothing has happened and now we find with enough evidence to convict numerous actors the DOJ squats and does nothing. We the People have given this corrupt and utterly incompetent justice system its time and if nothing happens before Nov. then we will as per the Constitution do it ourselves and clean up DC and its swamp.  The system will not change until the patriots who love America restore order and remove the traitors in DC and bring back common sense and responsibility to Washington and the Congress.,1,2,
98,RedState.com - Conservative Blog & Conservative News Source,Shocker: ‘Abandoned’ NYPD Officers Are Retiring Like It’s Going Out of Style,['2020/07/09'],23 comments,https://www.redstate.com/alexparker/2020/07/09/shocker-nypd-officers-are-retiring-like-its-going-out-of-style/,patriot45,"Hopefully De Blah Blah will be a victim in his own push to get as many murders as possible in NYC very soon.  How New Yorkers can let this fool initiate his idiocy and unbelivable policies is amazing without removing this complete and utter progressive Marxist only shows that NYC is going to get what it deserves, violence and chaos.",,1,?,"Hopefully De Blah Blah will be a victim in his own push to get as many murders as possible in NYC very soon.  How New Yorkers can let this fool initiate his idiocy and unbelivable policies is amazing without removing this complete and utter progressive Marxist only shows that NYC is going to get what it deserves, violence and chaos.",0,2,
99,RedState.com - Conservative Blog & Conservative News Source,US Army Meddles in the 2020 Election and Declares ‘Make America Great Again’ to…,['2020/07/09'],121 comments,https://www.redstate.com/streiff/2020/07/09/army-make-america-great-white-supremacy/,patriot45,Vindman needs a rope.,bk,4,?,Vindman needs a rope.,0,1,
100,RedState.com - Conservative Blog & Conservative News Source,US Army Meddles in the 2020 Election and Declares ‘Make America Great Again’ to…,['2020/07/09'],121 comments,https://www.redstate.com/streiff/2020/07/09/army-make-america-great-white-supremacy/,patriot45,To think our own military has resorted to anti-Trump political propaganda is unbelievable and those who ok'd this BS should be prosecuted.   This in another long list of deep state involvement by the obamanation and his administration setting up any branch of our government against the Constitution and our Republic and a duly elected POTUS should be cause enough to hang the worthless POS obama and most of his admin..,,7,?,To think our own military has resorted to anti-Trump political propaganda is unbelievable and those who ok'd this BS should be prosecuted.   This in another long list of deep state involvement by the obamanation and his administration setting up any branch of our government against the Constitution and our Republic and a duly elected POTUS should be cause enough to hang the worthless POS obama and most of his admin..,1,1,
101,RedState.com - Conservative Blog & Conservative News Source,"Nancy Pelosi Reveals the Democrats’ Answer on Tearing Down Statues, It Tells…",['2020/07/09'],24 comments,https://www.redstate.com/sister-toldjah/2020/07/09/nancy-pelosi-reveals-the-democrats-answer-on-tearing-down-statues-it-tells-us-everything-we-need-to-know/,patriot45,"These democrats have attacked Trump before he became POTUS, they attacked him 24/7 since he has been POTUS and could not stop him so they COLLUDED with China to bring this virus to the world to stop him.  It will soon be time to remove many statutes and many politicians who have committed treason to erase the political history of the term ""Democrat"" and change its meaning in Webster's dictionary to mean ""a traitor or to undermine a free nation and also tyranny and oppression"" with THIS WITCH called Pelosi as the illustration.",,0,0,"These democrats have attacked Trump before he became POTUS, they attacked him 24/7 since he has been POTUS and could not stop him so they COLLUDED with China to bring this virus to the world to stop him.  It will soon be time to remove many statutes and many politicians who have committed treason to erase the political history of the term ""Democrat"" and change its meaning in Webster's dictionary to mean ""a traitor or to undermine a free nation and also tyranny and oppression"" with THIS WITCH called Pelosi as the illustration.",,2,
102,RedState.com - Conservative Blog & Conservative News Source,"Outrage: WNBA Team Owner/U.S. Senator Champions the Flag Over BLM, Faces #Ca…",['2020/07/08'],58 comments,https://www.redstate.com/alexparker/2020/07/08/kelly-loeffler-wnba-cathy-engelbert-black-lives-matter-american-flag-inclusion/,patriot45,"There will be no unity from this BLM movement whose express purpose is to dominate this country, they have made a fatal mistake in their belief America will submit to a small group of marxists fools who cannot see that Americans will not embrace but will terminate their efforts to rule our Republic.  Its violent end is coming soon.",,3,?,"There will be no unity from this BLM movement whose express purpose is to dominate this country, they have made a fatal mistake in their belief America will submit to a small group of marxists fools who cannot see that Americans will not embrace but will terminate their efforts to rule our Republic.  Its violent end is coming soon.",,2,
103,RedState.com - Conservative Blog & Conservative News Source,We Are in a Civil War and No One Has Come to Terms With It Yet,['2020/07/07'],61 comments,https://www.redstate.com/brandon_morse/2020/07/07/we-are-in-civil-war/,patriot45,they will not allow nor relinquish any part of this country since this is a Globalist backed coup against America not just Trump so partial victory with a smaller free country with armed citizens will not be tolerated.  there must not be any compromise with these animals since their vision is for 6 billion of us to be terminated so they (the .1% of the top 1%)  rule everything and everyone serves them that's left.  Its just a 12th century feudal system but expanded worldwide for the Elitist.,writeofcenter,3,?,they will not allow nor relinquish any part of this country since this is a Globalist backed coup against America not just Trump so partial victory with a smaller free country with armed citizens will not be tolerated.  there must not be any compromise with these animals since their vision is for 6 billion of us to be terminated so they (the .1% of the top 1%)  rule everything and everyone serves them that's left.  Its just a 12th century feudal system but expanded worldwide for the Elitist.,,2,
104,RedState.com - Conservative Blog & Conservative News Source,We Are in a Civil War and No One Has Come to Terms With It Yet,['2020/07/07'],61 comments,https://www.redstate.com/brandon_morse/2020/07/07/we-are-in-civil-war/,patriot45,"First of all we have to realize this change that these progressive marxists want is just a ruse to hide the real purpose of this ""civil war"" we see now.  The Globalist who are backing and financing this change are the real enemy, they are the actual people who are pushing this cultural change in America.  These people like Soros, Bloomburg and Gates plus some others are pulling the strings here and they have all the money and resources to take over our country unless we remove them as threats along with their pawns.  The Obama's, Clintons and others are the pawns and they all have to go so a hot war may be the only alternative to remove the threat since these Globalists have to destroy our Republic.  It is the only real threat to their ultimate goal, depopulation on a Biblical scale in the billions.  Having tens of millions of armed nationalists presents a large obstacle for these Globalists to overcome so subversion Marxism style looks like the way to remove us as a threat and realize that dream of 500 million population worldwide. It is just a matter of time before the Globalists play their hand and the patriots will have a decision to make, it is very close.",,2,?,"First of all we have to realize this change that these progressive marxists want is just a ruse to hide the real purpose of this ""civil war"" we see now.  The Globalist who are backing and financing this change are the real enemy, they are the actual people who are pushing this cultural change in America.  These people like Soros, Bloomburg and Gates plus some others are pulling the strings here and they have all the money and resources to take over our country unless we remove them as threats along with their pawns.  The Obama's, Clintons and others are the pawns and they all have to go so a hot war may be the only alternative to remove the threat since these Globalists have to destroy our Republic.  It is the only real threat to their ultimate goal, depopulation on a Biblical scale in the billions.  Having tens of millions of armed nationalists presents a large obstacle for these Globalists to overcome so subversion Marxism style looks like the way to remove us as a threat and realize that dream of 500 million population worldwide. It is just a matter of time before the Globalists play their hand and the patriots will have a decision to make, it is very close.",,2,
105,RedState.com - Conservative Blog & Conservative News Source,We Are in a Civil War and No One Has Come to Terms With It Yet,['2020/07/07'],61 comments,https://www.redstate.com/brandon_morse/2020/07/07/we-are-in-civil-war/,patriot45,"they won't be satisfied cause these scum do not want us to have anything so giving them their own country will not work, they want the whole world because this a globalist coup to take our nation and its soul.  they want the world and their utopia and we have to disappear so 6+billion of us have to go permanently.",CaptainBetty,4,?,"they won't be satisfied cause these scum do not want us to have anything so giving them their own country will not work, they want the whole world because this a globalist coup to take our nation and its soul.  they want the world and their utopia and we have to disappear so 6+billion of us have to go permanently.",,2,
106,RedState.com - Conservative Blog & Conservative News Source,Former Senate Judiciary Chairman Chuck Grassley Knows Stuff — And He Wants Du…,['2020/07/07'],55 comments,https://www.redstate.com/shipwreckedcrew/2020/07/07/former-senate-judiciary-chairman-chuck-grassley-knows-stuff-and-he-wants-durham-indictments-before-election/,patriot45,Well if Miss Lindsey has anything to do with anything concerning indictments we are in for a big let down because she is part of the problem in DC and prosecuting anyone with ties to the deep state are not part of Miss Lindsey's agenda.  Graham is a RINO enabling the deep state no matter what anyone says and his name will probably come up if Durham is really investigating the deep state an its activities.  Waiting until after the next election if there is one does not make sense when any evidence of the former admin of the obamanation trying to remove Trump should be brought up now so America can know for sure Obama led a coup and needs to be hung.,,5,?,Well if Miss Lindsey has anything to do with anything concerning indictments we are in for a big let down because she is part of the problem in DC and prosecuting anyone with ties to the deep state are not part of Miss Lindsey's agenda.  Graham is a RINO enabling the deep state no matter what anyone says and his name will probably come up if Durham is really investigating the deep state an its activities.  Waiting until after the next election if there is one does not make sense when any evidence of the former admin of the obamanation trying to remove Trump should be brought up now so America can know for sure Obama led a coup and needs to be hung.,,1,
107,RedState.com - Conservative Blog & Conservative News Source,Ilhan Omar Just Admitted That She’s Looking to Topple the United States,['2020/07/07'],76 comments,https://www.redstate.com/brandon_morse/2020/07/07/ilhan-omar-topple/,patriot45,"It will soon be time for American Patriots and traitors to this Republic for which i will stand to give to the Liberty Tree, we have been given no choice.",,1,?,"It will soon be time for American Patriots and traitors to this Republic for which i will stand to give to the Liberty Tree, we have been given no choice.",,0,
