,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive?,
349,The Gateway Pundit,Corrupt Oregon Democrat Governor Extends COVID State of Emergency throu…,['2020/09'],285 comments,https://www.thegatewaypundit.com/2020/09/corrupt-oregon-democrat-governor-extends-covid-state-emergency-november-3-election-day-rioters-continue-ravage-communities/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a Scamdemic.,,0,0,,
350,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,No one's buying what you're selling.,atttia,0,0,,
351,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,Even the quality of the Democrat trolls has gone down considerably.,,1,?,,
352,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,"""all the time""?",William of Sullivan,0,0,,
353,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,Biden filled his pockets.,Rick Roberts,0,0,,
354,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,There is always a tipping point.,SerfCityHereWeCome,0,0,,
355,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,NY may even go red in Nov.,,1,?,,
356,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,Democrats are heading for their greatest defeat in history.,,0,0,,
357,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,Only morons will be voting Democrat in Nov.,,1,?,,
358,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,Dems desperately trying to find a wedge to pry away Trump supporters.,,3,1,,
359,Breitbart News Network,The Atlantic’s Goldberg: ‘Expect More Reporting’ on Trump Disparaging Militar…,['2020/09/07'],3551 comments,https://www.breitbart.com/clips/2020/09/07/the-atlantics-goldberg-expect-more-reporting-on-trump-disparaging-military-people-have-excellent-sources/,Dr. Vinnie,"If the Walrus says it didn't happen, then it didn't happen.",,0,0,,
360,The Gateway Pundit,"""It's a Flat Lie!"" - Angry Biden Lashes Out at Reporter Asking About His Flip-Floppi…",['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/flat-lie-angry-biden-lashes-reporter-asking-flip-flopping-fracking-claims-trump-wants-defund-police-video/,Dr. Vinnie,What difference at this point does it make?,,0,0,,
361,The Gateway Pundit,"""It's a Flat Lie!"" - Angry Biden Lashes Out at Reporter Asking About His Flip-Floppi…",['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/flat-lie-angry-biden-lashes-reporter-asking-flip-flopping-fracking-claims-trump-wants-defund-police-video/,Dr. Vinnie,Not to mention the anal leakage.,Coffeeluver,1,?,,
362,The Gateway Pundit,"""It's a Flat Lie!"" - Angry Biden Lashes Out at Reporter Asking About His Flip-Floppi…",['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/flat-lie-angry-biden-lashes-reporter-asking-flip-flopping-fracking-claims-trump-wants-defund-police-video/,Dr. Vinnie,"BO:  ""Joe, you don't have to do this.""",,1,?,,
363,The Gateway Pundit,"""It's a Flat Lie!"" - Angry Biden Lashes Out at Reporter Asking About His Flip-Floppi…",['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/flat-lie-angry-biden-lashes-reporter-asking-flip-flopping-fracking-claims-trump-wants-defund-police-video/,Dr. Vinnie,"Prediction: Joe will ""get"" covid and have to spend the next 50 days in quarantine.",,1,?,,
364,The Gateway Pundit,"""It's a Flat Lie!"" - Angry Biden Lashes Out at Reporter Asking About His Flip-Floppi…",['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/flat-lie-angry-biden-lashes-reporter-asking-flip-flopping-fracking-claims-trump-wants-defund-police-video/,Dr. Vinnie,"You're a lying one horse, tin hat, pony soldier.",,1,?,,
365,The Gateway Pundit,Liberal Colorado Politician Threatens to Sue Trump for Election Interference But…,['2020/09'],185 comments,https://www.thegatewaypundit.com/2020/09/liberal-colorado-politician-threatens-sue-trump-election-interference-gives-michelle-obama-complete-pass-worse-comment/,Dr. Vinnie,Pelosi proved we can vote in person.,,2,?,,
366,The Gateway Pundit,Liberal Colorado Politician Threatens to Sue Trump for Election Interference But…,['2020/09'],185 comments,https://www.thegatewaypundit.com/2020/09/liberal-colorado-politician-threatens-sue-trump-election-interference-gives-michelle-obama-complete-pass-worse-comment/,Dr. Vinnie,"Big Mike ""Perma-scowl"" Obama",,3,?,,
367,The Gateway Pundit,"Herd Immunity To COVID-19 May Have Been Reached In NY, CA, Scientist Claims",['2020/09'],84 comments,https://www.thegatewaypundit.com/2020/09/herd-immunity-covid-19-may-reached-ny-ca-scientist-claims/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a Scamdemic.,,12,?,,
368,The Gateway Pundit,"Herd Immunity To COVID-19 May Have Been Reached In NY, CA, Scientist Claims",['2020/09'],84 comments,https://www.thegatewaypundit.com/2020/09/herd-immunity-covid-19-may-reached-ny-ca-scientist-claims/,Dr. Vinnie,OR it's been just one huge Scamdemic.,,2,?,,
369,The Gateway Pundit,Trump Holds 30 Point Lead with Venezuelan-Americans Who Have Suffer…,['2020/09'],143 comments,https://www.thegatewaypundit.com/2020/09/trump-holds-30-point-lead-venezuelan-americans-suffered-socialist-tyrant-nicolas-maduros/,Dr. Vinnie,"30 point lead among Venezuelans, but not Mexicans.  Tells the whole story.",,1,?,,
370,The Gateway Pundit,Trump Holds 30 Point Lead with Venezuelan-Americans Who Have Suffer…,['2020/09'],143 comments,https://www.thegatewaypundit.com/2020/09/trump-holds-30-point-lead-venezuelan-americans-suffered-socialist-tyrant-nicolas-maduros/,Dr. Vinnie,University professors too.,GFTW,4,?,,
371,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,I'm telling you I'm 57 I work in IT.,RightHandedTed,0,0,,
372,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,It is real.  They follow real homicide detectives on real murder cases.  You can google the names of the criminals.,RightHandedTed,0,0,,
373,The Gateway Pundit,Race Activist Colin Kaepernick Nominated for NFL Hall of Fame,['2020/09'],483 comments,https://www.thegatewaypundit.com/2020/09/race-activist-colin-kaepernick-nominated-nfl-hall-fame/,Dr. Vinnie,Now they're going to sully the Hall of Fame?,,1,?,,
374,The Gateway Pundit,"Black Lives Matter Mob Storms Rochester McDonald’s Blaring their Bullhorns, The…",['2020/09'],432 comments,https://www.thegatewaypundit.com/2020/09/black-lives-matter-mob-storms-rochester-mcdonalds-blaring-bullhorns-shove-threaten-black-store-manager-video/,Dr. Vinnie,Any links? I don't doubt it though.,Baby Schiff,0,0,,
375,The Gateway Pundit,"Black Lives Matter Mob Storms Rochester McDonald’s Blaring their Bullhorns, The…",['2020/09'],432 comments,https://www.thegatewaypundit.com/2020/09/black-lives-matter-mob-storms-rochester-mcdonalds-blaring-bullhorns-shove-threaten-black-store-manager-video/,Dr. Vinnie,They could have at least bought something.,,2,?,,
376,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,We wuz Kangz n sheeit!,,0,0,,
377,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,There's a whole continent of black people. Go live there.,,2,?,,
378,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,Because their only real talent is reproducing.,Andy,0,0,,
379,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,"If aliens landed on earth by the end of their first week here they'd be asking, ""What's wrong with those black ones?""  I guarantee it!",,2,?,,
380,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,Without whitey to sponge off of who's going to pay for all their welfare baby-mommas?,,2,?,,
381,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,Everywhere that blacks congregate they turn into a s-hole.,,1,?,,
382,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,Far too much good real estate is wasted on ghettos as it is.,,2,?,,
383,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,It will be like Chicongo only more black.,,0,0,,
384,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,They can't add either.  1860-1660 is only 200 years.,Guest,2,?,,
385,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,The crazyness of black women knows no bounds.,,3,?,,
386,Breitbart News Network,"At Least 51 Shot, 7 Fatally, Labor Day Weekend in Mayor Lightfoot’s Chicago",['2020/09/08'],1074 comments,https://www.breitbart.com/politics/2020/09/08/at-least-51-shot-7-fatally-labor-day-weekend-in-mayor-lightfoots-chicago/,Dr. Vinnie,Black people bear some responsibility.,,0,0,,
387,The Gateway Pundit,"Black Lives Matter Mob Storms Rochester McDonald’s Blaring their Bullhorns, The…",['2020/09'],432 comments,https://www.thegatewaypundit.com/2020/09/black-lives-matter-mob-storms-rochester-mcdonalds-blaring-bullhorns-shove-threaten-black-store-manager-video/,Dr. Vinnie,"Still waiting for ""the rest that are peaceful"" to condemn this.  You're blaming the media?",OldGoofyGuy,0,0,,
388,The Gateway Pundit,"Black Lives Matter Mob Storms Rochester McDonald’s Blaring their Bullhorns, The…",['2020/09'],432 comments,https://www.thegatewaypundit.com/2020/09/black-lives-matter-mob-storms-rochester-mcdonalds-blaring-bullhorns-shove-threaten-black-store-manager-video/,Dr. Vinnie,"Low IQ, high emotion, zero impulse control.",Net Contributor,6,?,,
389,The Gateway Pundit,"Black Lives Matter Mob Storms Rochester McDonald’s Blaring their Bullhorns, The…",['2020/09'],432 comments,https://www.thegatewaypundit.com/2020/09/black-lives-matter-mob-storms-rochester-mcdonalds-blaring-bullhorns-shove-threaten-black-store-manager-video/,Dr. Vinnie,"If they ""protest"" they should lose their welfare.",,5,?,,
390,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,The Devil went down to Georgia and stayed.,,1,?,,
391,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,Silver Lining:  The victims of the sex offender are probably happy.,,5,?,,
392,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,Story is a little bare.  How did the black racist murder the white pedophile?,,1,?,,
393,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,"WaPo Headline:  Dems loose one voter, and another charged with murder.",,1,?,,
394,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,"Or white, apparently.",Bull Dog,1,?,,
395,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,"Jail is 90% black, but they found a white guy to put him in with.",,2,?,,
396,The Gateway Pundit,Black Georgia Man Who Stabbed Stranger Because He ‘Felt the Need to Find a Whit…,['2020/09'],898 comments,https://www.thegatewaypundit.com/2020/09/black-georgia-man-stabbed-stranger-felt-need-find-white-male-kill-murders-white-cell-mate-following-arrest/,Dr. Vinnie,"Kamala: ""I'm proud of you.""",,3,?,,
397,The Gateway Pundit,Coronavirus Deaths Over Weekend Are Lowest Since the 4th of July - COVID-19 i…,['2020/09'],118 comments,https://www.thegatewaypundit.com/2020/09/coronavirus-deaths-weekend-lowest-since-4th-july-covid-19-fizzling-across-us-just-like-countries/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a scamdemic.,,1,?,,
398,The Gateway Pundit,Coronavirus Deaths Over Weekend Are Lowest Since the 4th of July - COVID-19 i…,['2020/09'],118 comments,https://www.thegatewaypundit.com/2020/09/coronavirus-deaths-weekend-lowest-since-4th-july-covid-19-fizzling-across-us-just-like-countries/,Dr. Vinnie,The virus will mysteriously vanish from the planet after Trump is reelected.  It will reappear in 3 years.  Just in time for the next election.,,3,?,,
399,The Gateway Pundit,"Black Activist Marches Through San Francisco Chanting 'White Lives Matter,'…",['2020/09'],255 comments,https://www.thegatewaypundit.com/2020/09/black-activist-marches-san-francisco-chanting-white-lives-matter-urges-white-people-proud-skin-video/,Dr. Vinnie,A female making a penis gesture is ridiculous.,,1,?,,
400,Breitbart News Network,Joe Biden Admits Own National Mask Mandate Proposal Is Unconstitutional,['2020/09/07'],727 comments,https://www.breitbart.com/politics/2020/09/07/joe-biden-admits-own-national-mask-mandate-proposal-is-unconstitutional/,Dr. Vinnie,"Joe:  ""Just carrying a mask is better than not wearing one.  C'mon man!""",,0,0,,
401,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,Stubborn mule.  I'm 57. Why won't you at least watch 5 minutes?  https://www.youtube.com/wat...,RightHandedTed,0,0,,
402,Breitbart News Network,Bolton: The Atlantic Report Claiming Trump Disparaged Military ‘Simply False’,['2020/09/08'],577 comments,https://www.breitbart.com/clips/2020/09/08/bolton-the-atlantic-report-claiming-trump-disparaged-military-simply-false/,Dr. Vinnie,"If the Walrus says it didn't happen, then it didn't happen. Period.",,1,?,,
403,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,We have to stop paying them to reproduce.,,0,0,,
404,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,"""F white people"" seems pretty racist.",,5,?,,
405,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,Where are all the decent black people disavowing this?  Crickets.,,2,?,,
406,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,Jesse Lee Peterson is one of the very few.,bfranklin1776,2,?,,
407,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,Welfare commie cows,hangemhi2,2,?,,
408,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,Where are all the decent black people disavowing this?,,2,?,,
409,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,"All ""protesters"" need their welfare cut off.",,1,?,,
410,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,Nothing will happen to them.,Private on duty,0,0,,
411,Breitbart News Network,Donald Trump: Black Lives Matter Protesters Harassing Elderly Couple in Pi…,['2020/09/08'],863 comments,https://www.breitbart.com/politics/2020/09/08/donald-trump-black-lives-matter-protesters-harassing-elderly-couple-in-pittsburgh-are-thugs/,Dr. Vinnie,"No, that's the funny part.",losetheirminds,3,?,,
412,Breitbart News Network,Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transge…,['2020/09/07'],921 comments,https://www.breitbart.com/politics/2020/09/07/poll-majority-of-idaho-voters-approve-law-to-protect-female-athletes-from-transgender-competitors/,Dr. Vinnie,"No, they want to compete against men.  Now they have their chance.  It's the same ridiculousness as watching a 5ft female cop trying to wrestle a 6ft criminal to the ground.  And she expects the same pay? Let the insanity begin.",Texastea,1,?,,
413,Breitbart News Network,Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transge…,['2020/09/07'],921 comments,https://www.breitbart.com/politics/2020/09/07/poll-majority-of-idaho-voters-approve-law-to-protect-female-athletes-from-transgender-competitors/,Dr. Vinnie,"Women are slower, weaker and less coordinated.  Watching women's sport is painful.",,1,1,,
414,Breitbart News Network,Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transge…,['2020/09/07'],921 comments,https://www.breitbart.com/politics/2020/09/07/poll-majority-of-idaho-voters-approve-law-to-protect-female-athletes-from-transgender-competitors/,Dr. Vinnie,Most of women's sport is boring and subpar.  Women's gymnastics and figure skating being the exception.,,3,?,,
415,Breitbart News Network,Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transge…,['2020/09/07'],921 comments,https://www.breitbart.com/politics/2020/09/07/poll-majority-of-idaho-voters-approve-law-to-protect-female-athletes-from-transgender-competitors/,Dr. Vinnie,Men competing in women's sport is the best thing for them.  One shemale broke 10 records in women's track in ONE DAY!!,,2,?,,
416,Breitbart News Network,Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transge…,['2020/09/07'],921 comments,https://www.breitbart.com/politics/2020/09/07/poll-majority-of-idaho-voters-approve-law-to-protect-female-athletes-from-transgender-competitors/,Dr. Vinnie,Have to disagree with this.  Women have wanted to compete with men since the '60s.  Now they have their chance and are crying?,,0,0,,
417,Breitbart News Network,Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppres…,['2020/09/07'],7532 comments,https://www.breitbart.com/politics/2020/09/07/women-plan-all-black-community-georgia-400-years-racial-oppression/,Dr. Vinnie,Move the prisons to Africa.  That way we can get rid of the trash one criminal at a time.,,0,0,,
418,Breitbart News Network,Critics Call for Hobby Lobby Boycott over Viral Image of Pro-Trump Display,['2020/09/07'],1332 comments,https://www.breitbart.com/politics/2020/09/07/critics-call-hobby-lobby-boycott-viral-image-pro-trump-display/,Dr. Vinnie,Super Wednesday!!  C'mon man!,NoBetterFriend NoWorseEnemy,0,0,,
419,Breitbart News Network,Critics Call for Hobby Lobby Boycott over Viral Image of Pro-Trump Display,['2020/09/07'],1332 comments,https://www.breitbart.com/politics/2020/09/07/critics-call-hobby-lobby-boycott-viral-image-pro-trump-display/,Dr. Vinnie,Be sure to protest on election day too. Remember Nov 4th is the day.,,3,?,,
420,Breitbart News Network,Only One-Fifth of Voters Say They Would Get a Free Coronavirus Vaccine ‘as Soon…,['2020/09/07'],1434 comments,https://www.breitbart.com/politics/2020/09/07/only-one-fifth-voters-say-they-would-get-free-coronavirus-vaccine-soon-possible/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a scamdemic.,,7,?,,
421,Breitbart News Network,‘Refuse Fascism’ Group Calls for 60 Days of Protests to Oust ‘Demented Bully’ Donal…,['2020/09/07'],891 comments,https://www.breitbart.com/2020-election/2020/09/07/refuse-fascism-group-calls-60-days-protests-oust-demented-bully-donald-trump/,Dr. Vinnie,Be sure to protest on election day too.  Remember Nov 4th is the day.,,3,?,,
422,Breitbart News Network,Cardi B Rages About ‘Racist’ MAGA Supporters After Her Sister Harassed in t…,['2020/09/07'],2148 comments,https://www.breitbart.com/entertainment/2020/09/07/cardi-b-rages-about-racist-maga-supporters-after-her-sister-harassed-in-the-hamptons/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a scamdemic.,,0,0,,
423,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,And you keep your head in the sand.,RightHandedTed,0,0,,
424,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,Did you watch the YT link?,RightHandedTed,0,0,,
425,The Gateway Pundit,Biden Now Says National Mask Mandate 'Probably Unconstitutional' - Gives Bizar…,['2020/09'],274 comments,https://www.thegatewaypundit.com/2020/09/biden-now-says-national-mask-mandate-probably-unconstitutional-gives-bizarre-non-answer-reporter-asking-will-visit-arizona-video/,Dr. Vinnie,Pelosi wasn't wearing a mask because she knows it's a scamdemic.,,6,?,,
426,The Gateway Pundit,‘F*ck White People!’ – BLM-Biden Supporters Scream at Elderly Couple Din…,['2020/09'],2090 comments,https://www.thegatewaypundit.com/2020/09/fck-white-people-blm-biden-supporters-scream-elderly-couple-dining-outdoors-pittsburgh-steal-drinks-off-table-video/,Dr. Vinnie,Cut off that sow's welfare.,,2,?,,
427,Breitbart News Network,WATCH: XR and BLM Activists Demand Reparations During ‘Walk of Shame’ Prot…,['2020/09/07'],620 comments,https://www.breitbart.com/europe/2020/09/07/extinction-rebellion-activists-call-for-reparations-during-walk-of-shame-protest-in-the-city-of-london/,Dr. Vinnie,Blacks are shooting blacks in Chicongo because they are low IQ and violent.,bttrap,1,?,,
428,Breitbart News Network,WATCH: XR and BLM Activists Demand Reparations During ‘Walk of Shame’ Prot…,['2020/09/07'],620 comments,https://www.breitbart.com/europe/2020/09/07/extinction-rebellion-activists-call-for-reparations-during-walk-of-shame-protest-in-the-city-of-london/,Dr. Vinnie,Your ignanz is showing again.,bttrap,1,1,,
429,The Gateway Pundit,Rochester Mayor Brings in Church Elders to Act as Human Shields During Black Lives…,['2020/09'],430 comments,https://www.thegatewaypundit.com/2020/09/rochester-mayor-brings-church-elders-act-human-shields-black-lives-matter-protest/,Dr. Vinnie,Elders don't need weapons.  They can sprinkle words of wisdom on those thugs.,Florian75,1,?,,
430,Breitbart News Network,"40 Shot, 6 Killed, Friday into Monday Morning Across Mayor Lightfoot’s Chicago",['2020/09/07'],692 comments,https://www.breitbart.com/politics/2020/09/07/40-shot-6-killed-friday-into-monday-morning-across-mayor-lightfoots-chicago/,Dr. Vinnie,First 48 is a reality homicide investigation show.   It's the best show.  https://www.youtube.com/wat...,RightHandedTed,0,0,,
431,Breitbart News Network,Fact Check: Joe Biden Falsely Claims U.S. Economy Is Worse Off than Europe and J…,['2020/09/07'],465 comments,https://www.breitbart.com/economy/2020/09/07/fact-check-joe-biden-falsely-claims-u-s-economy-is-worse-off-than-europe-and-japan/,Dr. Vinnie,Cornpop was a bad dude.,,0,0,,
